trial,value,colsample_bytree,learning_rate,max_depth,min_child_weight,nrounds,reg_lambda,subsample
0,0.93340159,0.3186314391957112,0.16606948851105724,4,9.822266696682398,800,0.03750503304919658,0.9641622894881108
1,0.83968263,0.3088626706081626,0.010674516456040273,1,10.972148503296323,600,0.0038438585055031497,0.784812147552572
2,0.86876197,0.7543715144725331,0.06053285354029389,1,5.925063798804277,500,0.005392743230083195,0.9992728358843137
3,0.88899815,0.7515363238827852,0.054970976708495205,8,5.777845799368423,300,0.5352193096462569,0.5570991555250253
4,0.82892021,0.7377131863290216,0.011159533061880469,2,18.237247085700314,200,3.1508506327277064,0.7849284964450758
5,0.88468680,0.661826926647233,0.10655283398772909,1,5.958957262255807,800,0.5657037144703009,0.9140597765213436
6,0.87290342,0.4234969806816847,0.038632284541076346,5,7.677438617873882,200,1.3583701515698585,0.5006948962443771
7,0.84786662,0.9021885389370043,0.012233945031993904,5,12.920270557288445,400,2.042509994573168,0.7686726926381509
8,0.89919399,0.8981529750356527,0.14849426615636266,8,5.897446082980049,1000,35.27227116494393,0.9172209810988247
9,0.84766288,0.6607341892735483,0.015130663785999974,4,19.566552387338056,500,18.697826784918956,0.943872968313935
10,0.89135100,0.3051236096393331,0.10129079162925464,4,17.674498725194496,300,1.2976960477045183,0.6356822098782688
11,0.85736758,0.4048311567896731,0.021674000886062587,6,14.222056574497708,500,0.25094263698310315,0.5206512902355682
12,0.88024661,0.7737408851472076,0.04667178821636981,2,10.804191349026336,600,0.18343411219551503,0.9289219021718347
13,0.83661352,0.5860588555662976,0.10614519739481751,1,10.437153665281143,400,29.318292274242854,0.8140295776271119
14,0.82017401,0.7873083350117713,0.0107183940196993,2,13.718765109250498,500,35.95146453937368,0.6661705258541335
15,0.90245507,0.9988650600101762,0.2675285947011045,8,1.3769470733007463,1000,34.0865540943478,0.7501674365593937
16,0.86462829,0.526367950015968,0.01065310249378857,2,1.2861217502731161,1000,0.0017151743234587618,0.7897885933631741
17,0.85233696,0.5227427782991482,0.24680292828357045,2,1.0742140842237777,100,43.099694035863216,0.7955012574875339
18,0.85954665,0.5445656875419398,0.2904134547588053,2,16.062042069525063,100,35.568191983127996,0.8113278943357747
19,0.83030417,0.5632187056699791,0.026759332094824846,2,15.645456153108215,100,12.767937830085428,0.7208203698324276
20,0.83642218,0.9869262575003273,0.024690782383439486,3,2.2404446202786854,300,7.921394343252579,0.7088267123824998
21,0.82486613,0.994128601762889,0.02556141717576928,3,19.5149251162415,200,4.907500312621736,0.6937466992262011
22,0.84786645,0.9932951541279259,0.02025476370478936,3,19.583958230642793,1000,4.7102077904466695,0.6543647802311641
23,0.84243057,0.9922386151146236,0.019766779720213127,3,19.994925435507422,900,6.912949716869295,0.6399812068448896
24,0.84465135,0.9678608326297231,0.019457072568044714,3,13.481895778841224,700,6.31910420456861,0.6559176191569809
25,0.84304172,0.8937241759168215,0.018578925576920716,3,13.000475822523594,700,5.838373883299954,0.6218953976688615
26,0.82280851,0.8744210358661726,0.015502276903829494,3,17.586656040494713,200,3.771567477555762,0.6152887615743889
27,0.84031169,0.8524184478965261,0.01485557671708891,3,17.768604465956393,200,3.092540633474427,0.8778403562983839
28,0.83985917,0.8566333067776543,0.014956322235943398,3,17.39353579445004,200,2.1686079335214115,0.8828509286594053
29,0.82684711,0.8681014583634564,0.015792703424486795,5,17.00877101779033,200,15.646543626513612,0.5877630310591644
30,0.82073826,0.8545497136959236,0.03198705615540208,5,16.85310973502886,200,15.942631009785554,0.5888543814925904
31,0.83071157,0.8281712196221497,0.03279879126951827,5,16.02124800518691,400,11.386629217067371,0.5679670964652584
32,0.83526692,0.824132175756207,0.03252580905792675,5,15.406149174358044,400,13.570369069727228,0.5897293558628156
33,0.85861048,0.8095433196029219,0.03063522394491583,4,14.92933301577525,400,0.7243258631262572,0.7083556704953478
34,0.83550709,0.8154171049660532,0.0364218758091847,7,15.090436395926027,400,16.219241841749156,0.5961240141468814
35,0.86069963,0.8020576405083254,0.03453894531482877,7,14.938174881898345,300,0.055386713340322656,0.599399829944931
36,0.85439090,0.9323706103367774,0.028492625472980596,7,14.18344293651683,300,0.03862973616292064,0.6936412505806414
37,0.83049686,0.9413996172921755,0.04188844377117122,7,18.682250072438492,300,25.012361456718278,0.682495951722733
