trial,value,min_node_size,mtry_frac,num_trees,sample_fraction
0,0.85085687,19,0.8934447147637127,500,0.5839311248067139
1,0.91553216,20,0.11754315004169377,500,0.6529911516190776
2,0.85238574,8,0.9125463167967811,1250,0.6006325059433524
3,0.85774941,13,0.6818319991843226,250,0.7390304591328927
4,0.92510774,23,0.1014260801859352,1250,0.9200114140628958
5,0.86452306,27,0.5212747109138564,1500,0.5829124664767269
6,0.88368794,8,0.2637169373958064,1500,0.8882407046525645
7,0.86246414,19,0.46794860502884095,250,0.68796066030043
8,0.85755160,10,0.6405277142840168,250,0.7010134368563471
9,0.89331289,30,0.22912724117712197,1500,0.6209543280737833
10,0.85759774,28,0.7791801943215507,250,0.8225941930877307
11,0.89902372,15,0.17250813045106295,250,0.6961928892931064
12,0.85192568,21,0.9604849792493021,500,0.7967018363484817
13,0.84950120,16,0.9150522056058146,500,0.7411497218398708
14,0.85563902,5,0.9027539440461761,1500,0.721558595882751
15,0.85047310,2,0.9708720206870557,750,0.4186240562431195
16,0.85105502,4,0.958225031810294,750,0.41847835235289266
17,0.85180783,2,0.988742370280615,750,0.4996899523937729
18,0.84980315,1,0.9881058067345494,750,0.44188787861714307
19,0.85307461,2,0.8380105795752291,750,0.46321645806978506
20,0.85376254,16,0.8193299780112935,750,0.4902406479527097
21,0.85299305,1,0.7991353733623995,750,0.40653231692740255
22,0.85547620,1,0.7973876489233849,750,0.5112528383271361
23,0.86398671,1,0.9952392859461827,1000,0.9748955792976762
24,0.86528293,6,0.6442961222960024,1000,0.9878363084298076
25,0.86479030,6,0.6944178847993956,1000,0.9889975758635001
26,0.86602536,5,0.6799287131927899,1000,0.9883160361470161
27,0.85513573,6,0.7202128536680137,1000,0.5311983981976182
28,0.86479099,6,0.728112563350432,1000,0.9654330343018631
29,0.85425314,12,0.7190974799700666,1000,0.541930284009597
30,0.85231053,11,0.9824872518190202,1000,0.45241125733621534
31,0.85008376,11,0.9973531640622931,500,0.42855158650692654
32,0.85084101,11,0.9829179488323516,500,0.45223860358934176
33,0.85291548,13,0.8780667007141163,500,0.5476434787394364
34,0.85196518,17,0.8760297234232802,500,0.5612336119372957
35,0.85141093,17,0.8745889059271836,500,0.7554925450245759
36,0.85076493,15,0.8972988260468603,500,0.41107473623245905
37,0.85115835,18,0.9117334324631813,500,0.41251591433797424
38,0.85004251,9,0.9329844882859809,500,0.4246225529850587
39,0.85333533,9,0.9173391169514094,500,0.40464266721632575
40,0.95687582,8,0.022884827801290142,500,0.6455446313077032
41,0.85651245,9,0.9349967149204379,750,0.7821638625786604
42,0.85358272,24,0.9397790422793895,750,0.4731423895959556
43,0.85293539,22,0.9361815415077324,750,0.45912883486089706
44,0.85248610,23,0.9389883940427247,750,0.47431260096441635
45,0.86241009,21,0.5056631635150584,250,0.5948342282654683
46,0.85329450,3,0.9363565485882623,750,0.4576640702374269
47,0.85071291,3,0.9996967765073501,750,0.44441788051029024
48,0.85036728,3,0.8448279895588362,250,0.43633585812913694
49,0.85218574,3,0.844924881987636,250,0.43404910072088676
