trial,value,bagging_fraction,feature_fraction,lambda_l2,learning_rate,min_data_in_leaf,nrounds,num_leaves
0,0.83529315,0.5918396039000651,0.3229944607146913,0.00429507435489468,0.0180982811046389,8,1000,36
1,0.86908191,0.7121570257416601,0.9879206915814758,0.055894049174894864,0.2086090374312212,5,500,43
2,0.85809347,0.8701537204769061,0.2177543395425696,11.837213658030599,0.11684798791252177,38,200,41
3,0.86185934,0.6945856377901879,0.20809703767534649,0.12110267247678184,0.06294757407185828,30,700,27
4,0.85510134,0.9095237876264188,0.5888071924893254,2.7798054866419797,0.17367890413036413,38,500,55
5,0.88434189,0.519432581587463,0.5673899594179754,0.0828836035070509,0.20417441966184469,14,100,54
6,0.82541508,0.6771458669909709,0.2745160114496652,0.7357548451012847,0.025575453642549886,35,400,28
7,0.87252080,0.7974221010820488,0.8650872867557831,0.3329561253406098,0.22724865844912878,32,1000,59
8,0.81613175,0.685696579544924,0.8089914414156365,0.013060946637566398,0.01845743500306919,6,500,14
9,0.81207492,0.83706675575366,0.864350845235969,0.0013026093616948647,0.02441073297719004,30,400,38
10,0.82760658,0.7949432340490965,0.8563775001434757,0.09796239058674212,0.05137131178470236,19,500,21
11,0.82269887,0.5366288443113723,0.4631557205444632,29.99149362489768,0.05122573327120876,2,700,2
12,0.85359478,0.7079182984832808,0.6983107534463111,1.2300803212725995,0.12004310602147497,16,700,58
13,0.82808690,0.6924856386069578,0.9494700944276215,4.465185950457904,0.015039147620744958,25,100,35
14,0.82144270,0.7858129908573301,0.4515938056981814,0.21820739165677774,0.11255272241157574,33,100,11
15,0.81610626,0.9954422354088077,0.9426408880706785,0.0022334677397001855,0.010285449409665609,23,800,5
16,0.81245523,0.9651619551684627,0.9720574729493554,0.0012086410238331738,0.010348875670096576,25,300,6
17,0.83643988,0.9852709414738346,0.7326020841507175,0.0013138331524580886,0.0896630976932723,25,300,7
18,0.81815789,0.9907778134437535,0.7650080170740889,0.0016537222150407474,0.011016271759460605,25,300,46
19,0.82653424,0.9981535288967134,0.9881911147305565,0.006415641644405196,0.027555270284599413,25,600,46
20,0.81908554,0.9862301484721053,0.9902752024030901,0.001147937632822118,0.010485872164977829,25,300,45
21,0.82361185,0.9296084605900685,0.9953354795947906,0.013242999930866342,0.03241249379584275,17,300,46
22,0.81132525,0.9213591837360118,0.9820109968730529,0.015891614823251198,0.028790715287727444,26,300,47
23,0.80773200,0.9031749785062033,0.9982440075225715,0.0154462740999515,0.03072957963798018,29,300,19
24,0.81873969,0.9022228135460062,0.9013416215250312,0.014340030495835413,0.029238387878631592,21,400,19
25,0.82375868,0.9052399006730196,0.8840358284013413,0.012077318506324108,0.032708375946597146,30,400,16
26,0.81958542,0.9330641637876707,0.888520253288527,0.007218920567180896,0.03236224700481409,29,400,50
27,0.81881084,0.8812714428057858,0.8795373131974167,0.0195468867595404,0.03193821976738031,29,400,51
28,0.82266119,0.8780363038198042,0.891788802030161,0.016796343546833487,0.029182647244603892,30,400,21
29,0.81857675,0.8571715402056785,0.887951878929083,0.02892346250205882,0.04043859847710362,29,400,20
30,0.81245345,0.8558574643040121,0.8909547084670619,0.03497254325973686,0.03944376544845651,29,200,63
31,0.81376845,0.8456995983095371,0.8159757739378048,0.03555889858806376,0.04568669082030609,29,200,27
32,0.81190785,0.8383082362464908,0.8088157177335017,0.0324227557649645,0.04177991983895277,29,200,51
33,0.80290320,0.8380476201077892,0.8106416634396281,0.04008087852640725,0.02209705668427074,34,200,37
34,0.82477543,0.8380524735375566,0.7938099491192331,0.03883903561482987,0.022039721795355884,12,200,35
35,0.81994653,0.8263378402497563,0.7937425922345371,0.0031286136993514866,0.020605601498068584,12,200,36
36,0.80897841,0.8198158823087982,0.7872529316517269,0.003295576937957584,0.02007975310218416,35,200,63
37,0.80845281,0.8315715622688773,0.7930503823220514,0.003327015251803491,0.02185124932404959,36,200,63
38,0.81251276,0.7500795724341491,0.6852220753474401,0.003756576695929819,0.020086081885066026,36,200,38
39,0.80749963,0.7470418259763253,0.6642261496013436,0.05528390644423494,0.01987267043074673,34,200,33
40,0.81736878,0.7526221007026028,0.6528253112108738,0.003097201988618082,0.020112782949955506,39,200,33
41,0.82607984,0.7512141562383642,0.6590594234448449,0.00601784051571355,0.019720500937383964,40,100,63
42,0.84283153,0.7533527845400141,0.6303459963218307,0.0033523079496863995,0.014611599793200819,40,100,62
43,0.84126792,0.7356776425542786,0.6891952071284106,0.19529072137822232,0.014786093421520862,40,100,31
44,0.84662954,0.629653949381086,0.62677494581505,0.0077163433885224075,0.014386753599382754,40,100,30
45,0.84787407,0.6491577089767937,0.6100427682628811,0.06309066342889522,0.014843025896704158,40,100,31
46,0.84363371,0.6248379084716692,0.6301296769872097,0.06935977855627878,0.015213604419027783,35,100,30
47,0.85441628,0.6393396214750487,0.6001480440435467,0.06744319117158501,0.01288005689809949,35,100,28
48,0.84640614,0.6485505500335907,0.5771783672147478,0.07108504169165969,0.015302838886136698,36,100,30
49,0.81459268,0.8061820854722458,0.5540103708024547,0.06658177702660112,0.01620995865880018,36,300,57
