trial,value,min_node_size,mtry_frac,num_trees,sample_fraction
0,0.88093347,21,0.1387910089280372,1250,0.9852524811958211
1,0.89686632,4,0.07967646375371125,1000,0.8348178390932803
2,0.90427926,27,0.06584381142399875,1000,0.7133253170858099
3,0.83856229,3,0.39678349340779406,1500,0.560878522974738
4,0.83494405,23,0.4704345827732116,1500,0.42876721241157684
5,0.84150438,1,0.38265130687973065,250,0.7259631760657737
6,0.89645525,1,0.0814661101976394,250,0.5895359513903748
7,0.84203718,7,0.5613026571730794,1000,0.9430124279149096
8,0.86089573,5,0.24049704515091858,750,0.8719434871838413
9,0.85932611,14,0.2419347636905421,1250,0.4130541608153899
10,0.88045811,24,0.13735603025289086,250,0.8148119096708244
11,0.87729801,6,0.14336666133601061,1250,0.9208990213929565
12,0.83531933,11,0.5409213756672833,250,0.6909337978257366
13,0.83659119,7,0.43007957311825806,1000,0.5957762701890472
14,0.83162996,28,0.7567930732885216,1250,0.5825855456123643
15,0.82261843,16,0.9429862482534972,1500,0.401121407829752
16,0.82730821,15,0.6954809317178656,1500,0.40479252062183274
17,0.82731699,15,0.7810855535138691,500,0.4470995671258641
18,0.82369420,16,0.7304158535510458,500,0.40679721023495286
19,0.82494872,30,0.8736219269888756,1500,0.4048775251482663
20,0.82879459,30,0.8340809283518099,500,0.5020257357475817
21,0.82731773,30,0.8204436777754168,500,0.511701461017007
22,0.83102667,17,0.9932199973355675,500,0.4912879751376099
23,0.82858481,18,0.9175415437927062,500,0.4999118134558824
24,0.82946221,19,0.9895690012032076,500,0.5010723550118444
25,0.82821183,19,0.9807240686263756,750,0.4981046547239998
26,0.82797873,18,0.9780638069918564,1500,0.4780611810621048
27,0.82669798,19,0.6747641412846238,1500,0.40731888214096257
28,0.82747887,19,0.9833647059186484,1500,0.45912734912427156
29,0.82820942,11,0.6759930745971795,1500,0.456226617847976
30,0.82831752,11,0.6792056120106865,1500,0.4542187087657725
31,0.82785020,11,0.6806759254573128,1500,0.4575542676954029
32,0.82478431,10,0.8770584644779564,750,0.44845223786796323
33,0.82399174,11,0.8831651739181176,750,0.4504991109999159
34,0.83090219,23,0.8864439757678009,1250,0.5396892875669439
35,0.82955610,22,0.8887353940747392,1250,0.5497615803731981
36,0.83158813,23,0.8982494966691181,1250,0.5450162959315371
37,0.82973153,9,0.891782393435267,750,0.546895609382929
38,0.82979072,22,0.8947789467000057,750,0.546373106115494
39,0.83046219,9,0.9086613264838657,750,0.5534501902617959
40,0.83217537,9,0.7428624918994731,750,0.6558857516395906
41,0.83032422,13,0.7652819562741651,750,0.6199182779243464
42,0.83205429,13,0.7456592213222502,750,0.6678008244247604
43,0.83166090,13,0.746220149057528,750,0.6439367907985621
44,0.83285811,14,0.7783369009866296,1000,0.6240671674181217
45,0.83198331,13,0.7767095989488791,1000,0.6389216404957047
46,0.82436456,3,0.8257136111337302,1000,0.428894133916815
47,0.82545060,3,0.8288135817960622,1000,0.43154201398817565
48,0.82409135,4,0.8172606439383284,1000,0.42767231300251496
49,0.82521252,25,0.837715111324496,1000,0.4268633754613716
