trial,value,bagging_fraction,feature_fraction,lambda_l2,learning_rate,min_data_in_leaf,nrounds,num_leaves
0,0.90406589,0.6981768728538619,0.5221175697128353,0.4226602560874358,0.09306336610399224,14,900,19
1,0.90147365,0.5233155856150753,0.6681626618492473,0.3802266454285361,0.07855088675076084,8,1000,38
2,0.83171103,0.5077486377561826,0.9798560155593556,0.008625101930594209,0.05506887237419888,25,200,8
3,0.89371451,0.5601776342323309,0.5597649816661165,0.06864817342911642,0.24767684803298784,40,700,9
4,0.85394275,0.7549128770087623,0.23824791300681636,3.8623659109670267,0.03295404391390881,28,100,53
5,0.89748614,0.7431196963008715,0.25033717523886995,0.00395257827605175,0.2587390398850311,31,100,12
6,0.87376410,0.8640927276412158,0.7412019420237479,26.241315263099978,0.17092770170660188,20,500,51
7,0.87627090,0.8935896559666341,0.8018979050463706,3.2071802465583104,0.0976612135631166,30,800,52
8,0.82963103,0.7211450518113659,0.3171942016600389,0.3875411949000309,0.014304981245542712,29,600,62
9,0.86352054,0.966721947895732,0.42579698006388994,17.70849100096337,0.06023995749462911,35,900,19
10,0.86153036,0.8536868839168215,0.24310860933350328,0.5309999202048986,0.02447544599105174,22,200,54
11,0.89853521,0.7598798439753698,0.9780627287891308,1.146428155240781,0.1785221813662211,19,1000,36
12,0.91499767,0.9938751602043209,0.5824903195010853,0.011462485807664364,0.04315674903314918,9,600,56
13,0.85019655,0.7160365698622825,0.6231599899672255,0.33561876049123646,0.02470110977163087,25,1000,49
14,0.89867213,0.8951809242911908,0.6640245399556234,0.0031187215335218544,0.05951259358699849,20,900,36
15,0.89515788,0.6545921621481762,0.7026242233710646,0.001266681569496032,0.012326389417710826,2,500,37
16,0.87355782,0.5371317417406272,0.9914491572132408,0.0012229801842904905,0.010612966824680083,2,400,35
17,0.84521498,0.5002982875305663,0.9526908363927575,0.012715931492011038,0.014776534605184093,9,400,34
18,0.83618097,0.6206079144326949,0.9400531476819953,0.02220723704556943,0.011659960127884035,14,400,32
19,0.81587132,0.6105977849335786,0.9874047706427913,0.026875430903150973,0.012570833853497948,36,400,63
20,0.82038625,0.6577800689249368,0.3929528796799087,0.028845536031233077,0.011256272022562163,40,500,63
21,0.82244092,0.6265753749869519,0.3600147161807925,0.05477713308908149,0.010048038341825449,39,400,61
22,0.82177361,0.6422555076683043,0.3740468049629402,0.001108385056929938,0.01232205768645178,40,400,63
23,0.81595883,0.6431839960306226,0.400886849665674,0.07384858891985703,0.01640847235802025,40,400,61
24,0.82554637,0.6297141636572535,0.43437350054261825,0.05303162333307073,0.010034402625788972,40,300,63
25,0.81867690,0.6433100288339627,0.8091358786693988,0.0012181289614667619,0.018817259159512812,35,300,45
26,0.82325876,0.64226241833948,0.4531130358093015,0.0012085810544947885,0.01794728095339372,35,300,63
27,0.82192707,0.5795098347728768,0.48634330027774175,0.0808671040694939,0.018300774035583164,35,300,44
28,0.81934203,0.5754476539102721,0.8566962346100607,0.09632987196010177,0.01856811652843865,35,600,45
29,0.81355828,0.5721832481644509,0.8419059602667984,0.10370847452107522,0.017482591849399858,35,500,45
30,0.81526629,0.5720365644221371,0.8401756050712087,0.15478581070878988,0.01934246170938024,35,300,43
31,0.82334236,0.5785648696659876,0.8657025919349218,0.13068736237858475,0.025893360043687235,33,500,44
32,0.81638193,0.5772584221522044,0.8821937649752413,0.10878405269651116,0.02546062159494415,32,500,28
33,0.82099664,0.5759009033838535,0.8608924708947504,0.180574738971358,0.025572421414572187,32,500,29
34,0.82205150,0.5466085908299343,0.8767471880536621,0.176656501442783,0.026508626773582577,32,500,27
35,0.87809591,0.5472965519907756,0.7527445135219671,0.15286180063157628,0.030518374503382323,3,200,28
36,0.81924723,0.6813631275420446,0.7636636788321653,0.18086856483377123,0.014726534222783881,37,200,57
37,0.81992007,0.6786999843441349,0.7338373886001321,0.027016159237537803,0.01513884343769376,38,200,57
38,0.82097515,0.6882380911816296,0.7276122872024287,0.03410457723725128,0.015302487721772062,37,200,57
39,0.83294020,0.5385047808658386,0.7272201095140856,0.03023327286881011,0.03466744525934747,37,700,41
40,0.84138468,0.5368458617101394,0.9150544426467601,0.7676925438444966,0.0365046979755395,28,700,41
41,0.83207726,0.5338296351762112,0.92228991608547,1.2632679528883086,0.03712304234157716,27,400,40
42,0.84579801,0.6059724478931066,0.9214809148534789,0.8516263385576607,0.03667728343673308,27,700,41
43,0.82401035,0.6054200423482023,0.9243463011826367,0.6465368723256268,0.02118931307663068,27,300,47
44,0.82994665,0.606028757271508,0.8022628280929537,0.006409663143142236,0.021051032933471027,27,100,49
45,0.82696540,0.6030876821826843,0.8120402635141335,0.005698856408326783,0.020746696662962527,34,100,50
46,0.81898634,0.6051297651160825,0.9110587950171612,0.261936244651148,0.020377222274633153,33,600,23
47,0.82165299,0.5957799706195026,0.8243225093580916,0.33654543386264024,0.03051949235329489,33,600,21
48,0.82786063,0.5633856936707,0.29236006991379493,0.2852272963162152,0.03130252033488065,32,600,19
49,0.83629967,0.6684700388084258,0.6880679257614766,0.32216373559974504,0.03041685638226262,30,600,23
