trial,value,bagging_fraction,feature_fraction,lambda_l2,learning_rate,min_data_in_leaf,nrounds,num_leaves
0,0.72527192,0.6891169551176508,0.9562565929452291,1.0506844473324881,0.03256476019090126,16,1000,2
1,0.73824337,0.5481505552418995,0.9255818346930749,0.028430137877947542,0.15429541866640062,18,500,52
2,0.70513951,0.6772025495862337,0.9536476420285214,0.048455598817446495,0.014919067463438648,27,700,58
3,0.72140327,0.5547662362070644,0.7852507205163737,3.0900479644384307,0.019586950503285634,27,1000,24
4,0.71653841,0.9238554722371165,0.5774433986073675,15.890420690799656,0.152109973100837,14,700,27
5,0.70402932,0.802890049856033,0.9066357928448616,0.010048605170954298,0.010320395676952405,4,300,11
6,0.73881405,0.8451142905130301,0.5636074532347011,10.201609974538453,0.01865757272340541,2,300,29
7,0.77853946,0.8519508639645434,0.39914480575174993,0.0034290660419986647,0.012797626290619247,2,100,55
8,0.75148447,0.87400700928318,0.3483858761088069,0.0026679402670026563,0.11561612387499116,19,300,39
9,0.71627678,0.6714602261956042,0.6543085340785344,0.011983351608479702,0.01566894507210691,5,700,35
10,0.71846412,0.5965879283485906,0.5104841974266889,0.03556193825407736,0.01650932022284148,9,200,26
11,0.77223188,0.8839493304898534,0.4942632500836319,0.010895603053857431,0.2302699686406878,11,100,59
12,0.74143938,0.7431184536495312,0.4717925301566762,0.11116206006926678,0.019711924158547434,10,100,49
13,0.73932404,0.7346044499633468,0.7749568567958998,1.4216046004209237,0.016644226439534452,23,100,35
14,0.71629678,0.8296119651246462,0.8802760275845973,1.468331131491455,0.022509818973151848,37,1000,47
15,0.73246022,0.9889625492418274,0.27402199925180937,0.41293184576289377,0.062436511710799746,40,600,3
16,0.73082070,0.7457813995706525,0.8053492984257373,0.21729571657122992,0.010157883749523618,40,700,2
17,0.74210801,0.7305663171402978,0.7823663045068484,0.2128448901373378,0.041577778522997086,39,700,2
18,0.71556216,0.9871803738811233,0.8069415436845223,0.20996986859030412,0.039899804980594644,39,700,7
19,0.71553834,0.6539822194820373,0.8136685424721364,0.14266944635875659,0.010493499918681459,33,800,15
20,0.72950460,0.6370162018843228,0.8592639883006243,0.0012067348049584774,0.038417896752848825,32,800,16
21,0.72221840,0.6309711152943539,0.8873471167498808,0.001147043758702728,0.03032719094046628,32,500,14
22,0.71112984,0.7999766929070026,0.9982139685469371,0.01247370843376907,0.010628565950607367,33,900,43
23,0.70585869,0.7989469833584524,0.9999463820599372,0.012318994961941707,0.028160376340771384,24,400,40
24,0.71583920,0.792265771728699,0.9987878720773536,0.01945829796922439,0.02416795130712957,6,500,43
25,0.70015549,0.8105421813878096,0.6974725709606051,0.01594556801478253,0.013651043084148958,25,400,63
26,0.72242759,0.508184204423123,0.6820950665997318,0.0423234662758369,0.012992345622740752,30,800,14
27,0.69953453,0.7951166518422712,0.7065508989408782,0.015577137066153716,0.01328134214677692,24,400,59
28,0.70188751,0.7977724938549187,0.6678577127762717,0.03933786709105708,0.013837569779120625,26,400,63
29,0.71118947,0.8033863152677744,0.6959167474215432,0.009672916595995262,0.01362952991834451,6,400,63
30,0.70173918,0.7905728770870869,0.664083876704999,0.0060677853103064385,0.013284246001071053,23,400,59
31,0.70509267,0.7866130690618552,0.6931144621971529,0.0041600673328197535,0.02314173512805678,20,400,62
32,0.71591600,0.917935528648638,0.6426108919756369,0.004676115760774418,0.05242064423644771,23,400,61
33,0.71195954,0.9134698130664402,0.6889210412299294,0.00443685575763591,0.0241531131993245,22,500,63
34,0.72597650,0.9428145266768169,0.697902127099912,0.003718971479443174,0.05701665248108955,21,500,62
35,0.70881341,0.7090301298965548,0.7318377035709106,0.005209600890789934,0.02247211293659421,19,500,54
36,0.70036424,0.771315477907596,0.7191935511968855,0.02199529336875319,0.013505912439022395,26,500,63
37,0.69769343,0.7748387906330678,0.7311384346867867,0.022861130067925617,0.013399523112710131,27,400,55
38,0.70490602,0.7134343829468472,0.7365777335649613,0.02222157210187806,0.012817436138737221,16,500,54
39,0.71505174,0.7606466944967207,0.6029668674881866,0.022899184171775673,0.013692178998380647,16,200,56
40,0.70936932,0.7086295217262375,0.5777108100771371,0.08548059753499715,0.01245084623321836,16,600,55
41,0.70683937,0.7645551713649527,0.5999160741234715,0.02414153564211891,0.012196633786547884,15,600,57
42,0.70775397,0.7081133096965392,0.5921460753796796,0.06046978665535423,0.01881921911006443,29,600,51
43,0.69972099,0.7694279524000708,0.6098862031538133,0.08490292045642335,0.018029787975799322,29,600,51
44,0.70610627,0.6983236496884209,0.6110103517388148,0.07008755956175175,0.018185278864457477,29,600,52
45,0.69788624,0.8532575033967305,0.7397306729940382,37.180157332638245,0.01169655902282505,26,600,53
46,0.70491978,0.7701243326124667,0.7364763975337278,0.02417973812715387,0.011976869667261976,25,300,58
47,0.70083541,0.8361292924093157,0.743353007329312,0.09011640756486482,0.012128586688716362,26,300,59
48,0.70888193,0.767251311561719,0.5405851551916282,0.0673542673052171,0.011361566648554441,25,300,57
49,0.70862495,0.8322781881374359,0.537613605595074,0.002218343601169792,0.011339361672575729,26,300,58
