trial,value,min_node_size,mtry_frac,num_trees,sample_fraction
0,0.64689591,3,0.8679266145867758,250,0.6783553692724122
1,0.64505151,8,0.6495851140414186,1250,0.576448064318947
2,0.64554558,11,0.674311933508401,750,0.8742885827157658
3,0.64547544,2,0.6813615863870848,1500,0.9224075136485168
4,0.64828223,11,0.9553502181429985,1000,0.7963093141706612
5,0.69429137,14,0.18791899192252054,1250,0.7414491686183006
6,0.64652590,14,0.970842705590177,250,0.620220607744299
7,0.74568247,19,0.08357486814634077,750,0.6283488795907349
8,0.72211491,29,0.12707434940299067,250,0.7068969345058533
9,0.64428349,30,0.7644622003377398,1250,0.6641914150471816
10,0.64805808,6,0.5436514911381497,250,0.7712034987639451
11,0.64817015,16,0.5901836691613357,1000,0.5579114715287117
12,0.64651812,19,0.5712592338225494,1250,0.9520367477537462
13,0.65950543,26,0.39768787359519464,1000,0.6691972120586325
14,0.65457925,24,0.5449255015995067,500,0.5180410413295633
15,0.68535031,22,0.33491153956836694,1500,0.401238916687118
16,0.65000627,23,0.7547743993979004,1500,0.4011733381692012
17,0.64786584,23,0.7680905564874903,1500,0.4232925652230047
18,0.64755409,21,0.7821847352158767,1500,0.4130395971757151
19,0.64526343,30,0.7734076176502375,1500,0.9463245747232849
20,0.64672189,7,0.7507214885312439,1250,0.9460040983541854
21,0.64446359,1,0.7747728737362131,1250,0.5239903784096188
22,0.66028210,6,0.4196608671526944,1250,0.5055945449926247
23,0.66287309,2,0.37315454502558654,1250,0.5382555302527426
24,0.64358462,1,0.6671869474373003,1250,0.5774298096805563
25,0.64401491,8,0.6368541343342679,1250,0.8491982885125599
26,0.64413076,30,0.6798097869052883,1250,0.9492156039613318
27,0.64739815,30,0.8414964154712573,1250,0.9986672774473572
28,0.64430442,30,0.8687408360169209,1000,0.8675326663812646
29,0.64551601,10,0.884486381846284,1000,0.5942301492474606
30,0.64499334,27,0.8586875263745761,1000,0.8461039598669756
31,0.64962701,26,0.883873825468589,1000,0.9987370807997621
32,0.64695729,4,0.49220378583697866,1000,0.8509223381631432
33,0.64511843,9,0.6402833119927382,1000,0.8559921609741343
34,0.64917549,4,0.4789696625535843,750,0.8353928149275576
35,0.64736924,4,0.4813440817312329,750,0.8425482580127927
36,0.64730114,4,0.481314036170335,1250,0.6803449568275155
37,0.65390432,4,0.4973494345269033,1250,0.47908868338709687
38,0.64531143,4,0.6469196943650294,1250,0.68444062245155
39,0.64412208,9,0.6397282502571543,1250,0.9117091454079869
40,0.65168973,28,0.6457335128308878,1250,0.4702683019730386
41,0.64314590,28,0.6972346347914447,1250,0.8955442458055727
42,0.64228545,28,0.6900662729413346,1250,0.9031875814810513
43,0.64207957,13,0.7108070852395458,1500,0.9041761589530992
44,0.64409274,13,0.6742266663682012,1500,0.8043338538471781
45,0.64364227,14,0.7032325284146705,1500,0.8983911377171138
46,0.64339742,13,0.6955027637149365,1500,0.8958692731737926
47,0.64399747,12,0.7117531261665189,1500,0.7933844024262305
48,0.64310937,13,0.712312122104779,1500,0.894281312945802
49,0.64484745,13,0.7075739426722752,1500,0.8078831986946092
