trial,value,min_node_size,mtry_frac,num_trees,sample_fraction
0,0.69852276,16,0.7378047764471846,750,0.905372873336129
1,0.78554641,7,0.09607449273349819,1000,0.8353033589503924
2,0.70518996,12,0.5705714751789926,500,0.5895475977833884
3,0.74120718,4,0.21153783984117613,250,0.9248956841264129
4,0.80727492,21,0.05987738966819876,1500,0.9874707793462083
5,0.70374384,20,0.7986569995692926,250,0.5308677239017847
6,0.72643932,12,0.272318635280911,1250,0.9817120287305937
7,0.78456790,23,0.1631428249796996,750,0.41348620021447885
8,0.70978309,29,0.4572008401809829,1500,0.8963914375978792
9,0.69779665,12,0.7348189083747781,1000,0.5636754334889327
10,0.71371897,14,0.414852200421093,500,0.6888945529330839
11,0.75152938,23,0.17399529457439175,250,0.9782904446496691
12,0.70448290,24,0.9743651777692481,1000,0.9921194127081969
13,0.72947180,2,0.33922023081629465,750,0.507813426243115
14,0.70087180,1,0.9634742532319442,500,0.7032424752639734
15,0.70154575,29,0.93447218563895,1500,0.774392420341786
16,0.70280707,17,0.9016730384231935,750,0.41548042454145956
17,0.70033598,15,0.9452989974828574,1000,0.7572722798870486
18,0.69941073,16,0.9456013412481947,1000,0.7499646118139425
19,0.69699523,8,0.710446105866021,1000,0.7482452608420123
20,0.69989270,9,0.6867747301666276,1000,0.7433806415943971
21,0.69880811,8,0.6828136684816504,1000,0.6909321085449849
22,0.69845390,6,0.6869033129831266,1250,0.7008226118983611
23,0.69826878,9,0.7029230989621522,1250,0.6436244294784772
24,0.70052392,8,0.6785195623444102,1250,0.6212333645378867
25,0.69938064,7,0.641639475006039,1250,0.621736056675937
26,0.69937088,8,0.6989145433180275,1250,0.6251021082051698
27,0.69810638,11,0.7880522873952266,1250,0.6008850800568086
28,0.70341143,5,0.5701790078906572,1250,0.5978572267029517
29,0.70101497,5,0.5845857852806751,1250,0.614136726078126
30,0.70390566,11,0.5722401697734929,1250,0.6250925502955993
31,0.69889716,10,0.8210766419402404,1250,0.551651474617596
32,0.69768574,11,0.8224163111669541,1250,0.5543895452425032
33,0.70120744,13,0.8104043892996491,750,0.5167907339217149
34,0.70120125,18,0.8372740034895819,750,0.5303264414324926
35,0.69960632,13,0.8036848497680813,750,0.5337450332321882
36,0.69818023,10,0.8047430441868153,750,0.5335971154461442
37,0.69869512,14,0.8293893862857901,750,0.6651257081319509
38,0.70074164,10,0.7691763719882448,1000,0.4553835403954501
39,0.70231592,10,0.7525036978746357,1000,0.46060987469491177
40,0.69887201,10,0.7460794938640091,1000,0.8115312144111928
41,0.70011815,11,0.8658650337701025,1000,0.4601896602632111
42,0.70200870,14,0.7590449146578759,1500,0.4677563405715424
43,0.69807253,3,0.852067797716732,1500,0.5804508409792111
44,0.69874818,3,0.8886054958964809,1500,0.5734311589549062
45,0.70857181,3,0.4988674091230851,1500,0.5739247147732769
46,0.70403875,12,0.6230463878649712,1500,0.5735476375362525
47,0.69773446,12,0.8848397496063694,500,0.5756185296087621
48,0.69761953,12,0.8924013191904729,500,0.5574477205608256
49,0.69756658,12,0.8799012663043746,500,0.5766488154990712
