trial,value,colsample_bytree,learning_rate,max_depth,min_child_weight,nrounds,reg_lambda,subsample
0,0.79110576,0.6993461993019152,0.07798089682595985,1,15.56050400102336,800,0.001023663532151796,0.6411996563315374
1,0.81497069,0.29942589558428256,0.029191982329031634,7,1.468758262061232,300,0.16425223020319965,0.7475439228734725
2,0.82041079,0.7408375184475526,0.19161503346780198,5,6.453227135261947,900,0.45457919275017256,0.5389347330461329
3,0.75697491,0.5947124516372331,0.0620263354840007,4,18.93936173385968,100,1.1968268579373982,0.9820288484162842
4,0.82173407,0.7119020678076697,0.26282481162619803,7,1.6009050998865195,100,0.17148609525237374,0.5275469686365231
5,0.74800832,0.7847394219357093,0.014790492524253813,2,10.713722907439667,300,0.7937108978180353,0.9015231776863093
6,0.74831390,0.8681877638092654,0.015029528828788562,5,11.364097055738455,900,0.15644314593990624,0.5375318344347283
7,0.77315401,0.4594320255791319,0.04319921181554241,5,16.2304132335428,800,1.2013394146150214,0.9204412991493408
8,0.77756501,0.9969297932339898,0.056533902353657725,1,19.217611452633392,600,1.0087018236393996,0.9598754778249715
9,0.74334089,0.9029228008622043,0.013439146077853755,7,12.904279309130477,600,0.0017698683031041164,0.5067327926536473
10,0.75879036,0.6195200656492275,0.024630637208398514,3,12.161755213839056,100,0.037435000985401444,0.9121859560378103
11,0.77255095,0.44929299829152003,0.02635373461478382,1,16.925315224823414,700,1.969109334979536,0.6740393385095365
12,0.75767014,0.9319602286216107,0.05510428066003275,6,8.276080228843743,500,9.104296988257081,0.6352296663762579
13,0.78476796,0.6029301193515735,0.17985403377264836,3,16.360299738428434,500,0.2659191995564711,0.9491479499826594
14,0.78406881,0.5545502770498747,0.06208380095522776,1,17.24804365347614,700,0.4795404811520267,0.6262411429091916
15,0.76342121,0.9599421291382578,0.011730861486601149,8,9.891152656687039,500,48.624088563419214,0.8249888169215379
16,0.76161847,0.9171955529350401,0.010052872766693883,3,10.437480353401753,400,30.747161179357917,0.8061909167635805
17,0.77705813,0.9025985464833426,0.010657424350271116,3,10.755713656524321,300,35.6550789234084,0.8355581006973969
18,0.74990347,0.9089183676434084,0.010420737830274316,8,10.489637692050243,1000,34.88370667085324,0.8240332186012244
19,0.76358105,0.8818431542480369,0.010006341063141532,8,10.439725395123007,400,22.03503867226953,0.7912581565177159
20,0.74862761,0.8234074093046384,0.014047370752642988,8,8.518318642966069,300,0.004805014460661032,0.8486873792828996
21,0.74653387,0.8091259535089157,0.016910235768946607,8,7.581268430855822,300,0.002457478708435145,0.7232759609730213
22,0.74880961,0.8228710856564216,0.018166013704340574,8,13.37168550516702,300,0.0011081590196635204,0.7267950801197531
23,0.75910110,0.7783982380519945,0.015910945407393563,8,13.644841590518793,1000,0.001800835570633278,0.7275770641861872
24,0.75073107,0.8014723410581771,0.01796843998075068,2,13.592606324235543,1000,0.00262459435230609,0.7288862200788676
25,0.74840410,0.7735369916089255,0.01830110518320811,2,5.951931383044454,1000,0.010485842063528728,0.8659025595094483
