trial,value,min_node_size,mtry_frac,num_trees,sample_fraction
0,0.79854360,11,0.2640428687298431,750,0.6243847198738663
1,0.79758471,21,0.3482609951173596,1500,0.47182584173701
2,0.76860112,22,0.5358880689730873,1250,0.7527236858479693
3,0.76284388,22,0.7212750632230432,750,0.5532864134371533
4,0.88469302,4,0.022726773819925574,1000,0.8542424834057947
5,0.83055114,10,0.1708452357029121,1500,0.46110004775324775
6,0.76454974,16,0.6786539692907619,250,0.5155569416406168
7,0.77874884,23,0.4227540452088003,500,0.8260911732585754
8,0.79116511,16,0.32781537011588063,750,0.677976926832792
9,0.77961145,4,0.37845291253811003,500,0.5972529648222655
10,0.75563044,5,0.7867100999259309,500,0.8426764695889954
11,0.75643253,23,0.9092650540300837,1000,0.746013986340143
12,0.75930035,18,0.6784201304025625,1500,0.9201098547540794
13,0.75591760,3,0.8777336349112704,750,0.955076821476636
14,0.76090561,28,0.7946151529514953,1250,0.902095860122066
15,0.76420098,30,0.9591402415596649,250,0.9076163805396747
16,0.76420800,30,0.9629930560867694,250,0.9810890572094643
17,0.76301137,30,0.8203492254305293,750,0.9628038244827629
18,0.75482856,8,0.7492457835664685,750,0.739024303419069
19,0.75334805,1,0.8091072698606432,1000,0.7262835793479039
20,0.75168886,1,0.8334990287520723,1000,0.7401654863677083
21,0.75260192,1,0.8473547515993655,1000,0.7437512154330537
22,0.75198247,1,0.8658504576718333,1000,0.7404522125752727
23,0.76131463,1,0.5560639768212565,500,0.7651442161864833
24,0.76347577,8,0.510593292707562,500,0.7601971016525051
25,0.76290756,8,0.5959890113655499,1000,0.6947424024030777
26,0.75088509,6,0.8261553054834254,1000,0.8324314550766653
27,0.75404627,7,0.7611910975150434,1000,0.6825676235993537
28,0.75466111,6,0.7673056570657733,1000,0.840063795264185
29,0.75257506,1,0.7454297888665987,1250,0.6719125020725408
30,0.75053489,1,0.8779286248469387,1250,0.654984290151241
31,0.75184931,1,0.8815679204005622,1250,0.6756899574922562
32,0.75590812,6,0.6398354887997642,1250,0.8176248335992705
33,0.75957991,13,0.6556788055077382,1250,0.7901477990971632
34,0.75390889,13,0.9992996809462829,1250,0.8009332692604413
35,0.75207354,11,0.9080202181725453,1250,0.6291661856117464
36,0.74986418,2,0.9947463064376839,1250,0.641407814129455
37,0.74964698,2,0.9998918082651989,1250,0.6479167397582799
38,0.74893154,3,0.9969475016976399,1250,0.6350609447313048
39,0.74944226,3,0.997674469818797,1250,0.6388008846437941
40,0.75045099,3,0.9127143561561416,1500,0.6266274623103057
41,0.75535308,4,0.9228366170114164,1500,0.4026575279689593
42,0.75147663,3,0.9945848312809928,1500,0.5534991343824496
43,0.74987675,3,0.9969784662170601,1500,0.6309158627130507
44,0.75097956,3,0.9834176839077863,1500,0.5667077410764566
45,0.75008995,3,0.9929729087725453,1500,0.5971319935539631
46,0.75088768,3,0.9955085361816786,1500,0.597380552739508
47,0.75134087,3,0.9882542517315738,1500,0.5718232806177425
48,0.75041149,3,0.9575360284595917,1500,0.5863674520661103
49,0.75147423,3,0.929659038026891,1500,0.5989434921750898
