trial,value,bagging_fraction,feature_fraction,lambda_l2,learning_rate,min_data_in_leaf,nrounds,num_leaves
0,0.66822302,0.6370175901671474,0.6331322712895215,38.63591373136436,0.08708977967722467,38,600,38
1,0.64400615,0.5675684892377755,0.8836404328690808,4.437144371643037,0.012805005118829017,31,300,52
2,0.64930074,0.5843319052016455,0.8627996469774242,0.026432677406491776,0.046757654905196205,35,300,4
3,0.64672198,0.6657483801580382,0.9694352015069245,0.10958163445350401,0.10026810993278565,28,100,7
4,0.68161104,0.9559865019305046,0.7392601914542949,27.927983745730852,0.2963796682706638,26,1000,11
5,0.69940856,0.9640879862661247,0.880837021346818,0.0024104748627331455,0.26846079365503256,38,800,60
6,0.64837173,0.7926566549929766,0.8845144597120194,0.007962480813857755,0.015814156296179938,29,200,16
7,0.69593053,0.9504378563901014,0.22285794047361912,18.163002695305245,0.09431942080529024,33,900,20
8,0.68714469,0.825317728416958,0.36259725635105006,7.998280413547248,0.08692485776968227,18,800,4
9,0.65309082,0.7243699615701352,0.599192400798902,0.0012325045938042921,0.04257238039362894,38,400,25
10,0.64417956,0.6992603783473001,0.4995503499306406,0.020706801097671236,0.014782664243000749,35,400,46
11,0.65953403,0.9116814721004727,0.8059058736698501,0.3603794404802448,0.031605188534170554,22,300,53
12,0.65659156,0.6431569457270458,0.5405288402455655,0.1507857307444316,0.020894942981153176,37,700,37
13,0.70470629,0.7519314059844111,0.7592785148800985,0.15041345655577842,0.28913288973007,28,200,22
14,0.64558298,0.6970987891272872,0.750737934219939,0.1627462071136448,0.017728901458374514,26,600,49
15,0.70647396,0.5196437736865889,0.2099928055272186,1.6805782291084057,0.011062172259973652,6,700,63
16,0.65224272,0.5310283170334434,0.4242932268842903,1.8885689404657766,0.010243646750891516,20,500,61
17,0.66444040,0.5177128361697048,0.4579022795300773,1.1348747282372946,0.010084205491541744,5,500,58
18,0.67202813,0.5228788666877311,0.45237431558801394,1.7345477802747291,0.010134944761090971,2,500,47
19,0.66749782,0.5355498693169326,0.4459173275097131,1.881294300571296,0.011113604506033038,9,500,45
20,0.67102643,0.5096225278793695,0.4549192058200564,1.7796772323931784,0.010202127607138543,4,500,42
21,0.64811205,0.5000069825684853,0.9984398833867305,1.3203236406213728,0.010205470100261125,4,400,41
22,0.66332557,0.5894167063281276,0.42549135681153527,1.6156110807221291,0.024324767277054453,16,400,42
23,0.64502292,0.5875587333870768,0.9934324976657506,0.016959925035008133,0.027120997848090248,32,400,33
24,0.68182335,0.5970673557916838,0.9888830673761895,0.019786862412369155,0.014970929598656563,32,100,30
25,0.72316353,0.8457888459861107,0.3166999552073323,0.024496383484262432,0.015747604998771772,32,100,31
26,0.64652050,0.713408282148892,0.7160992780728089,0.0334627106855672,0.01712420308127975,24,400,50
27,0.64399268,0.684000166041747,0.9489600712190365,0.03521239076020952,0.028928807667527628,33,300,31
28,0.64093731,0.6042189994015128,0.9484722724858861,0.004366842650517426,0.028301502385640474,23,300,53
29,0.64951834,0.5683971057421506,0.9343331300573354,0.006557699761061901,0.02907734547633489,40,300,53
30,0.64366706,0.7574818484697878,0.6807673103672853,0.004901221022975874,0.036669057601506884,40,300,53
31,0.64468733,0.759947191527386,0.9235951773426183,0.005468625821179695,0.0392506583279752,34,300,50
32,0.64729921,0.6305303586088913,0.9147789643870456,0.006246422559038192,0.04103145568824457,16,200,55
33,0.65001692,0.6272188665739636,0.9204465317878369,0.0055066442545540426,0.03772971675008123,17,200,54
34,0.65416197,0.6329513889082348,0.825555485866204,0.00363414099554122,0.03878369624534836,14,200,56
35,0.64702088,0.7720306228003451,0.6607451133227674,0.003843962261577844,0.054331976260495164,35,200,55
36,0.64466349,0.6265180322047953,0.6573869631634058,0.003687828249218099,0.0377052625239583,30,200,55
37,0.65319715,0.62499286272112,0.6788283000562989,0.0010627420708110547,0.06233964900620731,40,200,56
38,0.65278735,0.6345975627695764,0.8132346071160482,0.05710490306145307,0.06111407879855564,40,200,56
39,0.65142326,0.6642300347544778,0.8308700755056952,0.0016462679843158013,0.054742607964816545,40,300,36
40,0.65164074,0.6642599477305344,0.8306407528864329,0.05524503236198878,0.053034275402349944,40,300,38
41,0.65661842,0.6625249711497576,0.8199806511729063,0.057951449030403744,0.06270189658340239,25,300,38
42,0.65377309,0.6746622078302269,0.8357481884794508,0.05785662573716279,0.0598174769878198,40,300,11
43,0.70308841,0.6829779316159618,0.8508380396906164,0.053645360224854804,0.19166682515106803,37,300,36
44,0.64161730,0.66729148386438,0.8631879267725902,0.011591161662181625,0.02193880933133113,37,300,13
45,0.68700375,0.676643623472742,0.8684701052689732,0.011510866444947691,0.12237991476557063,26,300,12
46,0.64676056,0.6921718412943568,0.5649373894554653,0.009734672180807931,0.01319271384452,36,300,45
47,0.64669215,0.8096898640784799,0.5848818116121073,0.010386599974660526,0.020275202050979154,35,400,46
48,0.66045329,0.7326874608270709,0.5680270333342443,46.012502277456186,0.012990521992060241,35,400,46
49,0.64888016,0.7309438552210152,0.581219993086362,4.173085475319242,0.02139733869482651,30,400,45
