unit,method,metric,response,category,n,median_dRMSE,pct_sites_improved,p_onesided_wilcoxon,q_BH,sig
M5vsM6_anom_12m,equal_width,Relative Mortality,WUE,High,7,0.01725,42.9,0.6637,0.7175,ns
M5vsM6_anom_12m,equal_width,Relative Mortality,uWUE,High,7,-0.01421,57.1,0.6637,0.7175,ns
M5vsM6_anom_12m,equal_width,Relative Disturbance,ETmax,Mid,27,-0.00013,51.9,0.6272,0.7168,ns
M5vsM6_anom_12m,equal_width,Relative Disturbance,GPPsat,Mid,27,-0.01145,51.9,0.3371,0.6056,ns
M5vsM6_anom_12m,equal_width,Relative Disturbance,NEPmax,Mid,27,-0.2784,55.6,0.2392,0.6056,ns
M5vsM6_anom_12m,equal_width,Relative Disturbance,WUE,Mid,27,-0.00904,55.6,0.4761,0.6056,ns
M5vsM6_anom_12m,equal_width,Relative Disturbance,uWUE,Mid,27,0.00944,44.4,0.5903,0.6944,ns
M5vsM6_anom_12m,equal_width,Relative Disturbance,ETmax,High,9,0.00059,44.4,0.4064,0.6056,ns
M5vsM6_anom_12m,equal_width,Relative Disturbance,GPPsat,High,9,-0.70192,55.6,0.4064,0.6056,ns
M5vsM6_anom_12m,equal_width,Relative Disturbance,NEPmax,High,9,-1.09169,55.6,0.2768,0.6056,ns
M5vsM6_anom_12m,equal_width,Relative Disturbance,WUE,High,9,-0.02313,55.6,0.3178,0.6056,ns
M5vsM6_anom_12m,equal_width,Relative Disturbance,uWUE,High,9,-0.03802,66.7,0.4528,0.6056,ns
M5vsM6_anom_12m,equal_width,Relative Disturbance,ETmax,Low,29,0,48.3,0.4741,0.6056,ns
M5vsM6_anom_12m,equal_width,Relative Disturbance,GPPsat,Low,29,-0.11913,55.2,0.2583,0.6056,ns
M5vsM6_anom_12m,equal_width,Relative Disturbance,NEPmax,Low,29,-0.65138,62.1,0.1547,0.6056,ns
M5vsM6_anom_12m,equal_width,Relative Disturbance,WUE,Low,29,0.01344,48.3,0.3327,0.6056,ns
M5vsM6_anom_12m,equal_width,Relative Disturbance,uWUE,Low,29,-0.00099,51.7,0.2311,0.6056,ns
M5vsM6_anom_12m,natural_breaks,Absolute Mortality,ETmax,High,14,0.00036,42.9,0.475,0.5937,ns
M5vsM6_anom_12m,natural_breaks,Absolute Mortality,GPPsat,High,14,-0.25301,50,0.3078,0.5311,ns
M5vsM6_anom_12m,natural_breaks,Absolute Mortality,NEPmax,High,14,-1.02597,57.1,0.1046,0.5311,ns
M5vsM6_anom_12m,natural_breaks,Absolute Mortality,WUE,High,14,0.0041,50,0.475,0.5937,ns
M5vsM6_anom_12m,natural_breaks,Absolute Mortality,uWUE,High,14,-0.04249,64.3,0.3078,0.5311,ns
M5vsM6_anom_12m,natural_breaks,Absolute Mortality,ETmax,Mid,32,-0.00136,62.5,0.2842,0.5311,ns
M5vsM6_anom_12m,natural_breaks,Absolute Mortality,GPPsat,Mid,32,-0.2804,59.4,0.1213,0.5311,ns
M5vsM6_anom_12m,natural_breaks,Absolute Mortality,NEPmax,Mid,32,-0.55606,59.4,0.137,0.5311,ns
M5vsM6_anom_12m,natural_breaks,Absolute Mortality,WUE,Mid,32,-0.00686,53.1,0.459,0.5937,ns
M5vsM6_anom_12m,natural_breaks,Absolute Mortality,uWUE,Mid,32,0.0102,43.8,0.6562,0.7571,ns
M5vsM6_anom_12m,natural_breaks,Absolute Mortality,ETmax,Low,19,0.00131,31.6,0.8569,0.8764,ns
M5vsM6_anom_12m,natural_breaks,Absolute Mortality,GPPsat,Low,19,0.04902,47.4,0.6782,0.763,ns
M5vsM6_anom_12m,natural_breaks,Absolute Mortality,NEPmax,Low,19,-0.29856,57.9,0.4599,0.5937,ns
M5vsM6_anom_12m,natural_breaks,Absolute Mortality,WUE,Low,19,-0.00053,52.6,0.2406,0.5311,ns
M5vsM6_anom_12m,natural_breaks,Absolute Mortality,uWUE,Low,19,-0.00099,52.6,0.1826,0.5311,ns
M5vsM6_anom_12m,natural_breaks,Relative Mortality,ETmax,High,23,-0.00139,52.2,0.2868,0.5311,ns
M5vsM6_anom_12m,natural_breaks,Relative Mortality,GPPsat,High,23,0.08951,47.8,0.3187,0.5311,ns
