response,window_memory,pair,n_sites,median_RMSE_withoutD,median_RMSE_withD,delta_pct,pct_sites_improved,p_onesided_wilcoxon,q_BH,sig
ETmax,Anomaly / 12m,C vs C+D,112,0.0352,0.0368,-1.47,55.4,0.1372,0.392, ns
ETmax,Anomaly / 12m,C+M vs C+M+D,112,0.0361,0.0388,-0.38,50.9,0.2563,0.4184, ns
ETmax,Anomaly / 12m,C+T vs C+T+D,112,0.0349,0.0341,-0.49,53.6,0.2086,0.4184, ns
ETmax,Anomaly / 12m,C+T+M vs C+T+D+M,112,0.0329,0.0345,0.8,46.4,0.5913,0.7391, ns
ETmax,Anomaly / 24m,C vs C+D,112,0.0357,0.0376,-1.05,52.7,0.2353,0.4184, ns
ETmax,Anomaly / 24m,C+M vs C+M+D,112,0.0354,0.0383,-0.45,50.9,0.436,0.5626, ns
ETmax,Anomaly / 24m,C+T vs C+T+D,112,0.0316,0.0339,1,43.8,0.7119,0.8009, ns
ETmax,Anomaly / 24m,C+T+M vs C+T+D+M,112,0.0327,0.0344,0.69,43.8,0.6594,0.7937, ns
ETmax,Raw-lag / 12m,C vs C+D,112,0.0352,0.0368,-1.47,55.4,0.1372,0.392, ns
ETmax,Raw-lag / 12m,C+M vs C+M+D,112,0.028,0.0266,0.55,50,0.8013,0.8325, ns
ETmax,Raw-lag / 12m,C+T vs C+T+D,112,0.0349,0.0341,-0.49,53.6,0.2086,0.4184, ns
ETmax,Raw-lag / 12m,C+T+M vs C+T+D+M,112,0.0265,0.0282,1.67,43.8,0.9844,0.9851, ns
ETmax,Raw-lag / 24m,C vs C+D,112,0.0357,0.0376,-1.05,52.7,0.2353,0.4184, ns
ETmax,Raw-lag / 24m,C+M vs C+M+D,112,0.0257,0.0254,-1.05,53.6,0.3248,0.464, ns
ETmax,Raw-lag / 24m,C+T vs C+T+D,112,0.0316,0.0339,1,43.8,0.7119,0.8009, ns
ETmax,Raw-lag / 24m,C+T+M vs C+T+D+M,112,0.0264,0.0267,0.19,49.1,0.7673,0.8151, ns
GPPsat,Anomaly / 12m,C vs C+D,112,5.8148,5.339,-10.31,62.5,0.0002229,0.0009908,***
GPPsat,Anomaly / 12m,C+M vs C+M+D,112,5.9261,5.3989,-11.54,64.3,0.0001655,0.0008828,***
GPPsat,Anomaly / 12m,C+T vs C+T+D,112,5.4529,4.8742,-9.02,67.9,3.96e-05,0.0004425,***
GPPsat,Anomaly / 12m,C+T+M vs C+T+D+M,112,5.3177,4.8335,-7.83,67.9,3.772e-05,0.0004425,***
GPPsat,Anomaly / 24m,C vs C+D,112,5.5932,5.492,-9.72,64.3,0.0001619,0.0008828,***
GPPsat,Anomaly / 24m,C+M vs C+M+D,112,5.7467,5.4215,-10.51,65.2,0.0002088,0.0009908,***
GPPsat,Anomaly / 24m,C+T vs C+T+D,112,5.2217,4.9458,-6.62,67,8.863e-05,0.0005978,***
GPPsat,Anomaly / 24m,C+T+M vs C+T+D+M,112,5.258,4.8365,-5.9,65.2,8.966e-05,0.0005978,***
GPPsat,Raw-lag / 12m,C vs C+D,112,5.8148,5.339,-10.31,62.5,0.0002229,0.0009908,***
GPPsat,Raw-lag / 12m,C+M vs C+M+D,112,3.3742,3.2153,-1.22,58,0.03841,0.1229, ns
GPPsat,Raw-lag / 12m,C+T vs C+T+D,112,5.4529,4.8742,-9.02,67.9,3.96e-05,0.0004425,***
GPPsat,Raw-lag / 12m,C+T+M vs C+T+D+M,112,3.4104,3.1637,-0.93,58,0.2086,0.4184, ns
GPPsat,Raw-lag / 24m,C vs C+D,112,5.5932,5.492,-9.72,64.3,0.0001619,0.0008828,***
GPPsat,Raw-lag / 24m,C+M vs C+M+D,112,3.2095,3.0708,0.55,47.3,0.7744,0.8151, ns
GPPsat,Raw-lag / 24m,C+T vs C+T+D,112,5.2217,4.9458,-6.62,67,8.863e-05,0.0005978,***
GPPsat,Raw-lag / 24m,C+T+M vs C+T+D+M,112,3.1063,2.9463,-0.48,52.7,0.2931,0.4322, ns
NEPmax,Anomaly / 12m,C vs C+D,112,4.7227,4.6651,-11.52,59.8,0.000915,0.003486,**
NEPmax,Anomaly / 12m,C+M vs C+M+D,112,4.9807,4.5873,-13.77,62.5,0.000915,0.003486,**
NEPmax,Anomaly / 12m,C+T vs C+T+D,112,4.9197,4.4238,-12.17,68.8,4.935e-06,0.0001974,***
NEPmax,Anomaly / 12m,C+T+M vs C+T+D+M,112,4.8446,4.47,-11.92,69.6,1.103e-05,0.0002942,***
NEPmax,Anomaly / 24m,C vs C+D,112,4.5949,4.8148,-16.31,58.9,0.001039,0.003615,**
NEPmax,Anomaly / 24m,C+M vs C+M+D,112,4.5493,4.7235,-14.9,60.7,0.001213,0.004045,**
NEPmax,Anomaly / 24m,C+T vs C+T+D,112,4.6853,4.3069,-11.25,68.8,4.978e-05,0.0004425,***
NEPmax,Anomaly / 24m,C+T+M vs C+T+D+M,112,4.7407,4.3926,-10.65,65.2,3.682e-05,0.0004425,***
NEPmax,Raw-lag / 12m,C vs C+D,112,4.7227,4.6651,-11.52,59.8,0.000915,0.003486,**
NEPmax,Raw-lag / 12m,C+M vs C+M+D,112,2.5433,2.5779,1.97,45.5,0.5822,0.7391, ns
NEPmax,Raw-lag / 12m,C+T vs C+T+D,112,4.9197,4.4238,-12.17,68.8,4.935e-06,0.0001974,***
NEPmax,Raw-lag / 12m,C+T+M vs C+T+D+M,112,2.4494,2.5883,2.37,40.2,0.9851,0.9851, ns
NEPmax,Raw-lag / 24m,C vs C+D,112,4.5949,4.8148,-16.31,58.9,0.001039,0.003615,**
NEPmax,Raw-lag / 24m,C+M vs C+M+D,112,2.4059,2.3139,-0.17,52.7,0.3492,0.48, ns
NEPmax,Raw-lag / 24m,C+T vs C+T+D,112,4.6853,4.3069,-11.25,68.8,4.978e-05,0.0004425,***
NEPmax,Raw-lag / 24m,C+T+M vs C+T+D+M,112,2.374,2.3591,0.55,46.4,0.7342,0.8009, ns
WUE,Anomaly / 12m,C vs C+D,112,0.666,0.6737,-1.89,51.8,0.2554,0.4184, ns
WUE,Anomaly / 12m,C+M vs C+M+D,112,0.6621,0.6769,-2.17,51.8,0.3589,0.48, ns
WUE,Anomaly / 12m,C+T vs C+T+D,112,0.6904,0.7059,-3.2,55.4,0.1987,0.4184, ns
WUE,Anomaly / 12m,C+T+M vs C+T+D+M,112,0.7023,0.7052,-1.18,50.9,0.36,0.48, ns
WUE,Anomaly / 24m,C vs C+D,112,0.7012,0.689,-3.78,56.2,0.1783,0.4184, ns
