response,window_memory,pair,n_sites,median_RMSE_withoutD,median_RMSE_withD,delta_pct,pct_sites_improved,p_onesided_wilcoxon,q_BH,sig
WUE,Raw-lag / 12m,C+T+M vs C+T+D+M,93,0.5618,0.5238,-3.98,61.3,0.02402,0.04238,*
WUE,Raw-lag / 24m,C+M vs C+M+D,93,0.4944,0.5394,-1.74,54.8,0.1137,0.1796, ns
WUE,Raw-lag / 24m,C+T+M vs C+T+D+M,93,0.519,0.5161,-2.94,62.4,0.009226,0.01977,*
uWUE,Anomaly / 12m,C vs C+D,93,0.7149,0.6755,-4.4,61.3,0.003494,0.009114,**
uWUE,Anomaly / 12m,C+M vs C+M+D,93,0.7235,0.6814,-5.13,61.3,0.008316,0.01848,*
uWUE,Anomaly / 12m,C+T vs C+T+D,93,0.7122,0.7095,-6.65,61.3,0.002768,0.008304,**
uWUE,Anomaly / 12m,C+T+M vs C+T+D+M,93,0.7115,0.7265,-6.03,60.2,0.01043,0.0206,*
uWUE,Anomaly / 24m,C vs C+D,93,0.7237,0.7253,-8.02,57,0.01065,0.0206,*
uWUE,Anomaly / 24m,C+M vs C+M+D,93,0.7765,0.7054,-6.58,62.4,0.006309,0.01456,*
uWUE,Anomaly / 24m,C+T vs C+T+D,93,0.7493,0.6836,-4.46,62.4,0.006174,0.01456,*
uWUE,Anomaly / 24m,C+T+M vs C+T+D+M,93,0.7248,0.7229,0.57,49.5,0.07703,0.1284, ns
uWUE,Raw-lag / 12m,C+M vs C+M+D,93,0.4198,0.4601,1.66,46.2,0.7725,0.8156, ns
uWUE,Raw-lag / 12m,C+T+M vs C+T+D+M,93,0.4604,0.4388,0.71,47.3,0.7748,0.8156, ns
uWUE,Raw-lag / 24m,C+M vs C+M+D,93,0.4709,0.4434,-0.75,51.6,0.1568,0.2295, ns
uWUE,Raw-lag / 24m,C+T+M vs C+T+D+M,93,0.4761,0.4777,-0.52,50.5,0.3811,0.4573, ns
