response,window_memory,pair,n_sites,median_RMSE_withoutD,median_RMSE_withD,delta_pct,pct_sites_improved,p_onesided_wilcoxon,q_BH,sig
ETmax,Anomaly / 12m,C vs C+D,93,0.0344,0.0383,-0.46,54.8,0.2789,0.3803, ns
ETmax,Anomaly / 12m,C+M vs C+M+D,93,0.0343,0.0378,-0.47,52.7,0.2018,0.3092, ns
ETmax,Anomaly / 12m,C+T vs C+T+D,93,0.0351,0.0368,1.29,45.2,0.7288,0.7672, ns
ETmax,Anomaly / 12m,C+T+M vs C+T+D+M,93,0.035,0.0371,0.06,49.5,0.6101,0.704, ns
ETmax,Anomaly / 24m,C vs C+D,93,0.0336,0.038,-1.16,57,0.186,0.3016, ns
ETmax,Anomaly / 24m,C+M vs C+M+D,93,0.0339,0.0375,-0.67,54.8,0.231,0.338, ns
ETmax,Anomaly / 24m,C+T vs C+T+D,93,0.035,0.0373,0.61,47.3,0.6449,0.7166, ns
ETmax,Anomaly / 24m,C+T+M vs C+T+D+M,93,0.0356,0.0368,0.7,45.2,0.7224,0.7672, ns
ETmax,Raw-lag / 12m,C+M vs C+M+D,93,0.0259,0.0254,1.06,43,0.854,0.854, ns
ETmax,Raw-lag / 12m,C+T+M vs C+T+D+M,93,0.0252,0.0254,0.78,43,0.8271,0.8411, ns
ETmax,Raw-lag / 24m,C+M vs C+M+D,93,0.0264,0.0262,0.82,45.2,0.6335,0.7166, ns
ETmax,Raw-lag / 24m,C+T+M vs C+T+D+M,93,0.0262,0.026,0.53,46.2,0.7817,0.8086, ns
GPPsat,Anomaly / 12m,C vs C+D,93,5.9671,5.6041,-2.48,58.1,0.01927,0.06994, ns
GPPsat,Anomaly / 12m,C+M vs C+M+D,93,6.0524,5.6553,-5.81,60.2,0.01213,0.06027, ns
GPPsat,Anomaly / 12m,C+T vs C+T+D,93,5.7653,5.243,-3.68,58.1,0.004146,0.04146,*
GPPsat,Anomaly / 12m,C+T+M vs C+T+D+M,93,5.8535,5.338,-3.47,58.1,0.006174,0.04486,*
