model,response,R2_base,RMSE_base,R2_tuned,RMSE_tuned,dR2,dRMSE_pct,dataset
M5_raw_24m,uWUE,0.3305338625385,0.81541840778418,0.640809430926832,0.597280954442164,0.310275568388332,-26.7515978618613,filtered
M6_anom_12m,ETmax,0.356516486172766,0.0526186316317849,0.359991109269419,0.0524763767142265,0.00347462309665303,-0.270350849398501,filtered
M6_anom_12m,GPPsat,0.357790579016668,6.9793821491861,0.345405162989129,7.04636166159261,-0.012385416027539,0.959676816296996,filtered
M6_anom_12m,NEPmax,0.42312408595367,6.61046097338217,0.424328600568275,6.6035560590272,0.00120451461460497,-0.104454354738247,filtered
M6_anom_12m,WUE,0.285569880573167,0.912069448071312,0.319663132452967,0.890041042018818,0.0340932518798,-2.41521148406801,filtered
M6_anom_12m,uWUE,0.197488738773862,0.892774488562209,0.204180150895114,0.889044679842608,0.00669141212125199,-0.417777251409558,filtered
M6_anom_24m,ETmax,0.36947375485121,0.0520861697260743,0.364966393913071,0.052272009008827,-0.00450736093813897,0.356791992442616,filtered
M6_anom_24m,GPPsat,0.336233208994637,7.09555551726638,0.336261389626879,7.09540489255476,2.81806322420253e-05,-0.00212280365157218,filtered
M6_anom_24m,NEPmax,0.400272959034505,6.74011579700456,0.42592758055194,6.59437869127407,0.025654621517435,-2.16223444996685,filtered
M6_anom_24m,WUE,0.270612630155826,0.921567498576283,0.293644769266902,0.906900441365313,0.023032139111076,-1.59153368946158,filtered
M6_anom_24m,uWUE,0.193091917079275,0.895216827068755,0.191736424026227,0.895968431267766,-0.001355493053048,0.0839577827722474,filtered
M6_raw_12m,ETmax,0.472518964434076,0.0476402753156867,0.670179180937826,0.0376712360670539,0.19766021650375,-20.9256541499252,filtered
M6_raw_12m,GPPsat,0.490867618006029,6.21432556926317,0.684704076179207,4.89032610356406,0.193836458173178,-21.305601886193,filtered
M6_raw_12m,NEPmax,0.550319276338413,5.83636813877483,0.733244698553717,4.49517984641971,0.182925422215304,-22.9798439794215,filtered
M6_raw_12m,WUE,0.440942053806752,0.806819605358172,0.659107808509179,0.630023221650281,0.218165754702427,-21.9127525575442,filtered
M6_raw_12m,uWUE,0.37254351545509,0.789419790655321,0.631351016272647,0.605093829828937,0.258807500817557,-23.3495489989388,filtered
M6_raw_24m,ETmax,0.457951773904918,0.0482936245344714,0.67306055394695,0.0375063238107952,0.215108780042032,-22.3369043588276,filtered
M6_raw_24m,GPPsat,0.448777156833464,6.46609745154375,0.689235648567388,4.85505595113186,0.240458491733924,-24.9152060030778,filtered
M6_raw_24m,NEPmax,0.510160721893222,6.09140317794355,0.737948664698135,4.45536953461484,0.227787942804913,-26.8580751517589,filtered
M6_raw_24m,WUE,0.400741181658921,0.835324553561228,0.66084266613945,0.628418029765002,0.260101484480529,-24.7695967889516,filtered
M6_raw_24m,uWUE,0.347924258072438,0.804757858017899,0.630611812159577,0.605700184206602,0.282687554087139,-24.7351015995758,filtered
M7_anom_12m,ETmax,0.417409615997958,0.0500671065466143,0.393205538665076,0.051096557490967,-0.024204077332882,2.05614227655484,filtered
M7_anom_12m,GPPsat,0.231057027957493,7.63705130569085,0.177743959939165,7.89736441338824,-0.053313068018328,3.40855517761697,filtered
M7_anom_12m,NEPmax,0.257795397997428,7.49811960594359,0.161475790798674,7.96981692315413,-0.096319607198754,6.29087480595316,filtered
M7_anom_12m,WUE,0.153486891208844,0.992807100119915,0.141132353433687,1.00002567896616,-0.012354537775157,0.727087754043358,filtered
