uWUE,ETmax,precipAvail,Gavail,GSmax,CO2avail,G1,EF,EFampl,GPPsat,NEPmax,Rb,Rbmax,aCUE,TZ,nyears,SITE_ID,year,LOCATION_LAT,LOCATION_LONG,LOCATION_ELEV,IGBP
1.9479064249237,0.272124876400628,yes,yes,0.0209759531140167,yes,2.8699496132141,0.4292563619776,0.135341351515533,22.637150842388,27.924474,NA,NA,NA,1,13,IT-TrF,2012,45.82376,7.56089,2084,DNF
1.692544476452,0.288172173466267,yes,yes,0.0261773097362975,yes,3.29806207808794,0.43488075674801,0.134413316272153,24.2115140163598,28.198198,NA,NA,NA,1,13,IT-TrF,2013,45.82376,7.56089,2084,DNF
1.61470739926135,0.293816368114625,yes,yes,0.0329707755372224,yes,3.59318270922066,0.442118072065899,0.148606601779839,26.5640677181622,29.106288,NA,NA,NA,1,13,IT-TrF,2014,45.82376,7.56089,2084,DNF
1.87533115548767,0.272661718445165,yes,yes,0.0234978649016071,yes,2.67050168125997,0.403697894806601,0.146462053855224,23.4126511009169,29.243203,NA,NA,NA,1,13,IT-TrF,2015,45.82376,7.56089,2084,DNF
2.23633558825906,0.261413044888853,yes,yes,0.0179188433151162,yes,2.14578074910687,0.363751462582198,0.163638340759958,24.0969590704294,28.510112,NA,NA,NA,1,13,IT-TrF,2016,45.82376,7.56089,2084,DNF
2.06715658926408,0.272946509475873,yes,yes,0.0178379452559123,yes,2.65777804970513,0.39734528825095,0.160023244687819,22.9070870628087,28.543816,NA,NA,NA,1,13,IT-TrF,2017,45.82376,7.56089,2084,DNF
2.10022898412877,0.259729779627037,yes,yes,0.0183342649696857,yes,2.68284868047325,0.373091928343529,0.141248645532999,21.4873234910879,27.476736,NA,NA,NA,1,13,IT-TrF,2018,45.82376,7.56089,2084,DNF
2.02088066105087,0.284352593321345,yes,yes,0.0208306112268918,yes,2.80012449229499,0.436093061276029,0.155265205824604,23.4376196545716,28.629328,NA,NA,NA,1,13,IT-TrF,2019,45.82376,7.56089,2084,DNF
1.81736037646357,0.231322286089615,yes,yes,0.016284716227258,yes,2.99516721722641,0.350334585678579,0.168154196467101,23.1064380161672,28.185022,NA,NA,NA,1,13,IT-TrF,2021,45.82376,7.56089,2084,DNF
2.28104357850371,0.242262786023243,yes,yes,0.0144758141084161,yes,2.09626796654016,0.348487015435701,0.13454342523864,22.8791538706202,26.938514,NA,NA,NA,1,13,IT-TrF,2022,45.82376,7.56089,2084,DNF
1.90426858400803,0.291427867388824,yes,yes,0.0170816828539239,yes,3.15509487600166,0.424954447446487,0.147525673440153,21.2780888966255,27.231664,NA,NA,NA,1,13,IT-TrF,2023,45.82376,7.56089,2084,DNF
2.09789704563463,0.298065411995665,yes,yes,0.0224229110413128,yes,3.05040416868072,0.430618681895923,0.166420209000307,26.6929430019086,29.662071,NA,NA,NA,1,13,IT-TrF,2024,45.82376,7.56089,2084,DNF
