uWUE,ETmax,precipAvail,Gavail,GSmax,CO2avail,G1,EF,EFampl,GPPsat,NEPmax,Rb,Rbmax,aCUE,TZ,nyears,SITE_ID,year,LOCATION_LAT,LOCATION_LONG,LOCATION_ELEV,IGBP
0.290227407990926,0.0491384808498256,yes,yes,0.0137869384079509,yes,28.9381035141189,0.283558455891173,0.175263508510845,2.05876429759976,0.4575,NA,NA,NA,-9,18,US-ICh,2007,68.6068,-149.2958,951.02,OSH
0.832472748244578,0.131251695134957,yes,yes,0.00938550380360409,yes,9.63697409375212,0.55490339240689,0.168579312870515,7.14741966280971,5.55054600000001,NA,NA,NA,-9,18,US-ICh,2008,68.6068,-149.2958,951.02,OSH
0.807246816747323,0.158673376395488,yes,yes,0.014173007104182,yes,13.8261930620729,0.604828356767059,0.161918072388126,6.25655919132571,5.17,NA,NA,NA,-9,18,US-ICh,2009,68.6068,-149.2958,951.02,OSH
0.809841318485903,0.163316894709981,yes,yes,0.0155581749600451,yes,13.6932103652266,0.582908361189939,0.214960963793445,5.92095836876957,5.2786496,NA,NA,NA,-9,18,US-ICh,2010,68.6068,-149.2958,951.02,OSH
1.04414335603812,0.101601822765864,yes,yes,0.00665395160890197,yes,7.60276351987849,0.446915760552559,0.172605452032926,5.21260278898332,4.7698774,NA,NA,NA,-9,18,US-ICh,2011,68.6068,-149.2958,951.02,OSH
1.27427992920016,0.0976237441302964,yes,yes,0.00705293597615474,yes,6.93494384682119,0.496029772995674,0.180037630959642,6.88472384425515,6.2835249,NA,NA,NA,-9,18,US-ICh,2012,68.6068,-149.2958,951.02,OSH
1.26455551046351,0.121848380832291,yes,yes,0.0105526712909491,yes,6.69726149763832,0.604341226473689,0.240193558438945,7.60069786171759,7.1934206,NA,NA,NA,-9,18,US-ICh,2013,68.6068,-149.2958,951.02,OSH
1.20459715204725,0.106513217519484,yes,yes,0.0125936289606908,yes,7.17879676977958,0.508228741976637,0.148775519935999,7.47812640301604,6.5201648,NA,NA,NA,-9,18,US-ICh,2014,68.6068,-149.2958,951.02,OSH
1.47734596204665,0.100835715238362,yes,yes,0.00608667838454376,yes,4.4178518298316,0.466022574202239,0.177223402967814,7.48458602000664,6.718319,NA,NA,NA,-9,18,US-ICh,2015,68.6068,-149.2958,951.02,OSH
0.911261556646059,0.111519538906021,yes,yes,0.00827322655605942,yes,8.27210947297774,0.513492284785709,0.154622367015428,5.48944400352503,5.344831,NA,NA,NA,-9,18,US-ICh,2016,68.6068,-149.2958,951.02,OSH
1.2342452134794,0.100985124440353,yes,yes,0.00717498505000904,yes,7.04214489985222,0.464398588558281,0.221290655382386,7.63151097952554,6.78003439999999,NA,NA,NA,-9,18,US-ICh,2017,68.6068,-149.2958,951.02,OSH
0.851446233426285,0.088361568287694,yes,yes,0.00661499470774434,yes,5.20635907148419,0.45781129761758,0.151196816503209,9.93627037364541,6.8033018,NA,NA,NA,-9,18,US-ICh,2018,68.6068,-149.2958,951.02,OSH
1.19211774283942,0.103996400664095,yes,yes,0.00643396230137194,yes,6.94999177910259,0.468032434355104,0.144202775680328,6.83372454184126,5.610914,NA,NA,NA,-9,18,US-ICh,2019,68.6068,-149.2958,951.02,OSH
1.3120215463545,0.0909485940915308,yes,yes,0.00565069894016967,yes,5.23178140705528,0.42358976418106,0.138345485343614,6.04382556779539,5.683779,NA,NA,NA,-9,18,US-ICh,2020,68.6068,-149.2958,951.02,OSH
1.54442647978426,0.0886127763490047,yes,yes,0.00525724953522283,yes,4.35593933883974,0.456793393652962,0.150450235900737,8.02466520183858,6.0317868,NA,NA,NA,-9,18,US-ICh,2021,68.6068,-149.2958,951.02,OSH
0.758555907627226,0.113741696336913,yes,yes,0.00602509358820662,yes,7.66879634194083,0.526963369651386,0.226247789749737,6.58130916246225,6.4206875,NA,NA,NA,-9,18,US-ICh,2022,68.6068,-149.2958,951.02,OSH
2.22670945026202,0.105208946071814,yes,yes,0.00962429410112442,yes,4.19628732151321,0.614269203851364,0.156311287007621,10.1957246254343,7.3628703,NA,NA,NA,-9,18,US-ICh,2023,68.6068,-149.2958,951.02,OSH
1.31169053546567,0.113305473661074,yes,yes,0.012400788633551,yes,7.09549845739841,0.543566196567181,0.162029133752445,8.80988490242257,7.84140050000001,NA,NA,NA,-9,18,US-ICh,2024,68.6068,-149.2958,951.02,OSH
