uWUE,ETmax,precipAvail,Gavail,GSmax,CO2avail,G1,EF,EFampl,GPPsat,NEPmax,Rb,Rbmax,aCUE,TZ,nyears,SITE_ID,year,LOCATION_LAT,LOCATION_LONG,LOCATION_ELEV,IGBP
2.49284674010648,0.327220434713863,yes,yes,0.0222374915916037,yes,3.38565537474691,0.687578317232735,0.21193143240718,24.4541417083278,35.822415,NA,NA,NA,-5,13,US-NC4,2009,35.7879,-75.9038,1,WET
2.25077614296386,0.409585107739827,yes,yes,0.0232901833848493,yes,4.45159057812963,0.71149288787773,0.207938847998726,20.6040176776023,26.5299,NA,NA,NA,-5,13,US-NC4,2010,35.7879,-75.9038,1,WET
2.59143378530695,0.407505939112557,yes,yes,0.0222214724045865,yes,3.88547017832402,0.734469490211934,0.212146024809704,22.4864710449593,31.213321,NA,NA,NA,-5,13,US-NC4,2011,35.7879,-75.9038,1,WET
3.41934451240841,0.34485374079591,yes,yes,0.0116492426041328,yes,2.19704920450843,0.580987543643167,0.313148346019285,24.3413358209237,23.554332,NA,NA,NA,-5,13,US-NC4,2012,35.7879,-75.9038,1,WET
2.7390254781832,0.305397563966735,yes,yes,0.00921153522863296,yes,2.25121230642398,0.598459646758648,0.281611637072851,16.9979860468919,20.503504,NA,NA,NA,-5,13,US-NC4,2013,35.7879,-75.9038,1,WET
3.73970428682636,0.272750105680114,yes,yes,0.00731697589696425,yes,1.33808636979561,0.571258602844841,0.44489631333724,19.6964682746985,22.77945,NA,NA,NA,-5,13,US-NC4,2014,35.7879,-75.9038,1,WET
4.11289595523205,0.228276431854484,yes,yes,0.00809909425212733,yes,1.39331050250714,0.553553614054634,0.244274910164941,27.6314345563225,21.922867,NA,NA,NA,-5,13,US-NC4,2015,35.7879,-75.9038,1,WET
2.10231646679121,0.367283942676236,yes,yes,0.0177153328424174,yes,4.8480074330169,0.672856586118718,0.251286731726733,26.2952286664223,21.394865,NA,NA,NA,-5,13,US-NC4,2016,35.7879,-75.9038,1,WET
2.21972630104756,0.424164711543911,yes,yes,0.0257719769903832,yes,5.72318115380176,0.731733960978729,0.197199000888117,32.3307526564314,27.727666,NA,NA,NA,-5,13,US-NC4,2017,35.7879,-75.9038,1,WET
1.87030199948039,0.457700526877734,yes,yes,0.0391646727166405,yes,7.79367957630657,0.752130866030463,0.194723302607995,29.5868839633356,27.925966,3.10328091490177,3.5299300126547,0.618847261291907,-5,13,US-NC4,2018,35.7879,-75.9038,1,WET
1.84467793454239,0.470599138557971,yes,yes,0.0311115037966244,yes,7.72232569608915,0.704416852841492,0.226966765503124,29.1214459482714,26.44294,NA,NA,NA,-5,13,US-NC4,2019,35.7879,-75.9038,1,WET
1.79779195787564,0.337396523929029,yes,yes,0.0241835720567786,yes,7.31815321572056,0.614892475681682,0.22585509899312,30.8230617741513,24.637136,NA,NA,NA,-5,13,US-NC4,2020,35.7879,-75.9038,1,WET
