uWUE,ETmax,precipAvail,Gavail,GSmax,CO2avail,G1,EF,EFampl,GPPsat,NEPmax,Rb,Rbmax,aCUE,TZ,nyears,SITE_ID,year,LOCATION_LAT,LOCATION_LONG,LOCATION_ELEV,IGBP
3.54667969404057,0.0950177861508556,yes,yes,0.00563222878387267,yes,2.3680560934361,0.498727596413242,0.222623869444954,13.0059284000523,11.007965,NA,NA,NA,-6,10,US-Mo1,2015,39.2298,-92.1167,263.48,CRO
4.68628900635899,0.289298042333588,yes,yes,0.00978089070629745,yes,0.929544007534519,0.744334305927495,0.244769405029091,48.2222794415572,43.303628,NA,NA,NA,-6,10,US-Mo1,2016,39.2298,-92.1167,263.48,CRO
3.3496987756448,0.277187150239308,yes,yes,0.00984467815870412,yes,1.64381572895458,0.787173451644833,0.232834198531916,37.7879646462617,33.570776,NA,NA,NA,-6,10,US-Mo1,2017,39.2298,-92.1167,263.48,CRO
4.04313679197337,0.283251718398348,yes,yes,0.00880904217207872,yes,1.41477407902186,0.662810436820896,0.398860317507561,41.0733046720284,35.297074,NA,NA,NA,-6,10,US-Mo1,2018,39.2298,-92.1167,263.48,CRO
3.42607131858457,0.260494048550016,yes,yes,0.0095305072138238,yes,1.65628374720389,0.875384587595658,0.229060973085264,39.2189172580519,33.474587,NA,NA,NA,-6,10,US-Mo1,2019,39.2298,-92.1167,263.48,CRO
2.86810317733349,0.264501587801634,yes,yes,0.0121417208358107,yes,2.22158295044653,0.722812755519215,0.267632065750493,35.4123203643694,33.405896,NA,NA,NA,-6,10,US-Mo1,2020,39.2298,-92.1167,263.48,CRO
3.26793784020729,0.271433983656526,yes,yes,0.019482001465829,yes,2.94644948699515,0.743409617612978,0.229161738425856,42.9075665350492,35.255917,NA,NA,NA,-6,10,US-Mo1,2021,39.2298,-92.1167,263.48,CRO
5.47533299549754,0.288868236567396,yes,yes,0.0134513479820556,yes,1.05052683255519,0.757587698127333,0.256218982076125,51.8900913803139,46.038354,NA,NA,NA,-6,10,US-Mo1,2022,39.2298,-92.1167,263.48,CRO
3.67996203684232,0.308101079094325,yes,yes,0.0147920025503744,yes,1.97415111423171,0.762943091814803,0.391768355665915,46.6557568277337,36.690004,2.72578092512305,3.24078405589095,0.605306652360755,-6,10,US-Mo1,2023,39.2298,-92.1167,263.48,CRO
4.08845115701374,0.309951349476633,yes,yes,0.0171474511316722,yes,2.49492063430187,0.837577739652584,0.293614831282762,52.9080510664475,45.86657,NA,NA,NA,-6,10,US-Mo1,2024,39.2298,-92.1167,263.48,CRO
