response,window_memory,pair,n_sites,median_RMSE_withoutD,median_RMSE_withD,delta_pct,pct_sites_improved,p_onesided_wilcoxon,q_BH,sig
ETmax,Anomaly / 12m,C vs C+D,93,0.0354,0.0365,-3.03,59.1,0.2428,0.3237, ns
ETmax,Anomaly / 12m,C+M vs C+M+D,93,0.0369,0.0376,-2.21,55.9,0.2476,0.3247, ns
ETmax,Anomaly / 12m,C+T vs C+T+D,93,0.0363,0.0368,0.85,46.2,0.6989,0.7539, ns
ETmax,Anomaly / 12m,C+T+M vs C+T+D+M,93,0.0345,0.0366,2.69,46.2,0.9161,0.9396, ns
ETmax,Anomaly / 24m,C vs C+D,93,0.0372,0.0415,-2.91,53.8,0.224,0.3144, ns
ETmax,Anomaly / 24m,C+M vs C+M+D,93,0.0372,0.0411,-3.25,53.8,0.1996,0.2904, ns
ETmax,Anomaly / 24m,C+T vs C+T+D,93,0.0349,0.0329,0.94,47.3,0.6204,0.699, ns
ETmax,Anomaly / 24m,C+T+M vs C+T+D+M,93,0.0338,0.0347,3.93,43,0.9566,0.9566, ns
ETmax,Raw-lag / 12m,C vs C+D,93,0.0354,0.0365,-3.03,59.1,0.2428,0.3237, ns
ETmax,Raw-lag / 12m,C+M vs C+M+D,93,0.0258,0.0259,0.19,49.5,0.5031,0.6153, ns
ETmax,Raw-lag / 12m,C+T vs C+T+D,93,0.0363,0.0368,0.85,46.2,0.6989,0.7539, ns
ETmax,Raw-lag / 12m,C+T+M vs C+T+D+M,93,0.0261,0.027,1.15,47.3,0.7068,0.7539, ns
ETmax,Raw-lag / 24m,C vs C+D,93,0.0372,0.0415,-2.91,53.8,0.224,0.3144, ns
ETmax,Raw-lag / 24m,C+M vs C+M+D,93,0.0254,0.026,1.7,41.9,0.8557,0.89, ns
ETmax,Raw-lag / 24m,C+T vs C+T+D,93,0.0349,0.0329,0.94,47.3,0.6204,0.699, ns
ETmax,Raw-lag / 24m,C+T+M vs C+T+D+M,93,0.0267,0.027,1.45,48.4,0.9387,0.9506, ns
GPPsat,Anomaly / 12m,C vs C+D,93,6.2064,5.2259,-10.55,62.4,0.0004986,0.001952,**
GPPsat,Anomaly / 12m,C+M vs C+M+D,93,5.9518,5.3845,-7.37,64.5,0.0005123,0.001952,**
GPPsat,Anomaly / 12m,C+T vs C+T+D,93,5.6158,5.1486,-8.32,67.7,4.363e-05,0.0003545,***
GPPsat,Anomaly / 12m,C+T+M vs C+T+D+M,93,5.4412,5.1149,-9.29,65.6,7.906e-05,0.0004865,***
GPPsat,Anomaly / 24m,C vs C+D,93,5.9386,5.4901,-5.14,62.4,0.001548,0.005161,**
GPPsat,Anomaly / 24m,C+M vs C+M+D,93,6.0895,5.3945,-8.53,61.3,0.001116,0.004057,**
GPPsat,Anomaly / 24m,C+T vs C+T+D,93,5.7587,5.3962,-7.61,65.6,0.0002027,0.0009008,***
GPPsat,Anomaly / 24m,C+T+M vs C+T+D+M,93,5.7585,5.4459,-7.71,66.7,0.0001885,0.0009008,***
GPPsat,Raw-lag / 12m,C vs C+D,93,6.2064,5.2259,-10.55,62.4,0.0004986,0.001952,**
GPPsat,Raw-lag / 12m,C+M vs C+M+D,93,3.6077,3.7055,0.9,44.1,0.5076,0.6153, ns
GPPsat,Raw-lag / 12m,C+T vs C+T+D,93,5.6158,5.1486,-8.32,67.7,4.363e-05,0.0003545,***
GPPsat,Raw-lag / 12m,C+T+M vs C+T+D+M,93,3.5374,3.4178,-2.21,55.9,0.0727,0.1097, ns
GPPsat,Raw-lag / 24m,C vs C+D,93,5.9386,5.4901,-5.14,62.4,0.001548,0.005161,**
GPPsat,Raw-lag / 24m,C+M vs C+M+D,93,3.5024,3.5833,1.39,46.2,0.529,0.6317, ns
GPPsat,Raw-lag / 24m,C+T vs C+T+D,93,5.7587,5.3962,-7.61,65.6,0.0002027,0.0009008,***
GPPsat,Raw-lag / 24m,C+T+M vs C+T+D+M,93,3.4821,3.5034,-1.54,54.8,0.07484,0.1109, ns
NEPmax,Anomaly / 12m,C vs C+D,93,5.0255,4.4772,-17.16,65.6,0.0001122,0.0005984,***
NEPmax,Anomaly / 12m,C+M vs C+M+D,93,5.0567,4.5502,-20.41,68.8,3.901e-05,0.0003545,***
NEPmax,Anomaly / 12m,C+T vs C+T+D,93,5.2181,5.1535,-12.72,76.3,1.133e-06,4.531e-05,***
NEPmax,Anomaly / 12m,C+T+M vs C+T+D+M,93,5.2773,4.9187,-13.55,74.2,2.296e-06,6.123e-05,***
NEPmax,Anomaly / 24m,C vs C+D,93,5.0372,4.7892,-17.42,67.7,4.875e-05,0.0003545,***
NEPmax,Anomaly / 24m,C+M vs C+M+D,93,5.0484,4.5801,-18.89,65.6,6.988e-05,0.0004658,***
NEPmax,Anomaly / 24m,C+T vs C+T+D,93,5.2114,4.891,-12.52,72,1.841e-05,0.0002454,***
NEPmax,Anomaly / 24m,C+T+M vs C+T+D+M,93,5.4807,5.0182,-11.9,73.1,5.947e-06,0.0001189,***
NEPmax,Raw-lag / 12m,C vs C+D,93,5.0255,4.4772,-17.16,65.6,0.0001122,0.0005984,***
NEPmax,Raw-lag / 12m,C+M vs C+M+D,93,3.1396,2.8301,-2.3,60.2,0.01874,0.03945,*
NEPmax,Raw-lag / 12m,C+T vs C+T+D,93,5.2181,5.1535,-12.72,76.3,1.133e-06,4.531e-05,***
NEPmax,Raw-lag / 12m,C+T+M vs C+T+D+M,93,3.1733,2.9353,-3.37,61.3,0.01839,0.03945,*
NEPmax,Raw-lag / 24m,C vs C+D,93,5.0372,4.7892,-17.42,67.7,4.875e-05,0.0003545,***
NEPmax,Raw-lag / 24m,C+M vs C+M+D,93,3.075,2.9163,-2.69,60.2,0.02971,0.05401, ns
NEPmax,Raw-lag / 24m,C+T vs C+T+D,93,5.2114,4.891,-12.52,72,1.841e-05,0.0002454,***
NEPmax,Raw-lag / 24m,C+T+M vs C+T+D+M,93,3.1958,2.9325,-5.12,58.1,0.01012,0.02453,*
WUE,Anomaly / 12m,C vs C+D,93,0.7384,0.682,-5.62,57,0.008761,0.0219,*
WUE,Anomaly / 12m,C+M vs C+M+D,93,0.7549,0.6807,-6.64,58.1,0.007727,0.02061,*
WUE,Anomaly / 12m,C+T vs C+T+D,93,0.8012,0.6958,-3.79,57,0.02114,0.04027,*
WUE,Anomaly / 12m,C+T+M vs C+T+D+M,93,0.8081,0.67,-5.45,55.9,0.0125,0.02857,*
WUE,Anomaly / 24m,C vs C+D,93,0.7444,0.6628,-6.16,63.4,0.004904,0.01453,*
WUE,Anomaly / 24m,C+M vs C+M+D,93,0.7277,0.6715,-6.5,64.5,0.001818,0.005817,**
WUE,Anomaly / 24m,C+T vs C+T+D,93,0.7806,0.7075,-6.59,59.1,0.005722,0.01578,*
WUE,Anomaly / 24m,C+T+M vs C+T+D+M,93,0.7803,0.7089,-4.92,57,0.01225,0.02857,*
WUE,Raw-lag / 12m,C vs C+D,93,0.7384,0.682,-5.62,57,0.008761,0.0219,*
WUE,Raw-lag / 12m,C+M vs C+M+D,93,0.5133,0.5348,-0.33,50.5,0.6563,0.7292, ns
WUE,Raw-lag / 12m,C+T vs C+T+D,93,0.8012,0.6958,-3.79,57,0.02114,0.04027,*
WUE,Raw-lag / 12m,C+T+M vs C+T+D+M,93,0.5206,0.5215,-0.57,51.6,0.421,0.5263, ns
WUE,Raw-lag / 24m,C vs C+D,93,0.7444,0.6628,-6.16,63.4,0.004904,0.01453,*
WUE,Raw-lag / 24m,C+M vs C+M+D,93,0.5501,0.546,-1.59,53.8,0.2428,0.3237, ns
WUE,Raw-lag / 24m,C+T vs C+T+D,93,0.7806,0.7075,-6.59,59.1,0.005722,0.01578,*
