"site_id","year","forest_mean_pct_500m","loss_area_frac_500m","loss_mean_pp_500m","loss_sum_pp_500m"
"ES-LgS",2020,21.4512797485406,0.000763358778625954,0.0169136356832809,132.941176470588
"ES-LgS",2021,19.8112558000299,0.000254452926208651,0.00543830763857706,42.7450980392157
"ES-LgS",2022,21.5339520031931,0.00267175572519084,0.0575263184154069,452.156862745098
"ES-LgS",2023,21.5496183206107,0.000508905852417303,0.0106770443546375,83.921568627451
"ES-LgS",2024,26.0114753280447,0,0,0
"ES-LgS",2025,28.0938981190441,0.000127226463104326,0.00259442199271566,20.3921568627451
"ES-LJu",2017,2.91548171431422,NA,NA,NA
"ES-LJu",2018,2.57456468592526,0,0,0
"ES-LJu",2019,6.02923714014868,0,0,0
"ES-LJu",2020,7.8382477673003,0,0,0
"ES-LJu",2021,9.07219478122038,0,0,0
"ES-LJu",2022,7.21558648904855,0,0,0
"ES-LJu",2023,7.79409270069351,0,0,0
"ES-LJu",2024,10.0951454373098,0,0,0
"ES-LJu",2025,10.0108267225465,0,0,0
"ES-LM1",2017,19.369705133962,NA,NA,NA
"ES-LM1",2018,16.6450631143042,0.00267175572519084,0.068053684578157,534.901960784314
"ES-LM1",2019,19.1059721598563,0,0,0
"ES-LM1",2020,19.1268273212593,0.000508905852417303,0.0113256498528164,89.0196078431373
"ES-LM1",2021,21.3362770044405,0.000127226463104326,0.00289377837649054,22.7450980392157
"ES-LM1",2022,17.0618669859801,0.00203562340966921,0.0455021703337824,357.647058823529
"ES-LM1",2023,17.8487751334631,0.000127226463104326,0.00294367110711969,23.1372549019608
"ES-LM1",2024,13.7324751783665,0.00470737913486005,0.106670658085117,838.43137254902
"ES-LM1",2025,12.574464900464,0.000763358778625954,0.0200069849822881,157.254901960784
"ES-LM2",2017,22.1690365713715,NA,NA,NA
"ES-LM2",2018,19.1211395499676,0.00127226463104326,0.0300853165693758,236.470588235294
"ES-LM2",2019,21.0207054832111,0.000763358778625954,0.0190590231003343,149.803921568627
"ES-LM2",2020,21.8075637379634,0.000381679389312977,0.0105273661627501,82.7450980392157
"ES-LM2",2021,24.1074689417752,0,0,0
"ES-LM2",2022,20.625854413012,0.00216284987277354,0.0500923015516639,393.725490196078
"ES-LM2",2023,20.9901212393354,0,0,0
"ES-LM2",2024,16.0450531357581,0.00368956743002545,0.0804769745048147,632.549019607843
"ES-LM2",2025,17.0379683680088,0,0,0
"FI-Jok",2016,20.1162500623659,NA,NA,NA
"FI-Jok",2017,15.5927755326049,0.116157760814249,3.58279698647907,28160.7843137255
"FI-Jok",2018,16.9987027890036,0.000636132315521629,0.0156663174175523,123.137254901961
"FI-Jok",2019,17.6522975602455,0.00152671755725191,0.0329790949458664,259.21568627451
"FI-Jok",2020,14.8067155615427,0.0348600508905852,0.97310781819089,7648.62745098039
"FI-Jok",2021,15.5756623259991,0.0104325699745547,0.648006785411366,5093.33333333333
"FI-Jok",2022,14.0523873671606,0.0251908396946565,0.836800878112059,6577.25490196078
"FI-Jok",2023,13.9377338721748,0.00470737913486005,0.110312827421045,867.058823529412
"FI-Jok",2024,14.6695105523125,0.000763358778625954,0.0208551614029836,163.921568627451
"FI-Jok",2025,13.949009629297,0.0152671755725191,0.421793144738812,3315.29411764706
"FI-Lom",2016,24.3267474928903,NA,NA,NA
"FI-Lom",2017,28.6688120540837,0.00356234096692112,0.0836701092650801,657.647058823529
"FI-Lom",2018,32.4615576510502,0.00178117048346056,0.0425086064960335,334.117647058824
"FI-Lom",2019,34.6920121738263,0.00190839694656489,0.049443696053485,388.627450980392
"FI-Lom",2020,34.0504914433967,0.00623409669211196,0.185251708826024,1456.07843137255
"FI-Lom",2021,32.0569276056479,0.00559796437659033,0.13925061118595,1094.50980392157
