uWUE,ETmax,precipAvail,Gavail,GSmax,CO2avail,G1,EF,EFampl,GPPsat,NEPmax,Rb,Rbmax,aCUE,TZ,nyears,SITE_ID,year,LOCATION_LAT,LOCATION_LONG,LOCATION_ELEV,IGBP,site_id
1.07179507820893,0.211154772404572,yes,yes,0.0545860894342075,yes,2.07401418782091,0.492753623188406,0.226619469026549,30.1484461678563,32.604344,NA,NA,NA,11,11,AU-Cum,2021,-33.6152,150.7236,37,EBF,AU-Cum
1.11835429638693,0.230658931029077,yes,yes,0.0690902286869469,yes,2.83366775418797,0.508108108108108,0.24765478424015,31.3375631686223,38.138899,NA,NA,NA,11,11,AU-Cum,2022,-33.6152,150.7236,37,EBF,AU-Cum
0.769764719268662,0.0808620171913058,yes,yes,0.0107684157183878,yes,2.97902876816761,0.165714285714286,0.147757844747661,4.50555346627398,5.8001332,NA,NA,NA,8,10,AU-GWW,2013,-30.1913,120.6541,453,SAV,AU-GWW
0.893119504569847,0.0969558204941483,yes,yes,0.00965560425699622,yes,2.25406389455212,0.178082191780822,0.141218535469108,6.1434644534069,6.72199999999999,NA,NA,NA,8,10,AU-GWW,2014,-30.1913,120.6541,453,SAV,AU-GWW
0.699880502597154,0.0790620679497749,yes,yes,0.00751128640751841,yes,3.06668663412377,0.134275618374558,0.130485751986426,4.20427766409893,4.98373439999996,NA,NA,NA,8,10,AU-GWW,2015,-30.1913,120.6541,453,SAV,AU-GWW
0.532935736671782,0.0705660266306797,yes,yes,0.00851165355268272,yes,3.36119367485445,0.136842105263158,0.129662789544432,3.33931580200756,4.05167,NA,NA,NA,8,10,AU-GWW,2016,-30.1913,120.6541,453,SAV,AU-GWW
0.595500366663037,0.0706522597436857,yes,yes,0.00668204913946542,yes,2.87201078341355,0.128878281622912,0.125757220904914,3.8454000230267402,4.54533400000002,NA,NA,NA,8,10,AU-GWW,2017,-30.1913,120.6541,453,SAV,AU-GWW
0.74054557074154,0.0891041424439194,yes,yes,0.00869810712369548,yes,2.77267863677737,0.170731707317073,0.139833098085312,4.51976031398137,5.61066399999999,NA,NA,NA,8,10,AU-GWW,2018,-30.1913,120.6541,453,SAV,AU-GWW
0.936722203712454,0.0696091300995517,yes,yes,0.00715501082810889,yes,1.87005133130257,0.129032258064516,0.125176567265388,5.59671215187715,7.649744,NA,NA,NA,8,10,AU-GWW,2019,-30.1913,120.6541,453,SAV,AU-GWW
1.69819640461029,0.0719339283764649,yes,yes,0.00686683429756889,yes,1.06435220685757,0.119815668202765,0.123250016907501,6.7685172832222,9.06463339999999,NA,NA,NA,8,10,AU-GWW,2020,-30.1913,120.6541,453,SAV,AU-GWW
1.70506680194303,0.0696174562929602,yes,yes,0.00658350423650612,yes,0.990661088974481,0.124036107146488,0.125516217474939,7.23961408540917,8.84813560000001,NA,NA,NA,8,10,AU-GWW,2021,-30.1913,120.6541,453,SAV,AU-GWW
2.38112946980104,0.0530820019253437,yes,yes,0.00344058480397862,yes,0.47630783628918,0.0864588216908892,0.085275424471933,7.41873567957683,9.5718641,NA,NA,NA,8,10,AU-GWW,2022,-30.1913,120.6541,453,SAV,AU-GWW
0.881182037613059,0.170739883453613,yes,yes,0.0134851823662768,yes,2.70398771580909,0.496763720150817,0.189730469744625,13.7195755838889,13.645344,NA,NA,NA,10,5,AU-Lon,2019,-23.5232657644973,144.310415719645,207,GRA,AU-Lon
0.899586486876259,0.189458417245654,yes,yes,0.00695499698885527,yes,1.89269613294447,0.389163916391639,0.251528207531812,13.0543748230643,17.674104,NA,NA,NA,10,5,AU-Lon,2020,-23.5232657644973,144.310415719645,207,GRA,AU-Lon
1.09368252349494,0.134286805451913,yes,yes,0.00639748313796024,yes,1.36616636435763,0.318965517241379,0.206406632749199,11.213054775256,11.281352,NA,NA,NA,10,5,AU-Lon,2021,-23.5232657644973,144.310415719645,207,GRA,AU-Lon
1.2479904458601,0.178040408843818,yes,yes,0.0336870999775516,yes,1.98350085887992,0.546875,0.240151512292672,25.4317720417919,24.807398,NA,NA,NA,10,5,AU-Lon,2022,-23.5232657644973,144.310415719645,207,GRA,AU-Lon
0.723281212239902,0.127151049988737,yes,yes,0.0235171293852668,yes,1.47576299067611,0.59753567452687,0.148437454290346,18.6690554603113,17.575816,NA,NA,NA,8,8,AU-Rgf,2016,-32.506102,116.966827,311,CRO,AU-Rgf
0.513115494443253,0.24148810310364,yes,yes,0.0169683442295585,yes,2.67357119587956,0.48427424140523,0.283016650947391,9.65069989381961,9.1738176,NA,NA,NA,8,8,AU-Rgf,2017,-32.506102,116.966827,311,CRO,AU-Rgf
0.447931560093842,0.123313920453546,yes,yes,0.0158822518230499,yes,2.93440591876196,0.321739130434783,0.385444264856427,10.6927475864957,8.6163428,NA,NA,NA,8,8,AU-Rgf,2018,-32.506102,116.966827,311,CRO,AU-Rgf
0.843125291959246,0.161320576307655,yes,yes,0.0246423958104207,yes,1.48479316068097,0.52646111366774,0.364483575326949,18.3032986596693,21.523548,NA,NA,NA,8,8,AU-Rgf,2019,-32.506102,116.966827,311,CRO,AU-Rgf
0.739430761958586,0.139327142668651,yes,yes,0.0432561602142064,yes,3.00135815571696,0.65891472868217,0.276158921723438,17.6520109553262,18.225576,NA,NA,NA,8,8,AU-Rgf,2020,-32.506102,116.966827,311,CRO,AU-Rgf
0.586092148645867,0.158232621101724,yes,yes,0.0303218004106624,yes,3.26471602180238,0.615384615384615,0.26784243697479,13.887832736386,15.78602,NA,NA,NA,8,8,AU-Rgf,2021,-32.506102,116.966827,311,CRO,AU-Rgf
0.559373260132674,0.159603021256117,yes,yes,0.0217440746622637,yes,2.73664169933396,0.641575235109718,0.139370306313459,11.1911351939565,10.50494,NA,NA,NA,8,8,AU-Rgf,2022,-32.506102,116.966827,311,CRO,AU-Rgf
1.43884930388207,0.221652026042492,yes,yes,0.139209784506931,yes,2.89824212155525,0.515905125247686,0.258146175760723,36.0238844550537,30.908665,NA,NA,NA,11,9,AU-War,2013,-43.09502,146.65452,113,EBF,AU-War
1.32461893250095,0.233272179953069,yes,yes,0.0923168361442516,yes,1.8419746363399,0.546965174129353,0.233856571666877,38.9159510247445,31.86852,NA,NA,NA,11,9,AU-War,2014,-43.09502,146.65452,113,EBF,AU-War
1.7832579347769,0.164923202748196,yes,yes,0.0373199998220237,yes,1.36179443159948,0.469259570298831,0.280720794667858,39.177838545888,40.950948,NA,NA,NA,11,9,AU-War,2015,-43.09502,146.65452,113,EBF,AU-War
1.9320031082272,0.183914433115736,yes,yes,0.0438631930243201,yes,1.23442893552135,0.456225515244422,0.259365560759,37.8599251779522,38.171506,NA,NA,NA,11,9,AU-War,2016,-43.09502,146.65452,113,EBF,AU-War
1.13620440158888,0.298542882380878,yes,yes,0.106666442805641,yes,2.62463409476058,0.604501607717042,0.23755855690425,37.784440046345,35.031024,NA,NA,NA,11,9,AU-War,2017,-43.09502,146.65452,113,EBF,AU-War
0.97881824653818,0.295209102615233,yes,yes,0.112092263051376,yes,2.79282506102939,0.602777777777778,0.222944613612048,40.1477386821295,38.53914,NA,NA,NA,11,9,AU-War,2018,-43.09502,146.65452,113,EBF,AU-War
1.58319997779718,0.21770981690547,yes,yes,0.0485918284695087,yes,2.19109524283556,0.45552738336714,0.241075971595588,37.0364336368149,38.161784,NA,NA,NA,11,9,AU-War,2019,-43.09502,146.65452,113,EBF,AU-War
1.6471047090369,0.165544569527746,yes,yes,0.0500838738715059,yes,1.18527200436919,0.45558782729322,0.276277539779682,34.938356723961,34.515212,NA,NA,NA,11,9,AU-War,2020,-43.09502,146.65452,113,EBF,AU-War
1.53245769318289,0.174831794754352,yes,yes,0.0524316870299683,yes,1.2107636198997,0.5,0.218661659037016,31.9514574910249,28.36792,NA,NA,NA,11,9,AU-War,2021,-43.09502,146.65452,113,EBF,AU-War
0.845038476698321,0.158575118142338,yes,yes,0.0311048635388663,yes,3.21161076718736,0.270394024679678,0.112469404866594,11.2379327961784,14.903748,NA,NA,NA,11,11,AU-Whr,2011,-36.6732,145.0294,150,EBF,AU-Whr
0.922331354388114,0.146152821184481,yes,yes,0.0537666416715399,yes,4.00306426730603,0.333679114799447,0.204132804155067,15.9677079575678,13.44198,NA,NA,NA,11,11,AU-Whr,2012,-36.6732,145.0294,150,EBF,AU-Whr
1.04698680314611,0.125902000963861,yes,yes,0.0341947831673963,yes,3.74520197836117,0.265991543917076,0.167876635120739,13.5063089739133,13.47759,NA,NA,NA,11,11,AU-Whr,2013,-36.6732,145.0294,150,EBF,AU-Whr
1.00138575781632,0.139701011053896,yes,yes,0.0481139086737347,yes,3.5265267394125,0.305283757338552,0.195972569523376,17.1910259302604,15.09098,NA,NA,NA,11,11,AU-Whr,2014,-36.6732,145.0294,150,EBF,AU-Whr
1.1486547469115,0.11755640836921,yes,yes,0.0297187616986748,yes,2.953013787491,0.231292517006803,0.152816165845671,14.3014848638586,12.408745,NA,NA,NA,11,11,AU-Whr,2015,-36.6732,145.0294,150,EBF,AU-Whr
1.11920721333252,0.157202061922825,yes,yes,0.0354157424963562,yes,2.83601797463447,0.319375324622701,0.202213039806441,16.8138504984551,17.4116399999999,NA,NA,NA,11,11,AU-Whr,2016,-36.6732,145.0294,150,EBF,AU-Whr
1.09639337457126,0.193490377519994,yes,yes,0.0533855802714566,yes,3.79811833567681,0.420944558521561,0.193712436430883,20.053985208786,20.029816,NA,NA,NA,11,11,AU-Whr,2017,-36.6732,145.0294,150,EBF,AU-Whr
1.02399312223696,0.105702150785931,yes,yes,0.035992366268964,yes,4.16230735941243,0.234615384615385,0.18149091079991,15.5280047425075,13.63315,NA,NA,NA,11,11,AU-Whr,2019,-36.6732,145.0294,150,EBF,AU-Whr
0.84166136307781,0.13637799729549,yes,yes,0.039882609970911,yes,4.47022695950907,0.283640574556684,0.174047809139154,11.4369486811584,10.881045,NA,NA,NA,11,11,AU-Whr,2020,-36.6732,145.0294,150,EBF,AU-Whr
0.859853764805365,0.152769597318226,yes,yes,0.0635751041257014,yes,4.61064463612164,0.326208948601332,0.182465177089091,13.8385582553378,14.037798,NA,NA,NA,11,11,AU-Whr,2021,-36.6732,145.0294,150,EBF,AU-Whr
0.970116487605281,0.250324023839515,yes,yes,0.0879161983779973,yes,2.84382381225916,0.510651645799407,0.204548540171965,29.9373357363318,27.36729,NA,NA,NA,11,12,AU-Wom,2010,-37.4222,144.0944,705,EBF,AU-Wom
0.774619306114529,0.302381771725749,yes,yes,0.152883262809946,yes,3.72155629263974,0.575881531972642,0.237212032370946,28.3502030615037,27.763295,NA,NA,NA,11,12,AU-Wom,2011,-37.4222,144.0944,705,EBF,AU-Wom
0.897036303343127,0.265550949525761,yes,yes,0.101159662914665,yes,3.66227187922512,0.544159544159544,0.236838978015449,26.7523169139596,26.889165,NA,NA,NA,11,12,AU-Wom,2012,-37.4222,144.0944,705,EBF,AU-Wom
0.940039772708574,0.216326480219273,yes,yes,0.0530558255809975,yes,2.85340079607562,0.423974110032362,0.209666392852369,20.5640245392333,19.329028,NA,NA,NA,11,12,AU-Wom,2013,-37.4222,144.0944,705,EBF,AU-Wom
0.918041568358639,0.251016741600966,yes,yes,0.0912817744945273,yes,2.927280943722,0.479648316891332,0.221447865000942,25.6030621947966,28.082316,NA,NA,NA,11,12,AU-Wom,2014,-37.4222,144.0944,705,EBF,AU-Wom
0.886513672804064,0.263571942931503,yes,yes,0.10916444103194,yes,4.15740257484555,0.49375,0.216841722876005,27.0909310710525,26.20468,NA,NA,NA,11,12,AU-Wom,2015,-37.4222,144.0944,705,EBF,AU-Wom
1.06905369500746,0.227382877538921,yes,yes,0.0540039410648293,yes,2.83188566008879,0.431372549019608,0.177600345274061,25.7181980819948,24.6727,NA,NA,NA,11,12,AU-Wom,2016,-37.4222,144.0944,705,EBF,AU-Wom
1.10297412351686,0.258285021532062,yes,yes,0.0847727124248806,yes,2.72550170146434,0.526548672566372,0.218019727663388,29.4260506918133,27.482718,NA,NA,NA,11,12,AU-Wom,2017,-37.4222,144.0944,705,EBF,AU-Wom
0.928861244017892,0.300151626359439,yes,yes,0.126658127594781,yes,3.83614694843281,0.532954965971071,0.231519314842425,29.4680321537478,28.494574,NA,NA,NA,11,12,AU-Wom,2018,-37.4222,144.0944,705,EBF,AU-Wom
0.933124250272072,0.306706655260349,yes,yes,0.0916293766776943,yes,3.64962534666899,0.493757094211124,0.243178893178893,26.7549237044491,26.635982,NA,NA,NA,11,12,AU-Wom,2019,-37.4222,144.0944,705,EBF,AU-Wom
0.980805427993673,0.273213920765062,yes,yes,0.105618846183411,yes,3.2710364252912,0.509159400586515,0.226391942671679,30.5564708328244,25.472167,NA,NA,NA,11,12,AU-Wom,2020,-37.4222,144.0944,705,EBF,AU-Wom
1.00842423344391,0.25054979637293,yes,yes,0.121531691337523,yes,3.71421011972982,0.607933364398882,0.24058398030234,31.3072657219505,26.797512,NA,NA,NA,11,12,AU-Wom,2021,-37.4222,144.0944,705,EBF,AU-Wom
3.73774921414374,0.13674097525468,yes,yes,0.00940888750654429,yes,1.51927692871465,0.399684048208278,0.235533860922795,21.3378394519714,19.899,NA,NA,NA,1,29,BE-Bra,1999,51.30761,4.51984,16,ENF,BE-Bra
4.17510242886987,0.129342670693845,yes,yes,0.00774542658326657,yes,1.3778449463811,0.435733719825276,0.158033877057016,24.1682007238451,19.415881,NA,NA,NA,1,29,BE-Bra,2000,51.30761,4.51984,16,ENF,BE-Bra
4.23917818765799,0.116161533830874,yes,yes,0.00655848644259333,yes,1.35211670732457,0.382958243158644,0.209597514493592,22.3946190831364,17.799247,NA,NA,NA,1,29,BE-Bra,2001,51.30761,4.51984,16,ENF,BE-Bra
4.11640189357109,0.104246927205054,yes,yes,4.0129816100937e-4,yes,-0.540845478249606,0.341234434814041,0.227826444178632,22.7985445114336,17.162536,NA,NA,NA,1,29,BE-Bra,2002,51.30761,4.51984,16,ENF,BE-Bra
5.07038824329885,0.113535062943574,yes,yes,0.0071775978453699,yes,0.993708456916298,0.297340668518004,0.176241370867987,20.0464586269684,19.9336510000001,NA,NA,NA,1,29,BE-Bra,2004,51.30761,4.51984,16,ENF,BE-Bra
3.73366256974102,0.175682884843986,yes,yes,0.00930331270962373,yes,1.40990411713061,0.395073061470474,0.213746197909466,19.5367732367589,26.26872,NA,NA,NA,1,29,BE-Bra,2005,51.30761,4.51984,16,ENF,BE-Bra
4.3244841239748,0.159511858221879,yes,yes,0.0077083087142686,yes,1.12005715366322,0.392227611196574,0.201691088346302,26.8760131538714,25.67689,NA,NA,NA,1,29,BE-Bra,2006,51.30761,4.51984,16,ENF,BE-Bra
4.1896541656787,0.157482309892927,yes,yes,0.00683439230390488,yes,0.864781399956853,0.37293406094563,0.268259179230524,25.5228850109617,23.565313,NA,NA,NA,1,29,BE-Bra,2007,51.30761,4.51984,16,ENF,BE-Bra
4.17833283236149,0.171386779186188,yes,yes,0.00811103301473012,yes,1.38335235709172,0.408383080133085,0.193799635442008,27.1807829056253,27.347846,NA,NA,NA,1,29,BE-Bra,2009,51.30761,4.51984,16,ENF,BE-Bra
3.96729888563436,0.14318485604236,yes,yes,0.00957157199952184,yes,1.59603856919111,0.401810441568603,0.198891123710383,21.1530079614323,24.122124,NA,NA,NA,1,29,BE-Bra,2010,51.30761,4.51984,16,ENF,BE-Bra
4.57653152127776,0.164682245564321,yes,yes,0.00947833304112503,yes,1.26821999682075,0.375743813143016,0.236369112369018,34.3988793570485,28.579625,NA,NA,NA,1,29,BE-Bra,2011,51.30761,4.51984,16,ENF,BE-Bra
4.00876926617757,0.219198894136093,yes,yes,0.0114139789536443,yes,1.64427151682837,0.461455041765203,0.230772416007661,31.0891932847089,31.085678,NA,NA,NA,1,29,BE-Bra,2012,51.30761,4.51984,16,ENF,BE-Bra
4.28557924098795,0.175239356514627,yes,yes,0.00907976146662734,yes,1.55879209636202,0.396023595543193,0.212254425304797,32.0290370152666,28.552642,NA,NA,NA,1,29,BE-Bra,2013,51.30761,4.51984,16,ENF,BE-Bra
4.22224289349009,0.166678623872136,yes,yes,0.00896619157865948,yes,1.6186694625547,0.39626209192735,0.216732864643103,28.542549132258898,26.9732,NA,NA,NA,1,29,BE-Bra,2014,51.30761,4.51984,16,ENF,BE-Bra
4.65672778358044,0.163782665181211,yes,yes,-1.198854025278e-4,yes,-1.07054191833532,0.332461796839202,0.188101806373425,31.1853345136607,34.600416,NA,NA,NA,1,29,BE-Bra,2015,51.30761,4.51984,16,ENF,BE-Bra
3.78778870929438,0.203026306259835,yes,yes,-1.0971332601308e-4,yes,-1.12889055264276,0.488621756183843,0.219920263144324,27.6794475650708,33.311838,NA,NA,NA,1,29,BE-Bra,2016,51.30761,4.51984,16,ENF,BE-Bra
4.29154286623774,0.206249175401847,yes,yes,-1.1752431177137e-4,yes,-1.15263328334614,0.465174475372142,0.193015365801082,30.9629086434465,37.008074,NA,NA,NA,1,29,BE-Bra,2017,51.30761,4.51984,16,ENF,BE-Bra
3.34515178804782,0.191736505585676,yes,yes,-1.1851022404653e-4,yes,-1.14808768927347,0.443886543810014,0.171714090146523,30.6662381268867,65.217447,NA,NA,NA,1,29,BE-Bra,2018,51.30761,4.51984,16,ENF,BE-Bra
4.67762094982823,0.160659483691892,yes,yes,0.0169843670942278,yes,4.18189325289676,0.384083279644637,0.210168832411741,28.7627653846018,26.402998,NA,NA,NA,1,29,BE-Bra,2019,51.30761,4.51984,16,ENF,BE-Bra
4.10897400784643,0.201375629230153,yes,yes,0.00802799279461259,yes,-0.361683438804892,0.468076616121309,0.254010735986813,35.0286019567662,29.0515,NA,NA,NA,1,29,BE-Bra,2021,51.30761,4.51984,16,ENF,BE-Bra
4.40903914962743,0.193557718075223,yes,yes,0.00970708899020792,yes,1.94186344024786,0.42386694626858,0.205220317830801,30.5266007006539,29.0395,NA,NA,NA,1,29,BE-Bra,2022,51.30761,4.51984,16,ENF,BE-Bra
4.32743214421073,0.209234856545413,yes,yes,0.00937226043672541,yes,1.95507061934278,0.460932946946449,0.249036170181001,34.4990307065237,29.7332,NA,NA,NA,1,29,BE-Bra,2023,51.30761,4.51984,16,ENF,BE-Bra
3.53072636185065,0.244137877069439,yes,yes,0.0137215411732861,yes,3.05069334208423,0.560076654503452,0.180631172583179,34.6398200185102,31.21,NA,NA,NA,1,29,BE-Bra,2024,51.30761,4.51984,16,ENF,BE-Bra
5.38195007897298,0.184963921028402,yes,yes,2.4438645807903e-4,yes,-0.642265592032611,0.597658068673458,0.256089502577872,36.3437799824848,27.970938,NA,NA,NA,1,13,BE-Dor,2014,50.311876,4.968113,253,GRA,BE-Dor
5.36856388199795,0.241384150906891,yes,yes,2.5367070220191e-4,yes,-0.694547270345565,0.652568104670534,0.32576257148299,36.7598851426655,28.50263,NA,NA,NA,1,13,BE-Dor,2015,50.311876,4.968113,253,GRA,BE-Dor
7.91455647720181,0.170051678834657,yes,yes,1.5603255703685e-4,yes,-0.707488031227836,0.512014283885663,0.354926191058169,38.0129264003364,28.601935,NA,NA,NA,1,13,BE-Dor,2016,50.311876,4.968113,253,GRA,BE-Dor
5.30247774376778,0.255205769255721,yes,yes,2.7124315601699e-4,yes,-0.672383787762985,0.608223637445313,0.311329392571577,34.7403640546558,25.22986,NA,NA,NA,1,13,BE-Dor,2017,50.311876,4.968113,253,GRA,BE-Dor
4.86919679188722,0.199289496100323,yes,yes,2.2872494318067e-4,yes,-0.692089925836618,0.58226534726491,0.233060309056647,37.1214231334307,28.355928,NA,NA,NA,1,13,BE-Dor,2018,50.311876,4.968113,253,GRA,BE-Dor
3.03444508371421,0.2952683724205,yes,yes,0.0289030882903803,yes,3.52074473372809,0.78253671095913,0.194642095835088,36.035911867527,32.124653,NA,NA,NA,1,13,BE-Dor,2023,50.311876,4.968113,253,GRA,BE-Dor
