response,window_memory,pair,n_sites,median_RMSE_withoutD,median_RMSE_withD,delta_pct,pct_sites_improved,p_onesided_wilcoxon,q_BH,sig
WUE,Raw-lag / 12m,C+T+M vs C+T+D+M,65,0.5224,0.5237,-0.71,53.8,0.2014,0.7372, ns
WUE,Raw-lag / 24m,C+M vs C+M+D,65,0.5012,0.4984,-0.4,55.4,0.3379,0.8808, ns
WUE,Raw-lag / 24m,C+T+M vs C+T+D+M,65,0.4877,0.5007,0.42,43.1,0.8976,0.9301, ns
uWUE,Anomaly / 12m,C vs C+D,65,0.5462,0.5937,0.2,49.2,0.5339,0.9301, ns
uWUE,Anomaly / 12m,C+M vs C+M+D,65,0.5728,0.5786,-0.33,52.3,0.5287,0.9301, ns
uWUE,Anomaly / 12m,C+T vs C+T+D,65,0.6074,0.6024,1.08,47.7,0.8476,0.9301, ns
uWUE,Anomaly / 12m,C+T+M vs C+T+D+M,65,0.5943,0.6548,2.24,47.7,0.7454,0.9301, ns
uWUE,Anomaly / 24m,C vs C+D,65,0.5928,0.5572,0.35,49.2,0.3403,0.8808, ns
uWUE,Anomaly / 24m,C+M vs C+M+D,65,0.5497,0.6611,0.55,46.2,0.6106,0.9301, ns
uWUE,Anomaly / 24m,C+T vs C+T+D,65,0.5967,0.6313,0.15,49.2,0.5235,0.9301, ns
uWUE,Anomaly / 24m,C+T+M vs C+T+D+M,65,0.6296,0.6398,-1.28,53.8,0.5572,0.9301, ns
uWUE,Raw-lag / 12m,C+M vs C+M+D,65,0.4362,0.4464,1.53,44.6,0.83,0.9301, ns
uWUE,Raw-lag / 12m,C+T+M vs C+T+D+M,65,0.4612,0.4482,0.75,44.6,0.5854,0.9301, ns
uWUE,Raw-lag / 24m,C+M vs C+M+D,65,0.4277,0.4576,0.03,49.2,0.5156,0.9301, ns
uWUE,Raw-lag / 24m,C+T+M vs C+T+D+M,65,0.44,0.4549,0.96,46.2,0.8521,0.9301, ns
