unit,method,metric,response,category,n,median_dRMSE,pct_sites_improved,p_onesided_wilcoxon,q_BH,sig
M5vsM6_anom_24m,equal_width,Relative Mortality,WUE,Mid,26,-0.00182,53.8,0.61,0.8687,ns
M5vsM6_anom_24m,equal_width,Relative Mortality,uWUE,Mid,26,-0.00611,57.7,0.2155,0.7185,ns
M5vsM6_anom_24m,equal_width,Relative Mortality,ETmax,Low,32,0.00072,37.5,0.7642,0.8687,ns
M5vsM6_anom_24m,equal_width,Relative Mortality,GPPsat,Low,32,-0.02527,53.1,0.4076,0.8687,ns
M5vsM6_anom_24m,equal_width,Relative Mortality,NEPmax,Low,32,-0.32673,65.6,0.0818,0.5815,ns
M5vsM6_anom_24m,equal_width,Relative Mortality,WUE,Low,32,0.00301,40.6,0.5851,0.8687,ns
M5vsM6_anom_24m,equal_width,Relative Mortality,uWUE,Low,32,0.00252,43.8,0.6833,0.8687,ns
M5vsM6_anom_24m,equal_width,Relative Mortality,ETmax,High,7,-6e-04,57.1,0.6637,0.8687,ns
M5vsM6_anom_24m,equal_width,Relative Mortality,GPPsat,High,7,-0.18429,57.1,0.7766,0.8687,ns
M5vsM6_anom_24m,equal_width,Relative Mortality,NEPmax,High,7,-0.61933,57.1,0.7229,0.8687,ns
M5vsM6_anom_24m,equal_width,Relative Mortality,WUE,High,7,0.03085,28.6,0.8976,0.8976,ns
M5vsM6_anom_24m,equal_width,Relative Mortality,uWUE,High,7,0.02719,28.6,0.8641,0.8862,ns
M5vsM6_anom_24m,equal_width,Relative Disturbance,ETmax,Mid,27,9e-05,48.1,0.438,0.8687,ns
M5vsM6_anom_24m,equal_width,Relative Disturbance,GPPsat,Mid,27,-0.22027,63,0.1838,0.6684,ns
M5vsM6_anom_24m,equal_width,Relative Disturbance,NEPmax,Mid,27,-0.22472,66.7,0.08733,0.5815,ns
M5vsM6_anom_24m,equal_width,Relative Disturbance,WUE,Mid,27,0.00311,48.1,0.6888,0.8687,ns
M5vsM6_anom_24m,equal_width,Relative Disturbance,uWUE,Mid,27,0.00046,48.1,0.5239,0.8687,ns
M5vsM6_anom_24m,equal_width,Relative Disturbance,ETmax,High,9,-0.00143,66.7,0.3178,0.8687,ns
M5vsM6_anom_24m,equal_width,Relative Disturbance,GPPsat,High,9,-0.37967,66.7,0.4528,0.8687,ns
M5vsM6_anom_24m,equal_width,Relative Disturbance,NEPmax,High,9,-0.82644,66.7,0.3611,0.8687,ns
M5vsM6_anom_24m,equal_width,Relative Disturbance,WUE,High,9,0.01224,44.4,0.8284,0.872,ns
M5vsM6_anom_24m,equal_width,Relative Disturbance,uWUE,High,9,-0.00825,55.6,0.5472,0.8687,ns
M5vsM6_anom_24m,equal_width,Relative Disturbance,ETmax,Low,29,0.00073,37.9,0.7818,0.8687,ns
M5vsM6_anom_24m,equal_width,Relative Disturbance,GPPsat,Low,29,0.05705,48.3,0.4228,0.8687,ns
M5vsM6_anom_24m,equal_width,Relative Disturbance,NEPmax,Low,29,-0.38447,65.5,0.101,0.5815,ns
M5vsM6_anom_24m,equal_width,Relative Disturbance,WUE,Low,29,0.00063,41.4,0.6107,0.8687,ns
M5vsM6_anom_24m,equal_width,Relative Disturbance,uWUE,Low,29,0.00201,44.8,0.6272,0.8687,ns
M5vsM6_anom_24m,natural_breaks,Absolute Mortality,ETmax,High,14,-0.00124,71.4,0.1429,0.6494,ns
M5vsM6_anom_24m,natural_breaks,Absolute Mortality,GPPsat,High,14,-0.66875,71.4,0.1732,0.6494,ns
M5vsM6_anom_24m,natural_breaks,Absolute Mortality,NEPmax,High,14,-1.18449,78.6,0.1046,0.6494,ns
M5vsM6_anom_24m,natural_breaks,Absolute Mortality,WUE,High,14,0.02689,35.7,0.9487,0.9487,ns
M5vsM6_anom_24m,natural_breaks,Absolute Mortality,uWUE,High,14,0.00681,42.9,0.6232,0.8605,ns
M5vsM6_anom_24m,natural_breaks,Absolute Mortality,ETmax,Mid,32,0.00048,37.5,0.7525,0.8605,ns
M5vsM6_anom_24m,natural_breaks,Absolute Mortality,GPPsat,Mid,32,-0.45114,62.5,0.1725,0.6494,ns
M5vsM6_anom_24m,natural_breaks,Absolute Mortality,NEPmax,Mid,32,-0.1257,59.4,0.1631,0.6494,ns
M5vsM6_anom_24m,natural_breaks,Absolute Mortality,WUE,Mid,32,-0.00082,50,0.4665,0.8605,ns
M5vsM6_anom_24m,natural_breaks,Absolute Mortality,uWUE,Mid,32,-0.0024,56.2,0.3035,0.8044,ns
M5vsM6_anom_24m,natural_breaks,Absolute Mortality,ETmax,Low,19,0.00073,42.1,0.6637,0.8605,ns
M5vsM6_anom_24m,natural_breaks,Absolute Mortality,GPPsat,Low,19,0.24608,36.8,0.8658,0.906,ns
M5vsM6_anom_24m,natural_breaks,Absolute Mortality,NEPmax,Low,19,-0.48667,68.4,0.3218,0.8044,ns
M5vsM6_anom_24m,natural_breaks,Absolute Mortality,WUE,Low,19,0.00063,42.1,0.5241,0.8605,ns
M5vsM6_anom_24m,natural_breaks,Absolute Mortality,uWUE,Low,19,0.00304,36.8,0.8569,0.906,ns
M5vsM6_anom_24m,natural_breaks,Relative Mortality,ETmax,High,23,-0.00106,60.9,0.1541,0.6494,ns
M5vsM6_anom_24m,natural_breaks,Relative Mortality,GPPsat,High,23,-0.66276,69.6,0.1208,0.6494,ns
M5vsM6_anom_24m,natural_breaks,Relative Mortality,NEPmax,High,23,-0.82644,73.9,0.06609,0.6494,ns
M5vsM6_anom_24m,natural_breaks,Relative Mortality,WUE,High,23,0.01224,43.5,0.7531,0.8605,ns
M5vsM6_anom_24m,natural_breaks,Relative Mortality,uWUE,High,23,0.01078,43.5,0.6481,0.8605,ns
M5vsM6_anom_24m,natural_breaks,Relative Mortality,ETmax,Mid,18,0.00058,38.9,0.8887,0.9089,ns
M5vsM6_anom_24m,natural_breaks,Relative Mortality,GPPsat,Mid,18,0.09704,50,0.757,0.8605,ns
M5vsM6_anom_24m,natural_breaks,Relative Mortality,NEPmax,Mid,18,-0.00907,50,0.5862,0.8605,ns
M5vsM6_anom_24m,natural_breaks,Relative Mortality,WUE,Mid,18,-0.00287,55.6,0.4309,0.8605,ns
M5vsM6_anom_24m,natural_breaks,Relative Mortality,uWUE,Mid,18,-0.00979,61.1,0.271,0.8044,ns
M5vsM6_anom_24m,natural_breaks,Relative Mortality,ETmax,Low,24,0.00072,37.5,0.6179,0.8605,ns
M5vsM6_anom_24m,natural_breaks,Relative Mortality,GPPsat,Low,24,-0.05956,50,0.4376,0.8605,ns
M5vsM6_anom_24m,natural_breaks,Relative Mortality,NEPmax,Low,24,-0.61424,70.8,0.1236,0.6494,ns
M5vsM6_anom_24m,natural_breaks,Relative Mortality,WUE,Low,24,0.00323,37.5,0.7669,0.8605,ns
M5vsM6_anom_24m,natural_breaks,Relative Mortality,uWUE,Low,24,0.00252,41.7,0.784,0.8605,ns
M5vsM6_anom_24m,natural_breaks,Relative Disturbance,ETmax,High,22,-0.00045,54.5,0.2581,0.8044,ns
M5vsM6_anom_24m,natural_breaks,Relative Disturbance,GPPsat,High,22,-0.64548,72.7,0.1212,0.6494,ns
M5vsM6_anom_24m,natural_breaks,Relative Disturbance,NEPmax,High,22,-0.80454,68.2,0.1148,0.6494,ns
M5vsM6_anom_24m,natural_breaks,Relative Disturbance,WUE,High,22,0.0128,45.5,0.6635,0.8605,ns
M5vsM6_anom_24m,natural_breaks,Relative Disturbance,uWUE,High,22,0.01359,40.9,0.7313,0.8605,ns
M5vsM6_anom_24m,natural_breaks,Relative Disturbance,ETmax,Mid,20,-6e-05,50,0.7059,0.8605,ns
M5vsM6_anom_24m,natural_breaks,Relative Disturbance,GPPsat,Mid,20,0.09704,50,0.778,0.8605,ns
M5vsM6_anom_24m,natural_breaks,Relative Disturbance,NEPmax,Mid,20,-0.07605,60,0.2449,0.8044,ns
M5vsM6_anom_24m,natural_breaks,Relative Disturbance,WUE,Mid,20,0.00059,50,0.5813,0.8605,ns
M5vsM6_anom_24m,natural_breaks,Relative Disturbance,uWUE,Mid,20,-0.00979,60,0.3071,0.8044,ns
M5vsM6_anom_24m,natural_breaks,Relative Disturbance,ETmax,Low,23,0.00073,34.8,0.6813,0.8605,ns
M5vsM6_anom_24m,natural_breaks,Relative Disturbance,GPPsat,Low,23,0.05705,47.8,0.4098,0.8605,ns
M5vsM6_anom_24m,natural_breaks,Relative Disturbance,NEPmax,Low,23,-0.83322,69.6,0.1208,0.6494,ns
M5vsM6_anom_24m,natural_breaks,Relative Disturbance,WUE,Low,23,0.00063,39.1,0.7434,0.8605,ns
M5vsM6_anom_24m,natural_breaks,Relative Disturbance,uWUE,Low,23,0.00201,43.5,0.6813,0.8605,ns
M7vsM8_raw_12m,tertiles,Absolute Mortality,ETmax,High,22,-0.00054,59.1,0.1904,0.7617,ns
M7vsM8_raw_12m,tertiles,Absolute Mortality,GPPsat,High,22,0.0859,40.9,0.4483,0.7617,ns
M7vsM8_raw_12m,tertiles,Absolute Mortality,NEPmax,High,22,-0.00736,54.5,0.142,0.7617,ns
M7vsM8_raw_12m,tertiles,Absolute Mortality,WUE,High,22,0.0015,45.5,0.5388,0.7617,ns
M7vsM8_raw_12m,tertiles,Absolute Mortality,uWUE,High,22,0.00347,45.5,0.6635,0.7617,ns
M7vsM8_raw_12m,tertiles,Absolute Mortality,ETmax,Mid,21,0.00056,47.6,0.5553,0.7617,ns
M7vsM8_raw_12m,tertiles,Absolute Mortality,GPPsat,Mid,21,0.03474,47.6,0.4447,0.7617,ns
M7vsM8_raw_12m,tertiles,Absolute Mortality,NEPmax,Mid,21,0.0804,47.6,0.7109,0.7617,ns
M7vsM8_raw_12m,tertiles,Absolute Mortality,WUE,Mid,21,-0.00462,52.4,0.5553,0.7617,ns
M7vsM8_raw_12m,tertiles,Absolute Mortality,uWUE,Mid,21,-0.00359,57.1,0.3383,0.7617,ns
M7vsM8_raw_12m,tertiles,Absolute Mortality,ETmax,Low,22,-0.00042,54.5,0.4871,0.7617,ns
M7vsM8_raw_12m,tertiles,Absolute Mortality,GPPsat,Low,22,-0.03236,54.5,0.1732,0.7617,ns
M7vsM8_raw_12m,tertiles,Absolute Mortality,NEPmax,Low,22,-0.02365,54.5,0.2905,0.7617,ns
M7vsM8_raw_12m,tertiles,Absolute Mortality,WUE,Low,22,-0.00368,54.5,0.3365,0.7617,ns
M7vsM8_raw_12m,tertiles,Absolute Mortality,uWUE,Low,22,1e-04,50,0.7821,0.816,ns
M7vsM8_raw_12m,tertiles,Relative Mortality,ETmax,High,22,-0.00063,63.6,0.142,0.7617,ns
M7vsM8_raw_12m,tertiles,Relative Mortality,GPPsat,High,22,-0.05802,50,0.2905,0.7617,ns
M7vsM8_raw_12m,tertiles,Relative Mortality,NEPmax,High,22,-0.00736,54.5,0.1212,0.7617,ns
M7vsM8_raw_12m,tertiles,Relative Mortality,WUE,High,22,0.0015,45.5,0.4741,0.7617,ns
M7vsM8_raw_12m,tertiles,Relative Mortality,uWUE,High,22,-0.00089,54.5,0.5772,0.7617,ns
M7vsM8_raw_12m,tertiles,Relative Mortality,ETmax,Mid,21,0.00056,42.9,0.7979,0.816,ns
M7vsM8_raw_12m,tertiles,Relative Mortality,GPPsat,Mid,21,0.07272,33.3,0.6743,0.7617,ns
M7vsM8_raw_12m,tertiles,Relative Mortality,NEPmax,Mid,21,0.14311,38.1,0.8433,0.8433,ns
M7vsM8_raw_12m,tertiles,Relative Mortality,WUE,Mid,21,0.00586,47.6,0.6359,0.7617,ns
M7vsM8_raw_12m,tertiles,Relative Mortality,uWUE,Mid,21,0.00063,42.9,0.6359,0.7617,ns
M7vsM8_raw_12m,tertiles,Relative Mortality,ETmax,Low,22,-0.00042,54.5,0.4101,0.7617,ns
M7vsM8_raw_12m,tertiles,Relative Mortality,GPPsat,Low,22,-0.05878,59.1,0.1817,0.7617,ns
M7vsM8_raw_12m,tertiles,Relative Mortality,NEPmax,Low,22,-0.0471,63.6,0.1212,0.7617,ns
M7vsM8_raw_12m,tertiles,Relative Mortality,WUE,Low,22,-0.00757,59.1,0.3247,0.7617,ns
M7vsM8_raw_12m,tertiles,Relative Mortality,uWUE,Low,22,-0.0015,54.5,0.6516,0.7617,ns
M7vsM8_raw_12m,tertiles,Relative Disturbance,ETmax,High,22,-0.00063,63.6,0.1348,0.7617,ns
M7vsM8_raw_12m,tertiles,Relative Disturbance,GPPsat,High,22,-0.05802,50,0.3365,0.7617,ns
M7vsM8_raw_12m,tertiles,Relative Disturbance,NEPmax,High,22,0.01556,50,0.2375,0.7617,ns
