"SITE_ID","siteID","uWUE","ETmax","precipAvail","Gavail","GSmax","CO2avail","G1","EF","EFampl","GPPsat","NEPmax","Rb","Rbmax","aCUE","TZ","nyears","SITE_NAME","LOCATION_LAT","LOCATION_LONG","LOCATION_ELEV","IGBP"
"CA-Qc2","CA-Qc2","2.90265115800609","0.21123706926805","yes","yes","0.00993886021680395","yes","2.82900266749349","0.484317395015555","0.224770003826857","25.4564430715528","21.4544",NA,NA,NA,"-5","4","",49.7598,-74.5711,387.3,"MF"
"CA-Qfo","CA-Qfo","2.65124810541986","0.137280517529125","yes","yes","0.00599201193368636","yes","2.62691745490965","0.318902893783144","0.154487092585231","14.3521593501671","12.52746","2.82653844262143","4.79761721607177","0.394232753442636","-5","8","Quebec - Eastern Boreal, Mature Black Spruce",49.6925,-74.3421,382,"ENF"
"CA-SF1","CA-SF1","2.70355734621597","0.211001805401943","yes","yes","0.0127378743052651","yes","3.21899592244211","0.494482784315845","0.265636358869896","22.4803990139643","14.572203",NA,NA,NA,"-6","4","Saskatchewan - Western Boreal, forest burned in 1977",54.485,-105.8176,536,"ENF"
"CA-SF2","CA-SF2","3.4314952125159","0.22747689534753","yes","yes","0.0138029487632616","yes","2.05521115121846","0.511635353579161","0.31284318562141","28.9093645246464","21.0026",NA,NA,NA,"-6","6","Saskatchewan - Western Boreal, forest burned in 1989",54.2539,-105.8775,520,"ENF"
"CA-SF3","CA-SF3","1.85766700116169","0.189608334173846","yes","yes","0.00885486514748041","yes","4.68271005718099","0.426618537174342","0.211576353685439","12.112444519026","11.7124",NA,NA,NA,"-6","6","Saskatchewan - Western Boreal, forest burned in 1998",54.0916,-106.0053,540,"OSH"
"CA-TP2","CA-TP2","3.06794638556338","0.33176622528345","yes","yes","0.0263383564199264","yes","2.96647125713804","0.634351326484807","0.39816319419099","39.0628774212117","32.11602",NA,NA,NA,"-5","5","Ontario - Turkey Point 1989 Plantation White Pine",42.7744,-80.4588,212,"ENF"
"CA-TP3","CA-TP3","3.65489225657048","0.200593873675059","yes","yes","0.0137624628042915","yes","1.98432949337559","0.438586456290131","0.31680717097758","28.257241474209","27.012",NA,NA,NA,"-5","16","Ontario - Turkey Point 1974 Plantation White Pine",42.7068,-80.3483,184,"ENF"
"CA-TP4","CA-TP4","3.52123100608023","0.203643559492849","yes","yes","0.0131217362050555","yes","1.83609439019697","0.423491768099222","0.233057673278473","27.715372509259","24.36589",NA,NA,NA,"-5","13","Ontario - Turkey Point 1939 Plantation White Pine",42.7102,-80.3574,184,"ENF"
"CA-TPD","CA-TPD","3.97826128517401","0.224293548550274","yes","yes","0.0094893348811916","yes","1.06993762823287","0.555419076758157","0.238267675471081","31.2857750975637","31.3381",NA,NA,NA,"-5","12","Ontario - Turkey Point Mature Deciduous",42.6353,-80.5577,260,"DBF"
"CG-Tch","CG-Tch","3.13231414418955","0.207010213049892","yes","yes","0.000197385331190818","yes","-0.896381990954194","0.53065842561909","0.121198485545961","31.4021925661421","23.322304",NA,NA,NA,"1","4","Tchizalamou",-4.2892,11.6564,82,"SAV"
"CH-Cha","CH-Cha","3.33314396725758","0.305926128814887","yes","yes","0.0240782883348033","yes","1.6355213650199","0.777483515002765","0.197426447009209","42.3804086208913","33.2628","6.06918334604794","11.2034972163669","-0.16611494486307","1","19","Chamau",47.2102,8.4104,393,"GRA"
"CH-Fru","CH-Fru","2.60950242887978","0.273496486730391","yes","yes","0.0151504993124827","yes","0.107247124159978","0.725203727361956","0.145941641085605","34.2625400110258","28.446572","5.81033635851846","11.3552836869382","0.0791219764085149","1","19","Früebüel",47.1158,8.5378,982,"GRA"
"CL-SDF","CL-SDF","3.14837523834025","0.209614277879709","yes","yes","0.0190103310669645","yes","1.36249869930184","0.396196340767521","0.23555571963205","23.7761839990418","21.255174",NA,NA,NA,"-3","5","",-41.883,-73.676,31,"EBF"
"CN-Cha","CN-Cha","3.83922054038373","0.232649505123003","yes","yes","0.00067830762616928","yes","-4.05413533100619","0.650392850127676","0.2593293510698","33.2351127441862","29.83536",NA,NA,NA,"8","3","Changbaishan",42.4025,128.0958,762,"MF"
"CN-Cng","CN-Cng","2.2085576411698","0.221038984836357","yes","yes","0.00685842190366014","yes","2.46742049508017","0.566464011450663","0.261606772944875","18.0332081926242","18.05345",NA,NA,NA,"8","4","Changling",44.5934,123.5092,142,"GRA"
"CN-Dan","CN-Dan","0.536113700023222","0.321651887775095","yes","yes","0.000210938068471706","yes","-5.15718907418025","0.662611077667383","0.292513663061119","7.09167268418558","7.3465488",NA,NA,NA,"8","2","Dangxiong",30.4978,91.0664,4319,"GRA"
"CN-Din","CN-Din","2.70972868611027","0.240053327883241","yes","yes","0.000458628514558485","yes","-4.65336921965746","0.558368136021712","0.246623955050693","20.3047350230617","19.931844",NA,NA,NA,"8","3","Dinghushan",23.1733,112.5361,272,"EBF"
"CN-Du2","CN-Du2","1.3620644457023","0.228649792623422","yes","yes","0.000236385137231056","yes","-0.914883760130672","0.59510133724009","0.23171833929649","10.0903628492634","9.65874280000001",NA,NA,NA,"8","3","Duolun_grassland (D01)",42.0467,116.2836,1320,"GRA"
"CN-Du3","CN-Du3","0.825774633161484","0.172378917074491","yes","yes","0.00373173930217133","yes","5.42642913114623","0.615674574404732","0.189459690197788","4.0964940755752","5.785422",NA,NA,NA,"8","2","Duolun Degraded Meadow",42.0551,116.2809,1310,"GRA"
"CN-Ha2","CN-Ha2","1.45834455791957","0.313349352766095","yes","yes","0.000473871059839413","yes","-3.66882926189057","0.635298585898089","0.172471469489543","21.6379982223209","18.719146",NA,NA,NA,"8","3","Haibei Shrubland",37.6086,101.3269,3201,"WET"
"CN-HaM","CN-HaM","1.95665333427885","0.219737882127516","yes","yes","0.00672383026481654","yes","0.898547969642104","0.662278718796605","0.170789373357158","17.5428992192448","16.621381",NA,NA,NA,"8","3","Haibei Alpine Tibet site",37.37,101.18,4001,"GRA"
"CN-Qia","CN-Qia","3.1347779984189","0.295126628440735","yes","yes","0.000440395880385486","yes","-4.56004131789631","0.663337643891342","0.286137967650216","25.6396372136346","26.593408",NA,NA,NA,"8","3","Qianyanzhou",26.7414,115.0581,109,"ENF"
"CN-Sw2","CN-Sw2","0.765788952580648","0.104950773829806","yes","yes","9.74748045150078e-05","yes","-1.49942950551023","0.261254689021989","0.286679761106582","3.24431356064019","10.940868",NA,NA,NA,"8","3","Siziwang Grazed (SZWG)",41.7902,111.8971,1445,"GRA"
"CZ-BK2","CZ-BK2","4.12677849071908","0.146175529618064","yes","yes","0.000429492089547493","yes","-0.764666351815602","0.507590716453519","0.199606752391826","25.7454255469323","21.01226",NA,NA,NA,"1","9","Bily Kriz grassland",49.4944,18.5429,855,"GRA"
"CZ-KrP","CZ-KrP","3.78249114946949","0.208034548638516","yes","yes","0.0089281995777643","yes","0.861762351124674","0.618744346372962","0.248113653122843","36.7066366230381","31.987788",NA,NA,NA,"1","7","",49.573257,15.078773,540,"CRO"
"CZ-RAJ","CZ-RAJ","4.33634057527268","0.138571406079927","yes","yes","0.00633013569679832","yes","0.517424026515453","0.327796698520021","0.158091399774113","25.2704482561444","22.009396",NA,NA,NA,"1","11","",49.4437236,16.6965125,648,"ENF"
"CZ-Stn","CZ-Stn","4.08023698609067","0.224443089192683","yes","yes","0.00100317233465023","yes","-0.69262958791808","0.571239113745141","0.229903234362603","33.5895600872129","32.116644","3.32949455154209","6.44307206015562","0.635631098722376","1","13","",49.035975,17.9699,564,"DBF"
"DE-Akm","DE-Akm","3.15613233244555","0.245041872484495","yes","yes","0.000708773325120723","yes","-0.800426992028345","0.645150872033737","0.231903976906518","35.1051562932598","28.3725",NA,NA,NA,"1","15","Anklam",53.8662,13.6834,-1,"WET"
"DE-Geb","DE-Geb","4.03689098546628","0.224097939639643","yes","yes","0.0227650124948536","yes","2.65684894295229","0.72544077367621","0.267253928561558","41.5225601979658","37.9693",NA,NA,NA,"1","1","Gebesee",51.09973,10.91463,163,"CRO"
"DE-Har","DE-Har","3.70339543864651","0.217044748485808","yes","yes","0.0132227473995129","yes","-0.607767820885384","0.413243922883487","0.18105649833692","28.5475026763953","27.3512",NA,NA,NA,"1","5","",47.933,7.5981,201,"MF"
"DE-Hdn","DE-Hdn","4.53719626203462","0.219148031980072","yes","yes","0.000357309962986847","yes","-0.77711297716405","0.624534212631405","0.240669436139872","40.1827535140428","41.7561059999999",NA,NA,NA,"1","4","",53.86825,13.268543,19,"CRO"
"DE-Hte","DE-Hte","2.06270791973719","0.20501276292806","yes","yes","0.00144734531985116","yes","-0.661411527659754","0.679131911964383","0.208203722197551","19.4729221149926","21.966322","2.20749632084025","4.80344310530894","0.65899136565245","1","10","Huetelmoor",54.2103,12.1761,0.2,"WET"
"DE-Lkb","DE-Lkb","1.18482904736714","0.189901578502409","yes","yes","0.0139555335195844","yes","3.73367049637823","0.453727412393006","0.137901403130162","11.7260332625222","9.429767",NA,NA,NA,"1","5","Lackenberg",49.0996,13.3047,1308,"ENF"
"DE-Lnf","DE-Lnf","3.72899192099441","0.21770261186336","yes","yes","0.0196165033747012","yes","2.52214742193443","0.528976688512797","0.187182618752501","33.8544053940675","32.7719999999999",NA,NA,NA,"1","7","Leinefelde",51.3282,10.3678,451,"DBF"
"DE-Msr","DE-Msr","2.94752534075043","0.271917382720213","yes","yes","0.00743798687993333","yes","0.201618970965847","0.59747551789355","0.233628198303739","29.2959103040948","40.6948429999999","9.36372821107002","14.8519540657594","-0.612425322648961","1","5","",47.809181,11.456168,602.07,"ENF"
"DE-Obe","DE-Obe","3.98770503416743","0.17814524995349","yes","yes","0.0134264692886536","yes","1.81923131005719","0.45576593923834","0.21335788527195","32.4237773064492","25.98",NA,NA,NA,"1","10","Oberbärenburg",50.7867,13.7213,734,"ENF"
"DE-Rns","DE-Rns","3.643271145086","0.2258051909753","yes","yes","0.0103642067650971","yes","1.73841872851392","0.755480137977078","0.360510892746513","37.7389125165052","39.8896",NA,NA,NA,"1","3","",51.494953,9.932118,155,"CRO"
"DE-RuR","DE-RuR","3.11235324249935","0.225685140688112","yes","yes","0.016423750260918","yes","2.82811396877797","0.736438544206248","0.195881653493613","34.4971241371687","27.521558",NA,NA,NA,"1","13","Rollesbroich",50.6219142,6.3041256,514.7,"GRA"
"DE-Seh","DE-Seh","3.41492033954392","0.264576705470273","yes","yes","0.0339966550402696","yes","4.52246205392319","0.862276881415179","0.241348883437297","40.9999173605507","35.634283",NA,NA,NA,"1","4","Selhausen",50.8706,6.4497,103,"CRO"
"DE-SfN","DE-SfN","1.60598472754769","0.231038874924439","yes","yes","0.00956990985264327","yes","3.48348584102997","0.511644743831374","0.138824657410387","14.262984470376","13.727444",NA,NA,NA,"1","3","Schechenfilz Nord",47.8064,11.3275,590,"WET"
"DE-Spw","DE-Spw","4.29053715260997","0.2454459193992","yes","yes","0.000968337133956751","yes","-0.770950903232455","0.571440774321517","0.238441594723422","33.3886826903932","32.970866",NA,NA,NA,"1","5","Spreewald",51.8922,14.0337,61,"WET"
"DE-Zrk","DE-Zrk","1.54281230421196","0.238347400446492","yes","yes","0.0131376872086475","yes","4.82802213261156","0.765958300977917","0.159479097412228","13.4347822997909","10.97708",NA,NA,NA,"1","2","Zarnekow",53.8759,12.889,0,"WET"
"DK-Eng","DK-Eng","2.47317999897856","0.123580421485526","yes","yes","0.00605417555908488","yes","2.74658481826975","0.558128643830514","0.17579492197169","16.4012803590842","12.352116",NA,NA,NA,"1","4","Enghave",55.6905,12.1918,10,"GRA"
"DK-Fou","DK-Fou","9.19271212212773","0.0914848548679889","yes","yes","0.00388403142299021","yes","-0.0258129561146356","0.257168257182456","0.308176211053029","37.7749137526719","24.444126",NA,NA,NA,"1","1","Foulum",56.4842,9.5872,51,"CRO"
"DK-Sor","DK-Sor","3.99788951866382","0.225644133667037","yes","yes","0.0414253878658275","yes","2.7523719811962","0.546528103757019","0.258642336459039","39.8169110679666","33.9389",NA,NA,NA,"1","29","Soroe",55.4858694,11.6446444,55,"DBF"
"EE-Pts","EE-Pts","1.36457120054162","0.187842750391759","yes","yes","0.0146226534741879","yes","8.39745357804378","0.536772242020669","0.261981056582686","9.56737868928953","6.8254844",NA,NA,NA,"2","2","",58.563316,24.368887,16,"WET"
"ES-Abr","ES-Abr","3.03773098422884","0.165793831626221","yes","yes","0.00673341750724544","yes","2.34546080310579","0.407619951158617","0.208879772386117","16.7499006148576","14.834028",NA,NA,NA,"1","6","",38.701839,-6.785881,281,"SAV"
"ES-Agu","ES-Agu","2.26434933580065","0.0898376576866584","yes","yes","0.00370871076572805","yes","2.38226638945402","0.18567115488459","0.177750963535254","8.0569607469","7.947513",NA,NA,NA,"1","15","",36.940046,-2.033208,197,"OSH"
"ES-Amo","ES-Amo","1.06499370105595","0.0756802682793279","yes","yes","0.00494638950138555","yes","7.09579244558044","0.281399671011082","0.18523507406021","4.03294490156806","5.2582434",NA,NA,NA,"1","6","Amoladeras",36.8336,-2.2523,58,"OSH"
"ES-LgS","ES-LgS","1.58116677117785","0.12002912459109","yes","yes","0.00541830460880524","yes","1.70146137937674","0.311418885557373","0.139402060727798","7.22154942012429","7.1468304",NA,NA,NA,"1","3","Laguna Seca",37.0979,-2.9658,2267,"OSH"
"ES-LJu","ES-LJu","1.17064829612256","0.0970679898278142","yes","yes","0.00316440329042242","yes","3.40477322584502","0.236770737775433","0.132121786221632","4.96041203687508","5.381046",NA,NA,NA,"1","17","Llano de los Juanes",36.9266,-2.7521,1600,"OSH"
"ES-LM1","ES-LM1","2.98559078665988","0.205148455162855","yes","yes","0.00750348716747059","yes","2.61420896695958","0.485319590091897","0.241241386879848","19.9525815787127","17.071704",NA,NA,NA,"1","7","",39.94269,-5.778683,263,"SAV"
"ES-LM2","ES-LM2","3.19219570330565","0.18791446578647","yes","yes","0.00681107886482004","yes","2.29093159948043","0.458095654709828","0.244144958324908","19.2489495762669","16.15433",NA,NA,NA,"1","7","",39.934592,-5.775881,270,"SAV"
"FI-Jok","FI-Jok","2.61595158896053","0.13699964011738","yes","yes","0.00541061876766699","yes","1.79066377167857","0.647271514033694","0.374779658434761","17.4805144250544","11.401439","1.85592359545716","4.05096244475299","0.955351648185926","2","4","Jokioinen",60.8986,23.5134,109,"CRO"
"FI-Lom","FI-Lom","1.72915951415294","0.185055268595733","yes","yes","0.0202847689860118","yes","7.35988058269548","0.577091325239375","0.161751465869798","15.8974590377879","11.91232",NA,NA,NA,"2","3","Lompolojankka",67.9972,24.2092,274,"WET"
"FI-Qvd","FI-Qvd","3.73319420407979","0.167282070997866","yes","yes","0.00030811484908113","yes","-0.84545348657575","0.602813554596539","0.213528859502905","28.0093431020553","20.31565",NA,NA,NA,"2","3","",60.295242,22.391607,0,"CRO"
"FI-Sii","FI-Sii","0.954595712531681","0.211740808913427","yes","yes","0.0102590428399273","yes","9.83019850023349","0.651141432694831","0.139580170506951","7.71303526967885","6.03","1.17383779015196","2.18003003370601","0.721817343700208","2","7","Siikaneva",61.83265,24.19285,164,"WET"
"FI-Var","FI-Var","2.75377876556979","0.0933596854623263","yes","yes","0.0102554862852262","yes","3.49582086945774","0.310292022061839","0.151407686627588","13.1397841650148","10.327609",NA,NA,NA,"2","2","",67.7549,29.61,395,"ENF"
"FR-CLt","FR-CLt","2.21121317722968","0.254239554185653","yes","yes","0.0139549338004526","yes","1.62357882805454","0.632420474187973","0.257721670288419","25.7391072311934","25.432695",NA,NA,NA,"1","2","",45.0414,6.41053,2050.6,"GRA"
"FR-EM2","FR-EM2","4.06391669831737","0.29569308996938","yes","yes","0.0191879415954071","yes","-0.352200561394666","0.68625224499767","0.270324261078751","53.409519841333","45.848684",NA,NA,NA,"1","7","",49.8721083,3.02065,84,"CRO"
"FR-Lam","FR-Lam","3.91129691475158","0.289111287482804","yes","yes","0.0182199694444067","yes","1.75357640081254","0.730599598941184","0.237665301092427","42.5651127792635","43.260344",NA,NA,NA,"1","16","",43.49648,1.23785,182,"CRO"
"FR-LBr","FR-LBr","3.40582786341119","0.219368557622431","yes","yes","0.0107327230781761","yes","2.16690651163892","0.48073995652817","0.219906938472128","27.4084391882119","23.973736",NA,NA,NA,"1","13","Le Bray",44.7171,-0.7693,61,"ENF"
"FR-Lus","FR-Lus","3.22031046132391","0.266438587477091","yes","yes","0.0188057408685307","yes","2.65837552240798","0.687369489246068","0.227445079014238","44.6012268963022","33.3498",NA,NA,NA,"1","3","",46.4142461,0.1206518,154,"GRA"
"FR-Mej","FR-Mej","3.72938010848801","0.20962052700462","yes","yes","0.0127808198483298","yes","2.17203897659544","0.644495958671956","0.186956473722495","36.3097379945686","35.171412",NA,NA,NA,"1","5","",48.1184,-1.79635,40,"GRA"
"FR-Tou","FR-Tou","2.81493692098733","0.223523841138967","yes","yes","0.0103959775873311","yes","3.02758578885854","0.575394854908155","0.217875392663554","24.6793882579226","20.576568",NA,NA,NA,"1","6","",43.572855,1.37474,158,"GRA"
"GH-Ank","GH-Ank","2.60458552290566","0.33830280509479","yes","yes","0.0289824717520473","yes","1.83198925157435","0.691053636700426","0.18181059069222","43.5770055341211","43.6397240000001",NA,NA,NA,"0","4","Ankasa",5.2685,-2.6942,124,"EBF"
"IE-CaC","IE-CaC","8.4333344337049","0.0967671500207701","yes","yes","0.00364665211079751","yes","-0.300193763099867","0.341814364180773","0.29340974155821","37.3463549461084","31.124212",NA,NA,NA,"0","6","",52.85879,-6.918136,58,"CRO"
"IE-CaN","IE-CaN","7.85049417199216","0.109938408642521","yes","yes","0.00428107037272212","yes","-0.502383273675866","0.444954573948667","0.379764280061745","41.4530334825942","32.35737",NA,NA,NA,"0","5","",52.85879,-6.918136,58,"CRO"
