response,window_memory,pair,n_sites,median_RMSE_withoutD,median_RMSE_withD,delta_pct,pct_sites_improved,p_onesided_wilcoxon,q_BH,sig
WUE,Raw-lag / 12m,C+T+M vs C+T+D+M,93,0.4734,0.4551,-1.05,52.7,0.7737,0.844, ns
WUE,Raw-lag / 24m,C+M vs C+M+D,93,0.4866,0.4747,-1.23,59.1,0.3437,0.5729, ns
WUE,Raw-lag / 24m,C+T+M vs C+T+D+M,93,0.4779,0.4697,-0.4,53.8,0.6175,0.7427, ns
uWUE,Anomaly / 12m,C vs C+D,93,0.6885,0.6902,-2.53,52.7,0.1596,0.3089, ns
uWUE,Anomaly / 12m,C+M vs C+M+D,93,0.7087,0.6888,-1.49,54.8,0.2229,0.3933, ns
uWUE,Anomaly / 12m,C+T vs C+T+D,93,0.6847,0.6573,-2.71,54.8,0.1443,0.2885, ns
uWUE,Anomaly / 12m,C+T+M vs C+T+D+M,93,0.6816,0.6636,-2.55,55.9,0.1123,0.2566, ns
uWUE,Anomaly / 24m,C vs C+D,93,0.7156,0.6872,-2.99,57,0.09765,0.2441, ns
uWUE,Anomaly / 24m,C+M vs C+M+D,93,0.7063,0.6791,-2.66,55.9,0.1197,0.2566, ns
uWUE,Anomaly / 24m,C+T vs C+T+D,93,0.6716,0.6588,-2.64,59.1,0.05172,0.1633, ns
uWUE,Anomaly / 24m,C+T+M vs C+T+D+M,93,0.6789,0.6603,-2.8,60.2,0.05091,0.1633, ns
uWUE,Raw-lag / 12m,C+M vs C+M+D,93,0.4546,0.4763,0.62,46.2,0.7475,0.844, ns
uWUE,Raw-lag / 12m,C+T+M vs C+T+D+M,93,0.4516,0.4813,0.8,47.3,0.8251,0.8685, ns
uWUE,Raw-lag / 24m,C+M vs C+M+D,93,0.445,0.4528,0.41,43,0.8899,0.905, ns
uWUE,Raw-lag / 24m,C+T+M vs C+T+D+M,93,0.4527,0.4591,-0.27,51.6,0.7475,0.844, ns
