family,window,response,share,se,cc,n_vars,per_var,learner
mortality_loss_severity_pct_thresh,12 months,WUE,1.24090482109972,0.0411399625094019,Tree cover change,5,0.248180964219944,LightGBM (Optuna)
mortality_loss_severity_pct_thresh,24 months,ETmax,6.16199280169414,0.233625799213036,Tree cover change,5,1.23239856033883,LightGBM (Optuna)
mortality_loss_severity_pct_thresh,24 months,GPPsat,0.668131285458883,0.0305720289203689,Tree cover change,5,0.133626257091777,LightGBM (Optuna)
mortality_loss_severity_pct_thresh,24 months,NEPmax,1.11325585370486,0.0356287572890474,Tree cover change,5,0.222651170740972,LightGBM (Optuna)
mortality_loss_severity_pct_thresh,24 months,WUE,1.30558832387597,0.0475158802147139,Tree cover change,5,0.261117664775194,LightGBM (Optuna)
new_deadwood_gain_pp,12 months,ETmax,9.68196620165471,0.334542313638914,Standing mortality / deadwood,10,0.968196620165471,LightGBM (Optuna)
new_deadwood_gain_pp,12 months,GPPsat,4.57848624087125,0.180501562337056,Standing mortality / deadwood,10,0.457848624087125,LightGBM (Optuna)
new_deadwood_gain_pp,12 months,NEPmax,2.67207452931375,0.0852469133341442,Standing mortality / deadwood,10,0.267207452931375,LightGBM (Optuna)
new_deadwood_gain_pp,12 months,WUE,3.2884271032081,0.0951954923350427,Standing mortality / deadwood,10,0.32884271032081,LightGBM (Optuna)
new_deadwood_gain_pp,24 months,ETmax,3.59023386046039,0.0789137073614467,Standing mortality / deadwood,10,0.359023386046039,LightGBM (Optuna)
new_deadwood_gain_pp,24 months,GPPsat,2.14598686833071,0.0691654834768399,Standing mortality / deadwood,10,0.214598686833071,LightGBM (Optuna)
new_deadwood_gain_pp,24 months,NEPmax,3.29085942859761,0.118260471834329,Standing mortality / deadwood,10,0.329085942859761,LightGBM (Optuna)
new_deadwood_gain_pp,24 months,WUE,2.93374134292209,0.10189521969103,Standing mortality / deadwood,10,0.293374134292209,LightGBM (Optuna)
new_deadwood_gain_pp_thresh,12 months,ETmax,10.3985365916266,0.401770371633143,Standing mortality / deadwood,10,1.03985365916266,LightGBM (Optuna)
new_deadwood_gain_pp_thresh,12 months,GPPsat,2.5689134320111,0.093141569993144,Standing mortality / deadwood,10,0.25689134320111,LightGBM (Optuna)
new_deadwood_gain_pp_thresh,12 months,NEPmax,1.79916582550426,0.0645120743379995,Standing mortality / deadwood,10,0.179916582550426,LightGBM (Optuna)
new_deadwood_gain_pp_thresh,12 months,WUE,6.67440739690083,0.210409262229235,Standing mortality / deadwood,10,0.667440739690083,LightGBM (Optuna)
new_deadwood_gain_pp_thresh,24 months,ETmax,7.97134994744841,0.277268540837757,Standing mortality / deadwood,10,0.797134994744841,LightGBM (Optuna)
new_deadwood_gain_pp_thresh,24 months,GPPsat,1.19935560469859,0.0389004792659648,Standing mortality / deadwood,10,0.119935560469859,LightGBM (Optuna)
new_deadwood_gain_pp_thresh,24 months,NEPmax,1.12434544601703,0.0475045342928203,Standing mortality / deadwood,10,0.112434544601703,LightGBM (Optuna)
new_deadwood_gain_pp_thresh,24 months,WUE,6.29092964657853,0.19545388291183,Standing mortality / deadwood,10,0.629092964657853,LightGBM (Optuna)
new_mortality_rate_pct,12 months,ETmax,7.2459127058296,0.370434422869046,Standing mortality / deadwood,10,0.72459127058296,LightGBM (Optuna)
new_mortality_rate_pct,12 months,GPPsat,4.29227984579993,0.13508978052988,Standing mortality / deadwood,10,0.429227984579993,LightGBM (Optuna)
new_mortality_rate_pct,12 months,NEPmax,4.83293543195986,0.112239092931288,Standing mortality / deadwood,10,0.483293543195986,LightGBM (Optuna)
new_mortality_rate_pct,12 months,WUE,4.01724379139609,0.106477228701959,Standing mortality / deadwood,10,0.401724379139609,LightGBM (Optuna)
new_mortality_rate_pct,24 months,ETmax,6.13848496293628,0.128329648631021,Standing mortality / deadwood,10,0.613848496293628,LightGBM (Optuna)
new_mortality_rate_pct,24 months,GPPsat,1.58862576604834,0.0504499384520077,Standing mortality / deadwood,10,0.158862576604834,LightGBM (Optuna)
new_mortality_rate_pct,24 months,NEPmax,5.19569803479871,0.110202650045334,Standing mortality / deadwood,10,0.519569803479871,LightGBM (Optuna)
new_mortality_rate_pct,24 months,WUE,2.73843620814684,0.0894124630335418,Standing mortality / deadwood,10,0.273843620814684,LightGBM (Optuna)
new_mortality_rate_pct_thresh,12 months,ETmax,7.31949358713684,0.307117420647059,Standing mortality / deadwood,10,0.731949358713684,LightGBM (Optuna)
new_mortality_rate_pct_thresh,12 months,GPPsat,1.96984953919606,0.0850474590544852,Standing mortality / deadwood,10,0.196984953919606,LightGBM (Optuna)
new_mortality_rate_pct_thresh,12 months,NEPmax,1.25494449656627,0.039718928335981,Standing mortality / deadwood,10,0.125494449656627,LightGBM (Optuna)
new_mortality_rate_pct_thresh,12 months,WUE,3.5164075024994,0.124238308618704,Standing mortality / deadwood,10,0.35164075024994,LightGBM (Optuna)
new_mortality_rate_pct_thresh,24 months,ETmax,6.59459750118591,0.268354946211904,Standing mortality / deadwood,10,0.659459750118591,LightGBM (Optuna)
new_mortality_rate_pct_thresh,24 months,GPPsat,0.825153998750993,0.0359878419844467,Standing mortality / deadwood,10,0.0825153998750993,LightGBM (Optuna)
new_mortality_rate_pct_thresh,24 months,NEPmax,2.11621624731646,0.0724042061575419,Standing mortality / deadwood,10,0.211621624731646,LightGBM (Optuna)
new_mortality_rate_pct_thresh,24 months,WUE,2.32611357440969,0.0865294538417218,Standing mortality / deadwood,10,0.232611357440969,LightGBM (Optuna)
relative_disturbance,12 months,ETmax,14.762056713566,0.553240423724713,Combined index (rho = 0.97 with rel. mortality),10,1.4762056713566,LightGBM (Optuna)
relative_disturbance,12 months,GPPsat,23.4209425452697,0.862619524058025,Combined index (rho = 0.97 with rel. mortality),10,2.34209425452697,LightGBM (Optuna)
relative_disturbance,12 months,NEPmax,29.7909269810411,0.765798223911796,Combined index (rho = 0.97 with rel. mortality),10,2.97909269810411,LightGBM (Optuna)
relative_disturbance,12 months,WUE,31.7307019895311,0.712442998584619,Combined index (rho = 0.97 with rel. mortality),10,3.17307019895311,LightGBM (Optuna)
relative_disturbance,24 months,ETmax,11.8013927089725,0.366731930515209,Combined index (rho = 0.97 with rel. mortality),10,1.18013927089725,LightGBM (Optuna)
relative_disturbance,24 months,GPPsat,30.633705949568,0.737702605425276,Combined index (rho = 0.97 with rel. mortality),10,3.0633705949568,LightGBM (Optuna)
relative_disturbance,24 months,NEPmax,24.5282687180577,0.555118126792272,Combined index (rho = 0.97 with rel. mortality),10,2.45282687180577,LightGBM (Optuna)
relative_disturbance,24 months,WUE,33.6049355925366,0.670957806062997,Combined index (rho = 0.97 with rel. mortality),10,3.36049355925366,LightGBM (Optuna)
relative_mortality,12 months,ETmax,8.65451103426934,0.233755155665441,Standing mortality / deadwood,15,0.576967402284623,LightGBM (Optuna)
relative_mortality,12 months,GPPsat,11.6001143611923,0.260860226425136,Standing mortality / deadwood,15,0.773340957412818,LightGBM (Optuna)
relative_mortality,12 months,NEPmax,10.4830124074564,0.233687946304448,Standing mortality / deadwood,15,0.698867493830427,LightGBM (Optuna)
relative_mortality,12 months,WUE,7.13968131545288,0.348152629775896,Standing mortality / deadwood,15,0.475978754363525,LightGBM (Optuna)
relative_mortality,24 months,ETmax,14.31206401661,0.245213902566343,Standing mortality / deadwood,15,0.954137601107332,LightGBM (Optuna)
relative_mortality,24 months,GPPsat,11.178798063124,0.232199751151938,Standing mortality / deadwood,15,0.745253204208268,LightGBM (Optuna)
relative_mortality,24 months,NEPmax,11.4932953058023,0.237598774744392,Standing mortality / deadwood,15,0.766219687053483,LightGBM (Optuna)
relative_mortality,24 months,WUE,6.92309446160388,0.239720803619778,Standing mortality / deadwood,15,0.461539630773592,LightGBM (Optuna)
relative_tree_loss_pct,12 months,ETmax,12.6865765125204,0.374366105560508,Tree cover change,10,1.26865765125204,LightGBM (Optuna)
relative_tree_loss_pct,12 months,GPPsat,11.9430280903484,0.375195679951741,Tree cover change,10,1.19430280903484,LightGBM (Optuna)
relative_tree_loss_pct,12 months,NEPmax,9.42752129652294,0.283044399855623,Tree cover change,10,0.942752129652294,LightGBM (Optuna)
relative_tree_loss_pct,12 months,WUE,5.51241842190117,0.156440309237388,Tree cover change,10,0.551241842190117,LightGBM (Optuna)
relative_tree_loss_pct,24 months,ETmax,8.66572582281384,0.21433105425502,Tree cover change,10,0.866572582281384,LightGBM (Optuna)
relative_tree_loss_pct,24 months,GPPsat,9.86134230676386,0.384317729172767,Tree cover change,10,0.986134230676386,LightGBM (Optuna)
relative_tree_loss_pct,24 months,NEPmax,11.8583664670957,0.329711039277632,Tree cover change,10,1.18583664670957,LightGBM (Optuna)
relative_tree_loss_pct,24 months,WUE,4.27833798812664,0.18523071046882,Tree cover change,10,0.427833798812664,LightGBM (Optuna)
relative_tree_loss_pct_thresh,12 months,ETmax,7.87713669639646,0.340515820220096,Tree cover change,10,0.787713669639646,LightGBM (Optuna)
relative_tree_loss_pct_thresh,12 months,GPPsat,6.11645388131882,0.280228014013927,Tree cover change,10,0.611645388131882,LightGBM (Optuna)
relative_tree_loss_pct_thresh,12 months,NEPmax,2.27915531154401,0.0669158225860682,Tree cover change,10,0.227915531154401,LightGBM (Optuna)
relative_tree_loss_pct_thresh,12 months,WUE,4.50143503235107,0.132862834020014,Tree cover change,10,0.450143503235107,LightGBM (Optuna)
relative_tree_loss_pct_thresh,24 months,ETmax,6.02541308930069,0.168536923454661,Tree cover change,10,0.602541308930069,LightGBM (Optuna)
relative_tree_loss_pct_thresh,24 months,GPPsat,3.23922942547564,0.118746757161303,Tree cover change,10,0.323922942547564,LightGBM (Optuna)
relative_tree_loss_pct_thresh,24 months,NEPmax,2.87385060820986,0.108650652546812,Tree cover change,10,0.287385060820986,LightGBM (Optuna)
relative_tree_loss_pct_thresh,24 months,WUE,2.25625906493734,0.0733701765524974,Tree cover change,10,0.225625906493734,LightGBM (Optuna)
