trial,value,bagging_fraction,feature_fraction,lambda_l2,learning_rate,min_data_in_leaf,nrounds,num_leaves
0,0.82956973,0.8576832082533324,0.3410355711914327,0.3336637824147925,0.02980693115138293,23,800,33
1,0.86170290,0.6998203225453528,0.5124391805640981,0.0027695156237233665,0.05933764269576363,6,400,28
2,0.86223883,0.9428540242239634,0.2172700137549442,0.043895666727733124,0.04949769985127784,10,200,42
3,0.81377797,0.700015728659213,0.4403390700610281,0.2242300964904272,0.013186365737279871,30,200,5
4,0.77839037,0.5984614354626351,0.7868262025920609,0.02658120674951987,0.03371818434436908,13,400,4
5,0.84525667,0.6274342287691795,0.7103665010389211,0.14725266100563394,0.16038978174497165,6,300,39
6,0.81702910,0.8585307561088082,0.5648412302233307,0.11427399064456843,0.03078625663732053,7,300,50
7,0.88627812,0.9343507607255894,0.5675130412399483,0.1246866369384849,0.16774655130516325,5,600,33
8,0.83625891,0.5261780551124549,0.8890744534468664,0.009721332821953171,0.2030820629364654,10,800,21
9,0.79568905,0.7325581170274001,0.6537204916957889,0.0026813726651690973,0.07033068227358466,39,100,11
10,0.88208567,0.7764425490518516,0.3701931841117701,0.13102930146220929,0.24622349695519194,38,300,7
11,0.79725554,0.8353569863032924,0.8937821426344934,0.0019348214217324497,0.07196695507220961,31,500,3
12,0.80685237,0.8260217368254821,0.3427706910460935,0.0013479798054613866,0.013868222971290324,20,900,24
13,0.81584923,0.842658687237235,0.2938066224768764,1.1006310206841061,0.026396244137787867,14,300,41
14,0.83213740,0.5534498873262568,0.7123980424199201,6.717302141879668,0.06857106991552586,19,1000,24
15,0.76845295,0.5084961285226275,0.9867758468282367,45.43605345010669,0.012229886111315395,16,1000,21
16,0.83109937,0.5520204857435936,0.7594072514632472,19.503688973039655,0.11039810977042792,19,700,18
17,0.84297504,0.5279710375989903,0.7629670140026305,0.009267073467035493,0.10996284985654275,40,600,16
18,0.80824105,0.5140626532274004,0.7209591906575572,48.04041791690632,0.09743490355088405,40,600,15
19,0.78681767,0.6153572792237713,0.6905443760970615,20.851302932532246,0.09907740439890036,19,100,15
20,0.79509582,0.6477965162703972,0.6451532982378151,0.01613096997533392,0.04246211100212344,31,100,63
21,0.80597304,0.6147648036002197,0.8291636524629374,2.8469202887356637,0.01965558730913398,2,100,61
22,0.79746693,0.6168344720685011,0.99879942768726,2.2252983109739155,0.04120832348575654,2,100,10
23,0.77018955,0.6087609962007217,0.9489902816672913,2.0864314463959555,0.020587782666095227,14,100,11
24,0.84273689,0.6192571544873577,0.9773114690005499,2.228629746794083,0.0192945766805789,2,1000,63
25,0.78595963,0.659942043514257,0.9993631988533385,1.915835135148355,0.019726429839663603,25,1000,56
26,0.78910198,0.5868191880251078,0.9970870554158625,1.5464866114102152,0.01861331591690083,14,1000,9
27,0.78973825,0.5857677989891983,0.9802179958233421,2.3883551126381364,0.01852410033575933,12,1000,9
28,0.79012299,0.5836732529147651,0.9739132198653601,1.269178028053817,0.01827325243118828,15,1000,3
29,0.78718943,0.5760772900816694,0.998266592377078,0.7048904203758307,0.017409109899782206,14,1000,10
30,0.76778373,0.6695455781665678,0.9154573698511199,8.899130163525108,0.010608901921966703,13,500,13
31,0.76509442,0.5724250700681212,0.9093044482397634,10.965397144867211,0.010196097625553091,15,500,10
32,0.76216140,0.5712987594294591,0.8875676406468275,0.5722108381980253,0.011844887624879397,16,500,13
33,0.76677569,0.68198231512982,0.9014227462307919,10.191176319036728,0.012366791533695225,16,500,13
34,0.77153555,0.6671614415999896,0.89636354108846,6.439008965983028,0.010242746348225348,23,800,30
35,0.77861280,0.5025281258927723,0.8701675965764245,8.296878959923193,0.01081764420499016,22,800,30
36,0.77237304,0.6671217733908512,0.9083069664464869,6.577571529432739,0.010204297259858115,22,800,20
37,0.76652297,0.6902855553448739,0.8986622044301942,5.330956958393254,0.010127528350234604,22,500,28
38,0.77198710,0.6809726499941623,0.882051401641179,8.553682626561109,0.010064675221739308,24,500,28
39,0.76521143,0.6784657263636505,0.8370574367889765,6.074098647597336,0.010043655631751518,17,500,14
40,0.76859925,0.7007263639243716,0.8282711950625302,0.46127088929635585,0.014287653534603666,17,500,14
41,0.76836001,0.707810598618962,0.8231824307715052,0.4989186343236759,0.013955000276132426,17,500,13
42,0.78395922,0.7327144835857862,0.8244271771745884,0.5315957987586374,0.014322965366298405,10,500,14
43,0.77287158,0.7536499343855052,0.8173372295532547,0.5008498210504672,0.014843457912016682,27,400,36
44,0.77240533,0.7337590303555297,0.8290051638540097,0.5514477128145325,0.015047765852909368,27,400,46
45,0.77493062,0.7465979609014978,0.833472968531551,20.877067500439892,0.014868902752065332,28,400,37
46,0.77973168,0.7142584988958002,0.9433454488033527,17.00185719203234,0.025271248482569886,11,400,47
47,0.77491385,0.6442767547584605,0.939994198973297,15.35550049474688,0.023957539108366625,11,400,7
48,0.79323420,0.7916536347519522,0.9365021139296252,3.911586431534926,0.024160717535563137,9,700,6
49,0.77630012,0.640240790643623,0.9308977971776937,4.054390085112552,0.012481402507853586,11,600,5
