trial,value,colsample_bytree,learning_rate,max_depth,min_child_weight,nrounds,reg_lambda,subsample
0,0.88661513,0.5793892842162645,0.16446973298677459,3,11.970775873023946,900,1.4166086074187902,0.6184199395175899
1,0.89945183,0.5498981433598606,0.2491895903199984,1,2.4755120531658767,200,1.2206516479514795,0.8415261503824594
2,0.84126885,0.6722579357188021,0.0699956924163065,6,14.140056945002543,800,0.2228112964441029,0.8953614316250277
3,0.85350756,0.44430804748350267,0.016585452063263,5,6.796716957981123,100,0.007410918397724192,0.8767418884196524
4,0.87999350,0.9408527223316254,0.2847926927722256,6,16.656878735085094,600,27.895279287603664,0.69837734221134
5,0.88992316,0.22740638422390935,0.23397929244824145,2,3.898890010468717,500,11.715323894163765,0.8626475579991253
6,0.83328983,0.442387667042214,0.010534380939783,3,10.61607230556274,500,3.4786511810743717,0.7673069192123307
7,0.85349283,0.4455836752796747,0.11228006235886272,4,19.693461091963254,100,0.004803354520159382,0.9842305939701379
8,0.91050613,0.23693532757064997,0.053291243043192944,6,1.4155815603316286,300,1.1339035043927133,0.7716857209126331
9,0.87800383,0.22431607054086034,0.027172200755646025,6,14.609614982158659,800,16.185655299284246,0.6648861204963883
10,0.84656254,0.6118055754362095,0.10612834953436849,3,5.682850452804017,100,7.011954133716368,0.8377284358380284
11,0.86637547,0.5176655185645413,0.06093256489183191,1,4.309535921876201,600,0.7092537562476083,0.6887496346986284
12,0.83452357,0.6780760229643781,0.025222281075792885,2,17.52380208461112,900,0.0017755091238975604,0.6879674091813006
13,0.82584854,0.7439213899956054,0.012909045365032111,7,17.60648472854541,900,0.23733923332641238,0.8794642886822359
14,0.83824006,0.9078054354556058,0.040407565778435545,4,9.176768303502149,700,5.653700839141033,0.6929723463863413
15,0.82215689,0.9218187938107152,0.011761645285121178,8,10.169890844899692,1000,0.04634629874333496,0.533111812998899
16,0.81182739,0.7268928125163155,0.011547584979767465,8,8.930520301885423,400,0.10099568672968895,0.546253119965196
17,0.82369598,0.7788083517549714,0.014257645434960685,8,9.643297037389093,1000,0.05364299574384262,0.534499059339325
18,0.81867344,0.811313291408714,0.010510775999473046,8,7.653344736140067,1000,0.05379814284214836,0.5645596901623353
19,0.82275836,0.7638996349376701,0.010445929352255596,8,19.59194021763009,1000,0.039180690285543746,0.5066481077728017
20,0.80706066,0.7943480056054163,0.010677071073724754,8,9.008071127206874,400,0.07312024038721415,0.5430383065312392
