trial,value,colsample_bytree,learning_rate,max_depth,min_child_weight,nrounds,reg_lambda,subsample
0,0.63861594,0.987272918483239,0.017694990687218103,5,15.904766545590752,1000,0.02369403620842722,0.8816514803638004
1,0.64019224,0.6631754854536165,0.011922245790476634,3,16.710462210878838,400,9.918936459389345,0.6805976255033843
2,0.64566971,0.8724777795205048,0.012945704472445458,7,12.036995802595362,200,0.9847515702177706,0.7629893248931946
3,0.64366150,0.36976530302947935,0.02152631349047502,4,8.560354679818815,300,0.5712128915401884,0.860915931420976
4,0.64100720,0.9614304086994669,0.010597240886234682,3,5.3560296632638105,300,1.6214392308079524,0.5194927631478357
5,0.65667292,0.3130499756109328,0.01131864300670327,4,17.150292626787163,700,27.363079459844837,0.5897232806658177
6,0.69097564,0.6610167816434749,0.1862460290845349,7,18.084160261157365,600,0.004221726512896224,0.7060337574883058
7,0.67895392,0.6511119699749466,0.035525459891181915,1,16.53337951501967,100,0.7801594493966986,0.5379965471638273
8,0.64947715,0.704206756459298,0.0704856504124968,1,15.924101479932046,300,7.8033958158914025,0.5733241692721006
9,0.63450043,0.43023858215678024,0.010688002270264476,5,14.55999020765797,900,0.0055781886987529405,0.7369239406382191
10,0.66664601,0.46688342182202436,0.05372668200573067,8,2.3932238566347803,900,0.6424597994263561,0.7088596067349406
11,0.65238194,0.3759844981662954,0.08123417321369522,3,5.01432988421521,700,0.0037843044313327235,0.9780678353968992
12,0.63852232,0.8139620290686154,0.06649921335467637,3,10.281237875177982,700,16.396626275862687,0.8010285291632463
13,0.66620981,0.9344586279651363,0.012817298753836161,1,2.197455727385605,800,0.0454568276627325,0.9949239409817485
14,0.67541609,0.803058079565308,0.13506398929890046,2,4.1593958222422085,400,0.01264707941019341,0.529636519889352
15,0.73172242,0.5298484552023792,0.2938618599175747,8,11.217663509167584,500,0.04584777921536973,0.707265022674252
16,0.66074260,0.7884939941419618,0.2889010344159886,5,11.66200215348277,500,35.16879457944468,0.7070429059241881
17,0.68057900,0.516826504865816,0.21091028017753316,5,12.329190549771175,1000,0.043390663483928955,0.840528874433081
18,0.71889011,0.45303809438277576,0.29824936273738367,5,12.0373221655007,1000,0.05860598587639991,0.8307890479687533
19,0.64236768,0.5335013418505973,0.03308054507213371,6,11.925066156249457,1000,0.001037913797633556,0.7894762082354647
20,0.64240273,0.5231074758539794,0.03806034247987831,6,12.491963881201869,900,0.001026400011754978,0.7699188179609937
21,0.64824445,0.5762112233045752,0.03711682309473741,6,9.623453043023755,900,0.0010752770624383261,0.7849000624296022
22,0.66293339,0.23377927702268467,0.04259216073860417,6,8.921082027536093,800,0.2708526677009066,0.7813324070041061
23,0.64498598,0.5658498259017536,0.034418995074831045,6,19.67418831499654,800,0.226138802613135,0.7905897814034445
24,0.67144946,0.2024346175176207,0.03211439358678044,6,9.001350486433948,800,0.001877533137293505,0.7838609248845926
25,0.65143391,0.2175849992371418,0.02390600658768963,4,19.50919812446698,800,0.0014567141285512573,0.9192600633632396
26,0.63678769,0.8741705887015055,0.018934675116708977,4,14.062953392571607,900,0.001717489426057788,0.911585254876902
27,0.64188105,0.9873377317279036,0.020788703103134392,4,14.753108428658754,900,0.009147069054891786,0.9119697806430281
28,0.64249722,0.986900721496986,0.019063707364169742,4,14.485318386491771,900,0.013625949161168315,0.9135487124589329
29,0.65023997,0.8751490369418147,0.020001299139575168,2,15.131646632301504,900,0.009738102250975884,0.8918761320753892
30,0.64829729,0.8344611698045791,0.017735965030549847,2,14.585000169521352,700,0.00652554589236643,0.9226535720481277
31,0.64384298,0.9872105833170502,0.015900858381130045,2,14.50756466387836,700,0.009496956187946918,0.8939509664523747
32,0.63798300,0.9048341205442044,0.017289812353493906,4,14.266011914317746,900,0.015248245753326992,0.8818000822657658
33,0.62968922,0.9817487669688026,0.016832841198440526,4,14.318527450300511,600,0.022245081941308045,0.6503343523245082
34,0.66261771,0.7287225677297091,0.09258519394506272,4,7.117044990351737,600,4.839450666158133,0.6316786510538155
35,0.64989007,0.7461270257800423,0.10934482724501683,4,13.398744581948467,600,3.701982484230959,0.9522709183583554
36,0.64139721,0.7193250104285949,0.015092807951552191,5,13.623975641096893,1000,3.7197942343106085,0.9465956314746525
