trial,value,min_node_size,mtry_frac,num_trees,sample_fraction
0,0.61989606,2,0.2689791809785212,1500,0.9423774358841075
1,0.59878432,15,0.6458052340626191,1000,0.7408506938563575
2,0.61392047,29,0.8143455116201305,250,0.4202268259695806
3,0.59776906,6,0.8637089251077339,1000,0.7494390846661427
4,0.60988374,30,0.9771015839154447,500,0.47069008827068115
5,0.62958002,10,0.2747570126146657,500,0.5484005355207149
6,0.66714386,27,0.21808689823424193,500,0.5100501566274893
7,0.68612984,30,0.1675245111217124,500,0.5258925290766947
8,0.59713249,1,0.7655539260577544,1000,0.6152266342859285
9,0.60321010,29,0.6675966140855053,250,0.6708912330349817
10,0.72140457,23,0.04542338769193881,1000,0.6673135383205063
11,0.60049873,14,0.9965907306213937,1500,0.6851773256451044
12,0.60212813,11,0.6268965145563724,1250,0.5206612303494275
13,0.62759294,26,0.2784366106062327,250,0.899883809976886
14,0.59479901,9,0.7229692437682714,250,0.9788484868347456
15,0.59906695,3,0.47242821658218803,1500,0.9981596952688092
16,0.60136576,15,0.5435534188473625,1250,0.7889447404844343
17,0.60237946,15,0.5007349332945586,1000,0.8360623234395516
18,0.60038690,2,0.9341500083774857,1000,0.8360665188428859
19,0.60083212,2,0.4869306793803089,750,0.8416784147316052
20,0.60049416,3,0.47269158236626246,750,0.9782513789409591
21,0.60222541,1,0.46401278784308375,750,0.9928948409361196
22,0.59697693,1,0.7871588980292431,750,0.5996535722740112
23,0.59747083,6,0.7546001706567491,750,0.5984389765020313
24,0.59891127,8,0.7408685400820453,750,0.5996297797366739
25,0.59619822,6,0.7698739726598977,1250,0.6271694399845835
26,0.59753041,7,0.823685163688925,1250,0.6000077400558949
27,0.59759753,7,0.7720043695862825,1250,0.6014786858048198
28,0.59746788,6,0.8901723183983433,1250,0.6276984340528311
29,0.60161087,19,0.8672009017069587,1250,0.6049482342231256
30,0.60090151,20,0.8726574236025887,1250,0.615107522289576
31,0.60189216,6,0.8958662680821404,1250,0.40545852353275397
32,0.60465674,10,0.6894745017726582,1250,0.40491066048867114
33,0.60683314,5,0.576120033471789,250,0.4616393128642332
34,0.60351030,4,0.6794744725900729,250,0.408417771310314
35,0.59658843,11,0.6969004613252819,1500,0.9108441194745603
36,0.59953003,10,0.905631098235469,1500,0.9119790370779642
37,0.59834810,10,0.7296581447443338,1000,0.7110185133742893
38,0.59678245,1,0.7328887496744401,1000,0.7138791248190028
39,0.59703230,1,0.7789552480772194,1000,0.7233940831367502
40,0.59808103,1,0.7931487655153087,1000,0.7236479820285922
41,0.59713882,1,0.8073700356877944,1500,0.5546914157239684
42,0.59653237,12,0.6240697940894896,1500,0.9155086123603478
43,0.59712114,13,0.6167720615925979,1500,0.921502329005308
44,0.59780682,12,0.6041030815345555,1500,0.9358879671600225
45,0.59778474,13,0.5978116126963215,1500,0.9329729832183481
46,0.59677807,12,0.6203605479391998,1500,0.949337708098361
47,0.59742369,13,0.6166491380362624,1500,0.9360095110446849
48,0.59703713,13,0.6332297023756628,1500,0.9443140181621458
49,0.59666511,8,0.6996407988990899,1500,0.8735054720931384
