response,window_memory,pair,n_sites,median_RMSE_withoutD,median_RMSE_withD,delta_pct,pct_sites_improved,p_onesided_wilcoxon,q_BH,sig
ETmax,Anomaly / 12m,C vs C+D,65,0.0361,0.0399,0.49,49.2,0.3645,0.6628, ns
ETmax,Anomaly / 12m,C+M vs C+M+D,65,0.0363,0.0405,0.73,49.2,0.4019,0.6765, ns
ETmax,Anomaly / 12m,C+T vs C+T+D,65,0.0364,0.0367,1.53,44.6,0.7874,0.8589, ns
ETmax,Anomaly / 12m,C+T+M vs C+T+D+M,65,0.0368,0.0366,1.32,43.1,0.7174,0.8235, ns
ETmax,Anomaly / 24m,C vs C+D,65,0.0373,0.0423,0.55,47.7,0.3596,0.6628, ns
ETmax,Anomaly / 24m,C+M vs C+M+D,65,0.0374,0.0424,-0.56,52.3,0.3028,0.6489, ns
ETmax,Anomaly / 24m,C+T vs C+T+D,65,0.0381,0.0366,0.3,46.2,0.6716,0.8067, ns
ETmax,Anomaly / 24m,C+T+M vs C+T+D+M,65,0.0382,0.0371,0.9,44.6,0.8147,0.8729, ns
ETmax,Raw-lag / 12m,C+M vs C+M+D,65,0.0271,0.0262,0.68,49.2,0.5078,0.684, ns
ETmax,Raw-lag / 12m,C+T+M vs C+T+D+M,65,0.0264,0.0264,-0.67,52.3,0.4121,0.6765, ns
ETmax,Raw-lag / 24m,C+M vs C+M+D,65,0.0269,0.0266,0.57,44.6,0.7326,0.8235, ns
ETmax,Raw-lag / 24m,C+T+M vs C+T+D+M,65,0.0265,0.0261,-0.54,53.8,0.4172,0.6765, ns
GPPsat,Anomaly / 12m,C vs C+D,65,4.7144,4.6202,-2.29,52.3,0.1464,0.5654, ns
GPPsat,Anomaly / 12m,C+M vs C+M+D,65,4.7041,4.5854,-2.43,53.8,0.1479,0.5654, ns
GPPsat,Anomaly / 12m,C+T vs C+T+D,65,5.1841,4.6774,-1.66,56.9,0.09232,0.5539, ns
GPPsat,Anomaly / 12m,C+T+M vs C+T+D+M,65,5.2056,4.6116,-1.71,61.5,0.06072,0.4048, ns
GPPsat,Anomaly / 24m,C vs C+D,65,4.6195,4.3473,-4.11,55.4,0.1108,0.5654, ns
GPPsat,Anomaly / 24m,C+M vs C+M+D,65,4.698,4.4108,-3.73,55.4,0.1146,0.5654, ns
GPPsat,Anomaly / 24m,C+T vs C+T+D,65,5.0433,4.359,-0.91,60,0.1717,0.5654, ns
GPPsat,Anomaly / 24m,C+T+M vs C+T+D+M,65,5.0668,4.3421,-0.91,53.8,0.1996,0.5654, ns
GPPsat,Raw-lag / 12m,C+M vs C+M+D,65,3.5475,3.6909,-0.03,50.8,0.6305,0.7974, ns
GPPsat,Raw-lag / 12m,C+T+M vs C+T+D+M,65,3.6166,3.6342,-0.53,52.3,0.513,0.684, ns
GPPsat,Raw-lag / 24m,C+M vs C+M+D,65,3.4267,3.5344,-0.62,53.8,0.4403,0.684, ns
GPPsat,Raw-lag / 24m,C+T+M vs C+T+D+M,65,3.494,3.4849,0.07,49.2,0.4922,0.684, ns
NEPmax,Anomaly / 12m,C vs C+D,65,4.7525,4.7415,-7.28,60,0.05541,0.4048, ns
NEPmax,Anomaly / 12m,C+M vs C+M+D,65,4.6708,4.5567,-8.49,60,0.05764,0.4048, ns
NEPmax,Anomaly / 12m,C+T vs C+T+D,65,4.8181,4.513,-3.86,67.7,0.01578,0.3921, ns
NEPmax,Anomaly / 12m,C+T+M vs C+T+D+M,65,4.9591,4.4104,-3.76,69.2,0.009159,0.3921, ns
NEPmax,Anomaly / 24m,C vs C+D,65,4.9085,4.5173,-9.34,64.6,0.02735,0.3921, ns
NEPmax,Anomaly / 24m,C+M vs C+M+D,65,4.9571,4.3909,-6.38,61.5,0.02735,0.3921, ns
