response,window_memory,pair,n_sites,median_RMSE_withoutD,median_RMSE_withD,delta_pct,pct_sites_improved,p_onesided_wilcoxon,q_BH,sig
ETmax,Anomaly / 12m,C vs C+D,93,0.035,0.0391,0.18,49.5,0.4255,0.4863, ns
ETmax,Anomaly / 12m,C+M vs C+M+D,93,0.0346,0.0387,-1.83,58.1,0.2906,0.3657, ns
ETmax,Anomaly / 12m,C+T vs C+T+D,93,0.0372,0.036,2.36,45.2,0.9004,0.9004, ns
ETmax,Anomaly / 12m,C+T+M vs C+T+D+M,93,0.0366,0.0358,0.34,49.5,0.4527,0.503, ns
ETmax,Anomaly / 24m,C vs C+D,93,0.0366,0.0399,-0.59,55.9,0.3508,0.4127, ns
ETmax,Anomaly / 24m,C+M vs C+M+D,93,0.0358,0.0395,-3.37,54.8,0.1943,0.268, ns
ETmax,Anomaly / 24m,C+T vs C+T+D,93,0.0358,0.0364,0.61,49.5,0.5305,0.5692, ns
ETmax,Anomaly / 24m,C+T+M vs C+T+D+M,93,0.0353,0.0351,-0.46,52.7,0.5684,0.5984, ns
ETmax,Raw-lag / 12m,C vs C+D,93,0.035,0.0391,0.18,49.5,0.4255,0.4863, ns
ETmax,Raw-lag / 12m,C+M vs C+M+D,93,0.0262,0.0262,2.56,44.1,0.8626,0.8847, ns
ETmax,Raw-lag / 12m,C+T vs C+T+D,93,0.0372,0.036,2.36,45.2,0.9004,0.9004, ns
ETmax,Raw-lag / 12m,C+T+M vs C+T+D+M,93,0.0283,0.0285,-0.91,58.1,0.2972,0.3657, ns
ETmax,Raw-lag / 24m,C vs C+D,93,0.0366,0.0399,-0.59,55.9,0.3508,0.4127, ns
ETmax,Raw-lag / 24m,C+M vs C+M+D,93,0.0268,0.0272,-1.49,54.8,0.2932,0.3657, ns
ETmax,Raw-lag / 24m,C+T vs C+T+D,93,0.0358,0.0364,0.61,49.5,0.5305,0.5692, ns
ETmax,Raw-lag / 24m,C+T+M vs C+T+D+M,93,0.0287,0.0286,-0.89,50.5,0.4376,0.4931, ns
GPPsat,Anomaly / 12m,C vs C+D,93,5.9085,5.352,-6.35,58.1,0.008316,0.02464,*
GPPsat,Anomaly / 12m,C+M vs C+M+D,93,6.0274,5.3019,-9.09,63.4,0.002867,0.01043,*
GPPsat,Anomaly / 12m,C+T vs C+T+D,93,5.6237,5.2943,-5.87,64.5,0.0002626,0.00191,**
GPPsat,Anomaly / 12m,C+T+M vs C+T+D+M,93,5.823,5.4252,-6.06,60.2,0.003743,0.01302,*
GPPsat,Anomaly / 24m,C vs C+D,93,6.0193,5.3565,-9.37,59.1,0.0004986,0.002493,**
GPPsat,Anomaly / 24m,C+M vs C+M+D,93,5.7028,5.4815,-8.04,65.6,0.001349,0.00514,**
GPPsat,Anomaly / 24m,C+T vs C+T+D,93,5.6604,5.4831,-3.88,61.3,0.0002516,0.00191,**
GPPsat,Anomaly / 24m,C+T+M vs C+T+D+M,93,5.6996,5.5348,-6.13,65.6,0.0004172,0.002384,**
GPPsat,Raw-lag / 12m,C vs C+D,93,5.9085,5.352,-6.35,58.1,0.008316,0.02464,*
GPPsat,Raw-lag / 12m,C+M vs C+M+D,93,3.7309,3.5065,-1.38,55.9,0.238,0.3122, ns
GPPsat,Raw-lag / 12m,C+T vs C+T+D,93,5.6237,5.2943,-5.87,64.5,0.0002626,0.00191,**
GPPsat,Raw-lag / 12m,C+T+M vs C+T+D+M,93,3.8204,3.7518,-1.1,52.7,0.1839,0.2625, ns
GPPsat,Raw-lag / 24m,C vs C+D,93,6.0193,5.3565,-9.37,59.1,0.0004986,0.002493,**
GPPsat,Raw-lag / 24m,C+M vs C+M+D,93,3.7166,3.6255,-1.35,53.8,0.2252,0.3002, ns
GPPsat,Raw-lag / 24m,C+T vs C+T+D,93,5.6604,5.4831,-3.88,61.3,0.0002516,0.00191,**
GPPsat,Raw-lag / 24m,C+T+M vs C+T+D+M,93,3.7297,3.6888,-3.17,64.5,0.006241,0.01997,*
NEPmax,Anomaly / 12m,C vs C+D,93,5.1665,4.7358,-10.23,65.6,0.0008176,0.003442,**
NEPmax,Anomaly / 12m,C+M vs C+M+D,93,5.1892,4.644,-12.23,62.4,0.001299,0.00514,**
NEPmax,Anomaly / 12m,C+T vs C+T+D,93,4.9413,4.7048,-11.12,65.6,3.839e-05,0.0005119,***
NEPmax,Anomaly / 12m,C+T+M vs C+T+D+M,93,5.0036,4.3503,-10.2,61.3,0.000149,0.001703,**
NEPmax,Anomaly / 24m,C vs C+D,93,5.2412,4.1104,-16.58,65.6,0.0003386,0.002084,**
NEPmax,Anomaly / 24m,C+M vs C+M+D,93,5.4862,4.6033,-14.9,64.5,0.0006189,0.002912,**
NEPmax,Anomaly / 24m,C+T vs C+T+D,93,4.8073,4.6781,-11.21,68.8,1.091e-05,0.0002631,***
NEPmax,Anomaly / 24m,C+T+M vs C+T+D+M,93,4.9971,4.9235,-11.37,69.9,8.878e-06,0.0002631,***
NEPmax,Raw-lag / 12m,C vs C+D,93,5.1665,4.7358,-10.23,65.6,0.0008176,0.003442,**
NEPmax,Raw-lag / 12m,C+M vs C+M+D,93,2.906,2.9573,-3.33,58.1,0.08098,0.1322, ns
NEPmax,Raw-lag / 12m,C+T vs C+T+D,93,4.9413,4.7048,-11.12,65.6,3.839e-05,0.0005119,***
NEPmax,Raw-lag / 12m,C+T+M vs C+T+D+M,93,3.1492,2.8369,-1.51,55.9,0.04481,0.08679, ns
NEPmax,Raw-lag / 24m,C vs C+D,93,5.2412,4.1104,-16.58,65.6,0.0003386,0.002084,**
NEPmax,Raw-lag / 24m,C+M vs C+M+D,93,2.814,2.7966,-1.21,54.8,0.2252,0.3002, ns
NEPmax,Raw-lag / 24m,C+T vs C+T+D,93,4.8073,4.6781,-11.21,68.8,1.091e-05,0.0002631,***
NEPmax,Raw-lag / 24m,C+T+M vs C+T+D+M,93,3.1691,2.7871,-7.5,68.8,1.316e-05,0.0002631,***
WUE,Anomaly / 12m,C vs C+D,93,0.7524,0.7001,-5.22,58.1,0.02254,0.05635, ns
WUE,Anomaly / 12m,C+M vs C+M+D,93,0.7213,0.6689,-2.31,53.8,0.05634,0.09589, ns
WUE,Anomaly / 12m,C+T vs C+T+D,93,0.7356,0.682,-3.05,53.8,0.03997,0.08199, ns
WUE,Anomaly / 12m,C+T+M vs C+T+D+M,93,0.7686,0.6835,-3.32,54.8,0.08688,0.139, ns
WUE,Anomaly / 24m,C vs C+D,93,0.7763,0.6705,-7.3,62.4,0.01237,0.03414,*
WUE,Anomaly / 24m,C+M vs C+M+D,93,0.7882,0.7011,-6.41,61.3,0.004639,0.01546,*
WUE,Anomaly / 24m,C+T vs C+T+D,93,0.7546,0.6915,-1.17,51.6,0.1408,0.2061, ns
WUE,Anomaly / 24m,C+T+M vs C+T+D+M,93,0.7589,0.6699,-1.43,53.8,0.1417,0.2061, ns
WUE,Raw-lag / 12m,C vs C+D,93,0.7524,0.7001,-5.22,58.1,0.02254,0.05635, ns
